"year","State","scenario","indicator","count","trend","age"
2016,"Abia","NGA projection scenario 0","death_percent_change",2.16,"Deaths per 1000","all_ages"
2016,"Abia","NGA projection scenario 0","U5_death_percent_change",-1.31,"Deaths per 1000","U5"
2017,"Abia","NGA projection scenario 0","PfPR_percent_change",4.82,"Prevalence","all_ages"
2017,"Abia","NGA projection scenario 0","U5_PfPR_percent_change",3.19,"Prevalence","U5"
2017,"Abia","NGA projection scenario 0","incidence_percent_change",8.57,"Incidence per 1000","all_ages"
2017,"Abia","NGA projection scenario 0","U5_incidence_percent_change",7.33,"Incidence per 1000","U5"
2017,"Abia","NGA projection scenario 0","death_percent_change",4.51,"Deaths per 1000","all_ages"
2017,"Abia","NGA projection scenario 0","U5_death_percent_change",0.9,"Deaths per 1000","U5"
2018,"Abia","NGA projection scenario 0","PfPR_percent_change",-14.43,"Prevalence","all_ages"
2018,"Abia","NGA projection scenario 0","U5_PfPR_percent_change",-22.4,"Prevalence","U5"
2018,"Abia","NGA projection scenario 0","incidence_percent_change",-7.49,"Incidence per 1000","all_ages"
2018,"Abia","NGA projection scenario 0","U5_incidence_percent_change",-12.58,"Incidence per 1000","U5"
2018,"Abia","NGA projection scenario 0","death_percent_change",-13.07,"Deaths per 1000","all_ages"
2018,"Abia","NGA projection scenario 0","U5_death_percent_change",-16.6,"Deaths per 1000","U5"
2019,"Abia","NGA projection scenario 0","PfPR_percent_change",-12.93,"Prevalence","all_ages"
2019,"Abia","NGA projection scenario 0","U5_PfPR_percent_change",-24.14,"Prevalence","U5"
2019,"Abia","NGA projection scenario 0","incidence_percent_change",-0.34,"Incidence per 1000","all_ages"
2019,"Abia","NGA projection scenario 0","U5_incidence_percent_change",-7.04,"Incidence per 1000","U5"
2019,"Abia","NGA projection scenario 0","death_percent_change",-13.91,"Deaths per 1000","all_ages"
2019,"Abia","NGA projection scenario 0","U5_death_percent_change",-19.39,"Deaths per 1000","U5"
2011,"Adamawa","NGA projection scenario 0","PfPR_percent_change",11.35,"Prevalence","all_ages"
2011,"Adamawa","NGA projection scenario 0","U5_PfPR_percent_change",16.76,"Prevalence","U5"
2011,"Adamawa","NGA projection scenario 0","incidence_percent_change",14.47,"Incidence per 1000","all_ages"
2011,"Adamawa","NGA projection scenario 0","U5_incidence_percent_change",19.18,"Incidence per 1000","U5"
2011,"Adamawa","NGA projection scenario 0","death_percent_change",19.62,"Deaths per 1000","all_ages"
2011,"Adamawa","NGA projection scenario 0","U5_death_percent_change",17.38,"Deaths per 1000","U5"
2012,"Adamawa","NGA projection scenario 0","PfPR_percent_change",19.9,"Prevalence","all_ages"
2012,"Adamawa","NGA projection scenario 0","U5_PfPR_percent_change",28.15,"Prevalence","U5"
2012,"Adamawa","NGA projection scenario 0","incidence_percent_change",21.03,"Incidence per 1000","all_ages"
2012,"Adamawa","NGA projection scenario 0","U5_incidence_percent_change",26.7,"Incidence per 1000","U5"
2012,"Adamawa","NGA projection scenario 0","death_percent_change",39.26,"Deaths per 1000","all_ages"
2012,"Adamawa","NGA projection scenario 0","U5_death_percent_change",38.09,"Deaths per 1000","U5"
2013,"Adamawa","NGA projection scenario 0","PfPR_percent_change",23.03,"Prevalence","all_ages"
2013,"Adamawa","NGA projection scenario 0","U5_PfPR_percent_change",33.05,"Prevalence","U5"
2013,"Adamawa","NGA projection scenario 0","incidence_percent_change",20.5,"Incidence per 1000","all_ages"
2013,"Adamawa","NGA projection scenario 0","U5_incidence_percent_change",25.2,"Incidence per 1000","U5"
2013,"Adamawa","NGA projection scenario 0","death_percent_change",34.85,"Deaths per 1000","all_ages"
2013,"Adamawa","NGA projection scenario 0","U5_death_percent_change",37.91,"Deaths per 1000","U5"
2014,"Adamawa","NGA projection scenario 0","PfPR_percent_change",26.45,"Prevalence","all_ages"
2014,"Adamawa","NGA projection scenario 0","U5_PfPR_percent_change",37.85,"Prevalence","U5"
2014,"Adamawa","NGA projection scenario 0","incidence_percent_change",23.34,"Incidence per 1000","all_ages"
2014,"Adamawa","NGA projection scenario 0","U5_incidence_percent_change",29.07,"Incidence per 1000","U5"
2014,"Adamawa","NGA projection scenario 0","death_percent_change",44.84,"Deaths per 1000","all_ages"
2014,"Adamawa","NGA projection scenario 0","U5_death_percent_change",49.55,"Deaths per 1000","U5"
2015,"Adamawa","NGA projection scenario 0","PfPR_percent_change",0,"Prevalence","all_ages"
2015,"Adamawa","NGA projection scenario 0","U5_PfPR_percent_change",0,"Prevalence","U5"
2015,"Adamawa","NGA projection scenario 0","incidence_percent_change",0,"Incidence per 1000","all_ages"
2015,"Adamawa","NGA projection scenario 0","U5_incidence_percent_change",0,"Incidence per 1000","U5"
2015,"Adamawa","NGA projection scenario 0","death_percent_change",0,"Deaths per 1000","all_ages"
2015,"Adamawa","NGA projection scenario 0","U5_death_percent_change",0,"Deaths per 1000","U5"
2016,"Adamawa","NGA projection scenario 0","PfPR_percent_change",11.39,"Prevalence","all_ages"
2016,"Adamawa","NGA projection scenario 0","U5_PfPR_percent_change",10.7,"Prevalence","U5"
2016,"Adamawa","NGA projection scenario 0","incidence_percent_change",19.45,"Incidence per 1000","all_ages"
2016,"Adamawa","NGA projection scenario 0","U5_incidence_percent_change",22.46,"Incidence per 1000","U5"
2016,"Adamawa","NGA projection scenario 0","death_percent_change",10.02,"Deaths per 1000","all_ages"
2016,"Adamawa","NGA projection scenario 0","U5_death_percent_change",8.12,"Deaths per 1000","U5"
2017,"Adamawa","NGA projection scenario 0","PfPR_percent_change",18.76,"Prevalence","all_ages"
2017,"Adamawa","NGA projection scenario 0","U5_PfPR_percent_change",21.66,"Prevalence","U5"
2017,"Adamawa","NGA projection scenario 0","incidence_percent_change",26.09,"Incidence per 1000","all_ages"
2017,"Adamawa","NGA projection scenario 0","U5_incidence_percent_change",31.04,"Incidence per 1000","U5"
2017,"Adamawa","NGA projection scenario 0","death_percent_change",35.28,"Deaths per 1000","all_ages"
2017,"Adamawa","NGA projection scenario 0","U5_death_percent_change",39.31,"Deaths per 1000","U5"
2018,"Adamawa","NGA projection scenario 0","PfPR_percent_change",-2.9,"Prevalence","all_ages"
2018,"Adamawa","NGA projection scenario 0","U5_PfPR_percent_change",-7.09,"Prevalence","U5"
2018,"Adamawa","NGA projection scenario 0","incidence_percent_change",-0.45,"Incidence per 1000","all_ages"
2018,"Adamawa","NGA projection scenario 0","U5_incidence_percent_change",-3.75,"Incidence per 1000","U5"
2018,"Adamawa","NGA projection scenario 0","death_percent_change",-8.5,"Deaths per 1000","all_ages"
2018,"Adamawa","NGA projection scenario 0","U5_death_percent_change",-11.17,"Deaths per 1000","U5"
2019,"Adamawa","NGA projection scenario 0","PfPR_percent_change",6.9,"Prevalence","all_ages"
2019,"Adamawa","NGA projection scenario 0","U5_PfPR_percent_change",4.41,"Prevalence","U5"
2019,"Adamawa","NGA projection scenario 0","incidence_percent_change",17.18,"Incidence per 1000","all_ages"
2019,"Adamawa","NGA projection scenario 0","U5_incidence_percent_change",17.68,"Incidence per 1000","U5"
2019,"Adamawa","NGA projection scenario 0","death_percent_change",6.5,"Deaths per 1000","all_ages"
2019,"Adamawa","NGA projection scenario 0","U5_death_percent_change",3.59,"Deaths per 1000","U5"
2011,"Akwa Ibom","NGA projection scenario 0","PfPR_percent_change",4.01,"Prevalence","all_ages"
2011,"Akwa Ibom","NGA projection scenario 0","U5_PfPR_percent_change",6.33,"Prevalence","U5"
2011,"Akwa Ibom","NGA projection scenario 0","incidence_percent_change",0.43,"Incidence per 1000","all_ages"
2011,"Akwa Ibom","NGA projection scenario 0","U5_incidence_percent_change",4.1,"Incidence per 1000","U5"
2011,"Akwa Ibom","NGA projection scenario 0","death_percent_change",-1.45,"Deaths per 1000","all_ages"
2011,"Akwa Ibom","NGA projection scenario 0","U5_death_percent_change",9.9,"Deaths per 1000","U5"
2012,"Akwa Ibom","NGA projection scenario 0","PfPR_percent_change",7.91,"Prevalence","all_ages"
2012,"Akwa Ibom","NGA projection scenario 0","U5_PfPR_percent_change",11.13,"Prevalence","U5"
2012,"Akwa Ibom","NGA projection scenario 0","incidence_percent_change",4.25,"Incidence per 1000","all_ages"
2012,"Akwa Ibom","NGA projection scenario 0","U5_incidence_percent_change",8.75,"Incidence per 1000","U5"
2012,"Akwa Ibom","NGA projection scenario 0","death_percent_change",11.17,"Deaths per 1000","all_ages"
2012,"Akwa Ibom","NGA projection scenario 0","U5_death_percent_change",23.98,"Deaths per 1000","U5"
2013,"Akwa Ibom","NGA projection scenario 0","PfPR_percent_change",3.51,"Prevalence","all_ages"
2013,"Akwa Ibom","NGA projection scenario 0","U5_PfPR_percent_change",4.61,"Prevalence","U5"
2013,"Akwa Ibom","NGA projection scenario 0","incidence_percent_change",0.69,"Incidence per 1000","all_ages"
2013,"Akwa Ibom","NGA projection scenario 0","U5_incidence_percent_change",2.48,"Incidence per 1000","U5"
2013,"Akwa Ibom","NGA projection scenario 0","death_percent_change",1.92,"Deaths per 1000","all_ages"
2013,"Akwa Ibom","NGA projection scenario 0","U5_death_percent_change",6.93,"Deaths per 1000","U5"
2014,"Akwa Ibom","NGA projection scenario 0","PfPR_percent_change",7.31,"Prevalence","all_ages"
2014,"Akwa Ibom","NGA projection scenario 0","U5_PfPR_percent_change",9.59,"Prevalence","U5"
2014,"Akwa Ibom","NGA projection scenario 0","incidence_percent_change",6.22,"Incidence per 1000","all_ages"
2014,"Akwa Ibom","NGA projection scenario 0","U5_incidence_percent_change",8.85,"Incidence per 1000","U5"
2014,"Akwa Ibom","NGA projection scenario 0","death_percent_change",24.73,"Deaths per 1000","all_ages"
2014,"Akwa Ibom","NGA projection scenario 0","U5_death_percent_change",37.87,"Deaths per 1000","U5"
2015,"Akwa Ibom","NGA projection scenario 0","PfPR_percent_change",0,"Prevalence","all_ages"
2015,"Akwa Ibom","NGA projection scenario 0","U5_PfPR_percent_change",0,"Prevalence","U5"
2015,"Akwa Ibom","NGA projection scenario 0","incidence_percent_change",0,"Incidence per 1000","all_ages"
2015,"Akwa Ibom","NGA projection scenario 0","U5_incidence_percent_change",0,"Incidence per 1000","U5"
2015,"Akwa Ibom","NGA projection scenario 0","death_percent_change",0,"Deaths per 1000","all_ages"
2015,"Akwa Ibom","NGA projection scenario 0","U5_death_percent_change",0,"Deaths per 1000","U5"
2016,"Akwa Ibom","NGA projection scenario 0","PfPR_percent_change",4.8,"Prevalence","all_ages"
2016,"Akwa Ibom","NGA projection scenario 0","U5_PfPR_percent_change",4.89,"Prevalence","U5"
2016,"Akwa Ibom","NGA projection scenario 0","incidence_percent_change",7.26,"Incidence per 1000","all_ages"
2016,"Akwa Ibom","NGA projection scenario 0","U5_incidence_percent_change",6.98,"Incidence per 1000","U5"
2016,"Akwa Ibom","NGA projection scenario 0","death_percent_change",4.4,"Deaths per 1000","all_ages"
2016,"Akwa Ibom","NGA projection scenario 0","U5_death_percent_change",1.45,"Deaths per 1000","U5"
2017,"Akwa Ibom","NGA projection scenario 0","PfPR_percent_change",9.16,"Prevalence","all_ages"
2017,"Akwa Ibom","NGA projection scenario 0","U5_PfPR_percent_change",10.2,"Prevalence","U5"
2017,"Akwa Ibom","NGA projection scenario 0","incidence_percent_change",12.03,"Incidence per 1000","all_ages"
2017,"Akwa Ibom","NGA projection scenario 0","U5_incidence_percent_change",11.5,"Incidence per 1000","U5"
2017,"Akwa Ibom","NGA projection scenario 0","death_percent_change",8.59,"Deaths per 1000","all_ages"
2017,"Akwa Ibom","NGA projection scenario 0","U5_death_percent_change",11.63,"Deaths per 1000","U5"
2018,"Akwa Ibom","NGA projection scenario 0","PfPR_percent_change",-14.05,"Prevalence","all_ages"
2018,"Akwa Ibom","NGA projection scenario 0","U5_PfPR_percent_change",-23.29,"Prevalence","U5"
2018,"Akwa Ibom","NGA projection scenario 0","incidence_percent_change",-5.05,"Incidence per 1000","all_ages"
2018,"Akwa Ibom","NGA projection scenario 0","U5_incidence_percent_change",-9.72,"Incidence per 1000","U5"
2018,"Akwa Ibom","NGA projection scenario 0","death_percent_change",-10.36,"Deaths per 1000","all_ages"
2018,"Akwa Ibom","NGA projection scenario 0","U5_death_percent_change",-11.94,"Deaths per 1000","U5"
2019,"Akwa Ibom","NGA projection scenario 0","PfPR_percent_change",-16.09,"Prevalence","all_ages"
2019,"Akwa Ibom","NGA projection scenario 0","U5_PfPR_percent_change",-27.19,"Prevalence","U5"
2019,"Akwa Ibom","NGA projection scenario 0","incidence_percent_change",-2.22,"Incidence per 1000","all_ages"
2019,"Akwa Ibom","NGA projection scenario 0","U5_incidence_percent_change",-9.44,"Incidence per 1000","U5"
2019,"Akwa Ibom","NGA projection scenario 0","death_percent_change",-20.76,"Deaths per 1000","all_ages"
2019,"Akwa Ibom","NGA projection scenario 0","U5_death_percent_change",-26.07,"Deaths per 1000","U5"
2011,"Anambra","NGA projection scenario 0","PfPR_percent_change",6.9,"Prevalence","all_ages"
2011,"Anambra","NGA projection scenario 0","U5_PfPR_percent_change",14.04,"Prevalence","U5"
2011,"Anambra","NGA projection scenario 0","incidence_percent_change",-0.72,"Incidence per 1000","all_ages"
2011,"Anambra","NGA projection scenario 0","U5_incidence_percent_change",3.79,"Incidence per 1000","U5"
2011,"Anambra","NGA projection scenario 0","death_percent_change",3.64,"Deaths per 1000","all_ages"
2011,"Anambra","NGA projection scenario 0","U5_death_percent_change",12.69,"Deaths per 1000","U5"
2012,"Anambra","NGA projection scenario 0","PfPR_percent_change",14.08,"Prevalence","all_ages"
2012,"Anambra","NGA projection scenario 0","U5_PfPR_percent_change",25.44,"Prevalence","U5"
2012,"Anambra","NGA projection scenario 0","incidence_percent_change",6.82,"Incidence per 1000","all_ages"
2012,"Anambra","NGA projection scenario 0","U5_incidence_percent_change",14.2,"Incidence per 1000","U5"
2012,"Anambra","NGA projection scenario 0","death_percent_change",13.6,"Deaths per 1000","all_ages"
2012,"Anambra","NGA projection scenario 0","U5_death_percent_change",25.88,"Deaths per 1000","U5"
2013,"Anambra","NGA projection scenario 0","PfPR_percent_change",19.42,"Prevalence","all_ages"
2013,"Anambra","NGA projection scenario 0","U5_PfPR_percent_change",35.04,"Prevalence","U5"
2013,"Anambra","NGA projection scenario 0","incidence_percent_change",9.85,"Incidence per 1000","all_ages"
2013,"Anambra","NGA projection scenario 0","U5_incidence_percent_change",16.07,"Incidence per 1000","U5"
2013,"Anambra","NGA projection scenario 0","death_percent_change",21.92,"Deaths per 1000","all_ages"
2013,"Anambra","NGA projection scenario 0","U5_death_percent_change",36.63,"Deaths per 1000","U5"
2014,"Anambra","NGA projection scenario 0","PfPR_percent_change",24.75,"Prevalence","all_ages"
2014,"Anambra","NGA projection scenario 0","U5_PfPR_percent_change",42.84,"Prevalence","U5"
2014,"Anambra","NGA projection scenario 0","incidence_percent_change",15.49,"Incidence per 1000","all_ages"
2014,"Anambra","NGA projection scenario 0","U5_incidence_percent_change",21.79,"Incidence per 1000","U5"
2014,"Anambra","NGA projection scenario 0","death_percent_change",23.75,"Deaths per 1000","all_ages"
2014,"Anambra","NGA projection scenario 0","U5_death_percent_change",41.7,"Deaths per 1000","U5"
2015,"Anambra","NGA projection scenario 0","PfPR_percent_change",0,"Prevalence","all_ages"
2015,"Anambra","NGA projection scenario 0","U5_PfPR_percent_change",0,"Prevalence","U5"
2015,"Anambra","NGA projection scenario 0","incidence_percent_change",0,"Incidence per 1000","all_ages"
2015,"Anambra","NGA projection scenario 0","U5_incidence_percent_change",0,"Incidence per 1000","U5"
2015,"Anambra","NGA projection scenario 0","death_percent_change",0,"Deaths per 1000","all_ages"
2015,"Anambra","NGA projection scenario 0","U5_death_percent_change",0,"Deaths per 1000","U5"
2016,"Anambra","NGA projection scenario 0","PfPR_percent_change",-6.6,"Prevalence","all_ages"
2016,"Anambra","NGA projection scenario 0","U5_PfPR_percent_change",-10.58,"Prevalence","U5"
2016,"Anambra","NGA projection scenario 0","incidence_percent_change",-1.03,"Incidence per 1000","all_ages"
2016,"Anambra","NGA projection scenario 0","U5_incidence_percent_change",-4.78,"Incidence per 1000","U5"
2016,"Anambra","NGA projection scenario 0","death_percent_change",-4.95,"Deaths per 1000","all_ages"
2016,"Anambra","NGA projection scenario 0","U5_death_percent_change",-2.18,"Deaths per 1000","U5"
2017,"Anambra","NGA projection scenario 0","PfPR_percent_change",1.48,"Prevalence","all_ages"
2017,"Anambra","NGA projection scenario 0","U5_PfPR_percent_change",-1.33,"Prevalence","U5"
2017,"Anambra","NGA projection scenario 0","incidence_percent_change",9.26,"Incidence per 1000","all_ages"
2017,"Anambra","NGA projection scenario 0","U5_incidence_percent_change",4.16,"Incidence per 1000","U5"
2017,"Anambra","NGA projection scenario 0","death_percent_change",0,"Deaths per 1000","all_ages"
2017,"Anambra","NGA projection scenario 0","U5_death_percent_change",2.31,"Deaths per 1000","U5"
2018,"Anambra","NGA projection scenario 0","PfPR_percent_change",-25.68,"Prevalence","all_ages"
2018,"Anambra","NGA projection scenario 0","U5_PfPR_percent_change",-35.1,"Prevalence","U5"
2018,"Anambra","NGA projection scenario 0","incidence_percent_change",-14.13,"Incidence per 1000","all_ages"
2018,"Anambra","NGA projection scenario 0","U5_incidence_percent_change",-20.34,"Incidence per 1000","U5"
2018,"Anambra","NGA projection scenario 0","death_percent_change",-15.17,"Deaths per 1000","all_ages"
2018,"Anambra","NGA projection scenario 0","U5_death_percent_change",-27.07,"Deaths per 1000","U5"
2019,"Anambra","NGA projection scenario 0","PfPR_percent_change",-38.06,"Prevalence","all_ages"
2019,"Anambra","NGA projection scenario 0","U5_PfPR_percent_change",-44.62,"Prevalence","U5"
2019,"Anambra","NGA projection scenario 0","incidence_percent_change",-25.6,"Incidence per 1000","all_ages"
2019,"Anambra","NGA projection scenario 0","U5_incidence_percent_change",-31.58,"Incidence per 1000","U5"
2019,"Anambra","NGA projection scenario 0","death_percent_change",-26.64,"Deaths per 1000","all_ages"
2019,"Anambra","NGA projection scenario 0","U5_death_percent_change",-32.87,"Deaths per 1000","U5"
2011,"Bauchi","NGA projection scenario 0","PfPR_percent_change",23.14,"Prevalence","all_ages"
2011,"Bauchi","NGA projection scenario 0","U5_PfPR_percent_change",31.53,"Prevalence","U5"
2011,"Bauchi","NGA projection scenario 0","incidence_percent_change",24.63,"Incidence per 1000","all_ages"
2011,"Bauchi","NGA projection scenario 0","U5_incidence_percent_change",33.2,"Incidence per 1000","U5"
2011,"Bauchi","NGA projection scenario 0","death_percent_change",50.24,"Deaths per 1000","all_ages"
2011,"Bauchi","NGA projection scenario 0","U5_death_percent_change",56.36,"Deaths per 1000","U5"
2012,"Bauchi","NGA projection scenario 0","PfPR_percent_change",30.56,"Prevalence","all_ages"
2012,"Bauchi","NGA projection scenario 0","U5_PfPR_percent_change",41.78,"Prevalence","U5"
2012,"Bauchi","NGA projection scenario 0","incidence_percent_change",30.84,"Incidence per 1000","all_ages"
2012,"Bauchi","NGA projection scenario 0","U5_incidence_percent_change",40.31,"Incidence per 1000","U5"
2012,"Bauchi","NGA projection scenario 0","death_percent_change",64.98,"Deaths per 1000","all_ages"
2012,"Bauchi","NGA projection scenario 0","U5_death_percent_change",77.08,"Deaths per 1000","U5"
2013,"Bauchi","NGA projection scenario 0","PfPR_percent_change",31.41,"Prevalence","all_ages"
2013,"Bauchi","NGA projection scenario 0","U5_PfPR_percent_change",42.94,"Prevalence","U5"
2013,"Bauchi","NGA projection scenario 0","incidence_percent_change",29.38,"Incidence per 1000","all_ages"
2013,"Bauchi","NGA projection scenario 0","U5_incidence_percent_change",37.77,"Incidence per 1000","U5"
2013,"Bauchi","NGA projection scenario 0","death_percent_change",60.08,"Deaths per 1000","all_ages"
2013,"Bauchi","NGA projection scenario 0","U5_death_percent_change",68.89,"Deaths per 1000","U5"
2014,"Bauchi","NGA projection scenario 0","PfPR_percent_change",35.29,"Prevalence","all_ages"
2014,"Bauchi","NGA projection scenario 0","U5_PfPR_percent_change",48.7,"Prevalence","U5"
2014,"Bauchi","NGA projection scenario 0","incidence_percent_change",33.39,"Incidence per 1000","all_ages"
2014,"Bauchi","NGA projection scenario 0","U5_incidence_percent_change",42,"Incidence per 1000","U5"
2014,"Bauchi","NGA projection scenario 0","death_percent_change",74.77,"Deaths per 1000","all_ages"
2014,"Bauchi","NGA projection scenario 0","U5_death_percent_change",86.29,"Deaths per 1000","U5"
2015,"Bauchi","NGA projection scenario 0","PfPR_percent_change",0,"Prevalence","all_ages"
2015,"Bauchi","NGA projection scenario 0","U5_PfPR_percent_change",0,"Prevalence","U5"
2015,"Bauchi","NGA projection scenario 0","incidence_percent_change",0,"Incidence per 1000","all_ages"
2015,"Bauchi","NGA projection scenario 0","U5_incidence_percent_change",0,"Incidence per 1000","U5"
2015,"Bauchi","NGA projection scenario 0","death_percent_change",0,"Deaths per 1000","all_ages"
2015,"Bauchi","NGA projection scenario 0","U5_death_percent_change",0,"Deaths per 1000","U5"
2016,"Bauchi","NGA projection scenario 0","PfPR_percent_change",15.73,"Prevalence","all_ages"
2016,"Bauchi","NGA projection scenario 0","U5_PfPR_percent_change",14.49,"Prevalence","U5"
2016,"Bauchi","NGA projection scenario 0","incidence_percent_change",26.21,"Incidence per 1000","all_ages"
2016,"Bauchi","NGA projection scenario 0","U5_incidence_percent_change",28.49,"Incidence per 1000","U5"
2016,"Bauchi","NGA projection scenario 0","death_percent_change",38.04,"Deaths per 1000","all_ages"
2016,"Bauchi","NGA projection scenario 0","U5_death_percent_change",39.55,"Deaths per 1000","U5"
2017,"Bauchi","NGA projection scenario 0","PfPR_percent_change",28.42,"Prevalence","all_ages"
2017,"Bauchi","NGA projection scenario 0","U5_PfPR_percent_change",31.67,"Prevalence","U5"
2017,"Bauchi","NGA projection scenario 0","incidence_percent_change",38.15,"Incidence per 1000","all_ages"
2017,"Bauchi","NGA projection scenario 0","U5_incidence_percent_change",42.89,"Incidence per 1000","U5"
2017,"Bauchi","NGA projection scenario 0","death_percent_change",63.23,"Deaths per 1000","all_ages"
2017,"Bauchi","NGA projection scenario 0","U5_death_percent_change",79.94,"Deaths per 1000","U5"
2018,"Bauchi","NGA projection scenario 0","PfPR_percent_change",9.6,"Prevalence","all_ages"
2018,"Bauchi","NGA projection scenario 0","U5_PfPR_percent_change",9.23,"Prevalence","U5"
2018,"Bauchi","NGA projection scenario 0","incidence_percent_change",13.63,"Incidence per 1000","all_ages"
2018,"Bauchi","NGA projection scenario 0","U5_incidence_percent_change",13.02,"Incidence per 1000","U5"
2018,"Bauchi","NGA projection scenario 0","death_percent_change",8.92,"Deaths per 1000","all_ages"
2018,"Bauchi","NGA projection scenario 0","U5_death_percent_change",7.24,"Deaths per 1000","U5"
2019,"Bauchi","NGA projection scenario 0","PfPR_percent_change",25.66,"Prevalence","all_ages"
2019,"Bauchi","NGA projection scenario 0","U5_PfPR_percent_change",27.28,"Prevalence","U5"
2019,"Bauchi","NGA projection scenario 0","incidence_percent_change",35.48,"Incidence per 1000","all_ages"
2019,"Bauchi","NGA projection scenario 0","U5_incidence_percent_change",38.36,"Incidence per 1000","U5"
2019,"Bauchi","NGA projection scenario 0","death_percent_change",46.57,"Deaths per 1000","all_ages"
2019,"Bauchi","NGA projection scenario 0","U5_death_percent_change",52.46,"Deaths per 1000","U5"
2011,"Bayelsa","NGA projection scenario 0","PfPR_percent_change",-19.27,"Prevalence","all_ages"
2011,"Bayelsa","NGA projection scenario 0","U5_PfPR_percent_change",-24,"Prevalence","U5"
2011,"Bayelsa","NGA projection scenario 0","incidence_percent_change",-21.4,"Incidence per 1000","all_ages"
2011,"Bayelsa","NGA projection scenario 0","U5_incidence_percent_change",-20.19,"Incidence per 1000","U5"
2011,"Bayelsa","NGA projection scenario 0","death_percent_change",-18.25,"Deaths per 1000","all_ages"
2011,"Bayelsa","NGA projection scenario 0","U5_death_percent_change",-4.59,"Deaths per 1000","U5"
2012,"Bayelsa","NGA projection scenario 0","PfPR_percent_change",-11.94,"Prevalence","all_ages"
2012,"Bayelsa","NGA projection scenario 0","U5_PfPR_percent_change",-17.7,"Prevalence","U5"
2012,"Bayelsa","NGA projection scenario 0","incidence_percent_change",-12.69,"Incidence per 1000","all_ages"
2012,"Bayelsa","NGA projection scenario 0","U5_incidence_percent_change",-13.01,"Incidence per 1000","U5"
2012,"Bayelsa","NGA projection scenario 0","death_percent_change",-8.26,"Deaths per 1000","all_ages"
2012,"Bayelsa","NGA projection scenario 0","U5_death_percent_change",-3.53,"Deaths per 1000","U5"
2013,"Bayelsa","NGA projection scenario 0","PfPR_percent_change",-16.08,"Prevalence","all_ages"
