"","LGA","repDS","year","LGA_old","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","mortality_rate","kill_rate","block_initial","round","peak","simday"
"94","Nsit Ibom","Nsit Ubium",2024,"Nsit Ibom",0.4,0.276923077,0.402569073,0.369230769,0.357951303,0.425264532,0.53,2,"june",1622
"95","Bagudo","Birnin Kebbi",2021,"Bagudo",1.096493581,0.944287257,0.855809425,1.032315501,0.544171429,0.570435833,0.53,1,"august",588
"96","Nsit Ubium","Nsit Ubium",2024,"Nsit Ubium",0.494117647,0.745454545,0.336363636,0.493103448,0.247213687,0.334843575,0.53,2,"june",1622
"97","Awka South","Uzo-Uwani",2020,"Awka South",0.315384615,0.424106265,0.360050482,0.255555556,0.431794981,0.485419293,0.53,1,"june",162
"98","Awka South","Uzo-Uwani",2023,"Awka South",0.315384615,0.424106265,0.360050482,0.255555556,0.431794981,0.485419293,0.53,2,"june",1257
"99","Bakassi","Obubra",2021,"Bakassi",0.847208055,0.794090851,0.748608298,0.760815073,0.269329192,0.352578982,0.53,1,"june",527
"100","Obot Akara","Ngor-Okpala",2024,"Obot Akara",0.552941176,0.644444444,0.430769231,0.498245614,0.376065149,0.440171735,0.53,2,"june",1622
"101","Bakori","Gwarzo",2021,"Bakori",0.86,0.956097561,0.91875,0.939726027,0.670473637,0.649992258,0.53,1,"august",588
"102","Okobo","Nsit Ubium",2024,"Okobo",0.5,0.422222222,0.654545455,0.490909091,0.269257198,0.352520839,0.53,2,"june",1622
"103","Balanga","Alkaleri",2021,"Balanga",0.756849082,0.708376924,0.764286353,1.003248637,0.625491041,0.623897182,0.53,1,"july",551
"104","Onna","Nsit Ubium",2024,"Onna",0.615362737,0.611823643,0.419786096,0.610602704,0.191877243,0.291878138,0.53,2,"june",1622
"105","Batagarawa","Rimi",2021,"Batagarawa",0.954530143,0.724184174,0.675913102,0.894047638,0.663607785,0.646174875,0.53,1,"march",435
"106","Oruk Anam","Nsit Ubium",2024,"Oruk Anam",0.545323717,0.631578963,0.439130379,0.484408547,0.312496984,0.387796568,0.53,2,"june",1622
"107","Batsari","Rimi",2021,"Batsari",1.047826087,0.808695652,0.64,0.967123288,0.697059776,0.664209538,0.53,1,"march",435
"108","Ukanafun","Nsit Ubium",2024,"Ukanafun",0.465452627,0.485096449,0.302586479,0.339673943,0.340679142,0.41101835,0.53,2,"june",1622
"109","Bauchi","Alkaleri",2021,"Bauchi",0.649957029,0.454519356,0.475214477,0.612964953,0.627087591,0.624866967,0.53,1,"july",551
"110","Uruan","Nsit Ubium",2024,"Uruan",0.53564019,0.50263162,0.415921543,0.460106819,0.401030149,0.460591042,0.53,2,"june",1622
"111","Baure","Babura",2021,"Baure",0.572093023,0.715151515,0.766666667,0.630379747,0.697826557,0.664606296,0.53,1,"may",496
"112","Urue-Offong-Oruko","Nsit Ubium",2024,"Urue-Offong/Oruko",0.621052632,0.507692308,0.408333333,0.521428571,0.204236897,0.30126919,0.53,2,"june",1622
"113","Ayamelum","Uzo-Uwani",2020,"Ayamelum",0.426000001,0.290196079,0.256149735,0.348743718,0.436497382,0.489171465,0.53,1,"june",162
"114","Ayamelum","Uzo-Uwani",2023,"Ayamelum",0.426000001,0.290196079,0.256149735,0.348743718,0.436497382,0.489171465,0.53,2,"june",1257
"115","Bekwara","Oke-Ero",2021,"Bekwara",0.591788901,0.499429972,0.460379648,0.555121446,0.383264622,0.4460788,0.53,1,"july",551
"116","Uyo","Nsit Ubium",2024,"Uyo",0.389887959,0.277486364,0.309020534,0.323168765,0.399966547,0.459725229,0.53,2,"june",1622
"117","Aguata","Oru West",2020,"Aguata",0.455850471,0.587034474,0.439642794,0.437666189,0.454034567,0.503044714,0.53,1,"june",162
"118","Aguata","Oru West",2023,"Aguata",0.455850471,0.587034474,0.439642794,0.437666189,0.454034567,0.503044714,0.53,2,"june",1257
"119","Anambra East","Uzo-Uwani",2020,"Anambra East",0.307142857,0.424106265,0.3,0.235087719,0.375672105,0.439848897,0.53,1,"june",162
"120","Anambra East","Uzo-Uwani",2023,"Anambra East",0.307142857,0.424106265,0.3,0.235087719,0.375672105,0.439848897,0.53,2,"june",1257
"121","Anambra West","Uzo-Uwani",2020,"Anambra West",0.52464731,0.570188311,0.465600186,0.478397658,0.39176502,0.453035277,0.53,1,"june",162
"122","Anambra West","Uzo-Uwani",2023,"Anambra West",0.52464731,0.570188311,0.465600186,0.478397658,0.39176502,0.453035277,0.53,2,"june",1257
"123","Anaocha","Oru West",2020,"Anaocha",0.381100292,0.323857833,0.352765099,0.305016002,0.420247823,0.476153753,0.53,1,"june",162
"124","Anaocha","Oru West",2023,"Anaocha",0.381100292,0.323857833,0.352765099,0.305016002,0.420247823,0.476153753,0.53,2,"june",1257
"125","Dunukofia","Uzo-Uwani",2020,"Dunukofia",0.476486564,0.424106265,0.360050482,0.388842186,0.421451191,0.477122595,0.53,1,"june",162
"126","Dunukofia","Uzo-Uwani",2023,"Dunukofia",0.476486564,0.424106265,0.360050482,0.388842186,0.421451191,0.477122595,0.53,2,"june",1257
"127","Ekwusigo","Oru West",2020,"Ekwusigo",0.566666667,0.283333333,0.241666667,0.403389831,0.255572543,0.341515837,0.53,1,"june",162
"128","Ekwusigo","Oru West",2023,"Ekwusigo",0.566666667,0.283333333,0.241666667,0.403389831,0.255572543,0.341515837,0.53,2,"june",1257
"129","Idemili North","Uzo-Uwani",2020,"Idemili North",0.493142139,0.419004233,0.3091815,0.394200106,0.422797782,0.478205882,0.53,1,"june",162
"130","Idemili North","Uzo-Uwani",2023,"Idemili North",0.493142139,0.419004233,0.3091815,0.394200106,0.422797782,0.478205882,0.53,2,"june",1257
"131","Idemili South","Oru West",2020,"Idemili South",0.384337998,0.317186102,0.291506586,0.363297291,0.377378695,0.441250403,0.53,1,"june",162
"132","Idemili South","Oru West",2023,"Idemili South",0.384337998,0.317186102,0.291506586,0.363297291,0.377378695,0.441250403,0.53,2,"june",1257
"133","Ihiala","Oru West",2020,"Ihiala",0.400934575,0.430563004,0.387705817,0.506561085,0.199598953,0.297729955,0.53,1,"june",162
"134","Ihiala","Oru West",2023,"Ihiala",0.400934575,0.430563004,0.387705817,0.506561085,0.199598953,0.297729955,0.53,2,"june",1257
"135","Njikoka","Uzo-Uwani",2020,"Njikoka",0.485714286,0.36700485,0.395035427,0.350182471,0.436915256,0.489504274,0.53,1,"june",162
"136","Njikoka","Uzo-Uwani",2023,"Njikoka",0.485714286,0.36700485,0.395035427,0.350182471,0.436915256,0.489504274,0.53,2,"june",1257
"137","Nnewi North","Oru West",2020,"Nnewi North",0.452890955,0.425946586,0.352765099,0.417649894,0.308642745,0.38462961,0.53,1,"june",162
"138","Nnewi North","Oru West",2023,"Nnewi North",0.452890955,0.425946586,0.352765099,0.417649894,0.308642745,0.38462961,0.53,2,"june",1257
"139","Nnewi South","Oru West",2020,"Nnewi South",0.584363006,0.628571429,0.444666354,0.451257319,0.303374646,0.380306319,0.53,1,"june",162
"140","Nnewi South","Oru West",2023,"Nnewi South",0.584363006,0.628571429,0.444666354,0.451257319,0.303374646,0.380306319,0.53,2,"june",1257
"141","Ogbaru","Ahoada West",2020,"Ogbaru",0.546153846,0.466666667,0.563636364,0.420588235,0.230996863,0.322021221,0.53,1,"may",131
"142","Ogbaru","Ahoada West",2023,"Ogbaru",0.546153846,0.466666667,0.563636364,0.420588235,0.230996863,0.322021221,0.53,2,"may",1226
"143","Onitsha North","Uzo-Uwani",2020,"Onitsha North",0.23030303,0.424106265,0.360050482,0.229850746,0.382531956,0.445478249,0.53,1,"june",162
"144","Onitsha North","Uzo-Uwani",2023,"Onitsha North",0.23030303,0.424106265,0.360050482,0.229850746,0.382531956,0.445478249,0.53,2,"june",1257
"145","Onitsha South","Uzo-Uwani",2020,"Onitsha South",0.476486564,0.424106265,0.247619048,0.215151515,0.368656397,0.434081069,0.53,1,"june",162
"146","Onitsha South","Uzo-Uwani",2023,"Onitsha South",0.476486564,0.424106265,0.247619048,0.215151515,0.368656397,0.434081069,0.53,2,"june",1257
"147","Orumba North","Oru West",2020,"Orumba North",0.454172856,0.359451365,0.302097342,0.310652484,0.403508225,0.462606614,0.53,1,"june",162
"148","Orumba North","Oru West",2023,"Orumba North",0.454172856,0.359451365,0.302097342,0.310652484,0.403508225,0.462606614,0.53,2,"june",1257
"149","Orumba South","Oru West",2020,"Orumba South",0.452890955,0.425946586,0.352765099,0.417649894,0.438379079,0.490669288,0.53,1,"june",162
"150","Orumba South","Oru West",2023,"Orumba South",0.452890955,0.425946586,0.352765099,0.417649894,0.438379079,0.490669288,0.53,2,"june",1257
"151","Oyi","Uzo-Uwani",2020,"Oyi",0.42643074,0.260150372,0.233836856,0.301360915,0.387377598,0.449447388,0.53,1,"june",162
"152","Oyi","Uzo-Uwani",2023,"Oyi",0.42643074,0.260150372,0.233836856,0.301360915,0.387377598,0.449447388,0.53,2,"june",1257
"153","Biase","Ngor-Okpala",2021,"Biase",0.682671224,0.726268077,0.676156082,0.750827005,0.42094549,0.476715539,0.53,1,"june",527
"154","Alkaleri","Alkaleri",2024,"Alkaleri",0.655387964,0.597922582,0.506625021,0.657443319,0.570092852,0.588317246,0.53,2,"july",1646
"155","Billiri","Alkaleri",2021,"Billiri",0.731522209,0.580907069,0.53393797,0.905255164,0.209402585,0.305232023,0.53,1,"july",551
"156","Bauchi","Alkaleri",2024,"Bauchi",0.649957029,0.454519356,0.475214477,0.612964953,0.627087591,0.624866967,0.53,2,"july",1646
"157","Bindawa","Rimi",2021,"Bindawa",0.994871795,1.116666667,1.007692308,1.005970149,0.7272811,0.679287322,0.53,1,"march",435
"158","Bogoro","Alkaleri",2024,"Bogoro",0.684534717,0.581738609,0.538571783,0.697522113,0.578959907,0.594258836,0.53,2,"july",1646
"159","Biriniwa","Taura",2021,"Biriniwa",0.949295991,0.846893034,1.147368421,0.967208089,0.694642094,0.662953681,0.53,1,"july",551
"160","Damban","Darazo",2024,"Damban",0.520754717,0.525,0.482608696,0.719480519,0.81015375,0.714922519,0.53,2,"july",1646
"161","Birni Kudu","Takali",2021,"Birni Kudu",1.079221521,0.980412827,1.040102739,1.0898771,0.79905925,0.710618621,0.53,1,"september",615
"162","Darazo","Darazo",2024,"Darazo",0.581143004,0.533840547,0.554634865,0.722147671,0.786253294,0.705476275,0.53,2,"july",1646
"163","Birnin Kebbi","Birnin Kebbi",2021,"Birnin Kebbi",1.074349018,0.914472081,0.740596894,0.984096173,0.745947987,0.688032578,0.53,1,"august",588
"164","Dass","Alkaleri",2024,"Dass",1.061111111,0.661538462,0.563636364,0.973584906,0.466190501,0.512538393,0.53,2,"july",1646
"165","Bogoro","Alkaleri",2021,"Bogoro",0.684534717,0.581738609,0.538571783,0.697522113,0.578959907,0.594258836,0.53,1,"july",551
"166","Gamawa","Gwarzo",2024,"Gamawa",0.684848485,0.45,0.533333333,0.834920635,0.770682387,0.698966685,0.53,2,"august",1683
"167","Boki","Obubra",2021,"Boki",0.325,0.45,0.311111111,0.383673469,0.433816783,0.487034109,0.53,1,"june",527
"168","Jama'are","Taura",2024,"Jama'are",0.73934621,0.644648002,0.716734467,0.997350525,0.749263424,0.689541118,0.53,2,"july",1646
"169","Buji","Takali",2021,"Buji",0.942088223,0.632266982,0.749887443,1.06602248,0.759566013,0.694143703,0.53,1,"september",615
"170","Ganjuwa","Darazo",2024,"Ganjuwa",0.776367392,0.444194758,0.507748719,0.824384825,0.647484501,0.636975276,0.53,2,"july",1646
"171","Bunza","Birnin Kebbi",2021,"Bunza",0.989226475,0.814967322,0.734978419,0.98771905,0.672182056,0.650932828,0.53,1,"august",588
"172","Giade","Darazo",2024,"Giade",0.514285714,0.285714286,0.342857143,0.508823529,0.730326034,0.680743195,0.53,2,"july",1646
"173","Calabar South","Nsit Ubium",2021,"Calabar South",0.703793657,0.489940862,0.379419564,0.430488395,0.442007326,0.4935513,0.53,1,"june",527
"174","Itas-Gadau","Taura",2024,"Itas/Gadau",0.904426374,0.810191562,0.829827895,1.115155207,0.742973977,0.686667971,0.53,2,"july",1646
"175","Calabar-Municipal","Nsit Ubium",2021,"Calabar-Municipal",0.531461607,0.592374883,0.349901442,0.448555116,0.462134621,0.509382696,0.53,1,"june",527
"176","Katagum","Gwarzo",2024,"Katagum",0.715383228,0.591156259,0.632060917,0.964630621,0.74547039,0.687814164,0.53,2,"august",1683
"177","Charanchi","Rimi",2021,"Charanchi",1.061111111,1.018181818,0.942857143,1.003030303,0.738728442,0.684701159,0.53,1,"march",435
"178","Kirfi","Alkaleri",2024,"Kirfi",0.811111111,0.357894737,0.393548387,0.683870968,0.704749265,0.668154735,0.53,2,"july",1646
"179","Damban","Darazo",2021,"Damban",0.520754717,0.525,0.482608696,0.719480519,0.81015375,0.714922519,0.53,1,"july",551
"180","Misau","Darazo",2024,"Misau",0.588163903,0.540650807,0.43447449,0.809141639,0.803277912,0.712271562,0.53,2,"july",1646
"181","Dan Musa","Rimi",2021,"Dan Musa",1.154545455,1.018181818,1.026923077,1.073239437,0.814381216,0.7165261,0.53,1,"march",435
"182","Ningi","Takali",2024,"Ningi",0.799580132,0.517186346,0.565245735,0.89904886,0.6738636,0.651854983,0.53,2,"september",1710
"183","Ukum","Keana",2020,"Ukum",0.602895063,0.541754412,0.608776947,0.477550274,0.383970395,0.446657171,0.53,1,"august",223
"184","Ukum","Keana",2023,"Ukum",0.602895063,0.541754412,0.608776947,0.477550274,0.383970395,0.446657171,0.53,2,"august",1318
"185","Dandi","Birnin Kebbi",2021,"Dandi",1.065663905,1.02922218,0.703173764,0.957595484,0.635354493,0.629837503,0.53,1,"august",588
