LGA,Archetype,Habitat_Multiplier
Zaki,Taura,0.31238536111853804
Brass,Ahoada West,1.0934952329718437
Ekeremor,Ahoada West,1.0934952329718437
Kolokuma-Opokuma,Ahoada West,1.0934952329718437
Nembe,Ahoada West,1.0934952329718437
Ogbia,Ahoada West,1.0934952329718437
Sagbama,Ahoada West,1.0934952329718437
Southern Ijaw,Ahoada West,1.0934952329718437
Yenegoa,Isoko South,0.19387697199999995
Ado,Akinyele,4.710790033772254
Agatu,Keana,0.3755227709651473
Apa,Keana,0.3755227709651473
Buruku,Keana,0.3755227709651473
Gboko,Keana,0.3755227709651473
Guma,Keana,0.3755227709651473
Gwer East,Oke-Ero,4.421645065843908
Gwer West,Keana,0.3755227709651473
Katsina-Ala,Keana,0.3755227709651473
Konshisha,Oke-Ero,4.421645065843908
Kwande,Oke-Ero,4.421645065843908
Logo,Keana,0.3755227709651473
Makurdi,Keana,0.3755227709651473
Obi1,Keana,0.3755227709651473
Ogbadibo,Owan East,5.877390681403543
Ohimini,Akinyele,4.710790033772254
Oju,Oke-Ero,4.421645065843908
Okpokwu,Akinyele,4.710790033772254
Oturkpo,Owan East,5.877390681403543
Tarka,Keana,0.3755227709651473
Ukum,Keana,0.3755227709651473
Ushongo,Oke-Ero,4.421645065843908
Vandeikya,Oke-Ero,4.421645065843908
Abadam,Babura,1.6307984750649283
Askira-Uba,Darazo,5.872149408029068
Bama,Darazo,5.872149408029068
Bayo,Alkaleri,2.380589913740794
Biu,Darazo,5.872149408029068
Chibok,Darazo,5.872149408029068
Damboa,Darazo,5.872149408029068
Dikwa,Darazo,5.872149408029068
Gubio,Gawabawa,9.966957992942602
Guzamala,Babura,1.6307984750649283
Gwoza,Darazo,5.872149408029068
Hawul,Darazo,5.872149408029068
Jere,Gawabawa,9.966957992942602
Kaga,Darazo,5.872149408029068
Kala-Balge,Darazo,5.872149408029068
Konduga,Darazo,5.872149408029068
Kukawa,Babura,1.6307984750649283
Kwaya Kusar,Alkaleri,2.380589913740794
Mafa,Darazo,5.872149408029068
Magumeri,Gawabawa,9.966957992942602
Maiduguri,Darazo,5.872149408029068
Marte,Babura,1.6307984750649283
Mobbar,Babura,1.6307984750649283
Monguno,Babura,1.6307984750649283
Ngala,Taura,0.31238536111853804
Nganzai,Gawabawa,9.966957992942602
Shani,Alkaleri,2.380589913740794
Abi,Obubra,9.081966442010437
Akamkpa,Ngor-Okpala,12.222708660637345
Akpabuyo,Nsit Ubium,1.5863132275812326
Bakassi,Obubra,9.081966442010437
Bekwara,Oke-Ero,4.421645065843908
Biase,Ngor-Okpala,12.222708660637345
Boki,Obubra,9.081966442010437
Calabar South,Nsit Ubium,1.5863132275812326
Calabar-Municipal,Nsit Ubium,1.5863132275812326
Etung,Obubra,9.081966442010437
Ikom,Obubra,9.081966442010437
Obanliku,Obubra,9.081966442010437
Obubra,Obubra,9.081966442010437
Obudu,Obubra,9.081966442010437
Odukpani,Ngor-Okpala,12.222708660637345
Ogoja,Obubra,9.081966442010437
Yakurr,Obubra,9.081966442010437
Yala,Oke-Ero,4.421645065843908
Aniocha North,Uzo-Uwani,0.14888028671038894
Aniocha South,Uzo-Uwani,0.14888028671038894
Bomadi,Isoko South,0.19387697199999995
Burutu,Isoko South,0.19387697199999995
Ethiope East,Isoko South,0.19387697199999995
Ethiope West,Isoko South,0.19387697199999995
Ika North East,Uzo-Uwani,0.14888028671038894
Ika South,Uzo-Uwani,0.14888028671038894
Isoko North,Isoko South,0.19387697199999995
Isoko South,Isoko South,0.19387697199999995
Ndokwa East,Ahoada West,1.0934952329718437
Ndokwa West,Isoko South,0.19387697199999995
Okpe,Isoko South,0.19387697199999995
Oshimili North,Uzo-Uwani,0.14888028671038894
Oshimili South,Uzo-Uwani,0.14888028671038894
Patani,Isoko South,0.19387697199999995
Sapele,Isoko South,0.19387697199999995
Udu,Isoko South,0.19387697199999995
Ughelli North,Isoko South,0.19387697199999995
Ughelli South,Isoko South,0.19387697199999995
Ukwuani,Uzo-Uwani,0.14888028671038894
Uvwie,Isoko South,0.19387697199999995
Warri North,Owan East,5.877390681403543
Warri South,Isoko South,0.19387697199999995
Warri South West,Isoko South,0.19387697199999995
Abakaliki,Owan East,5.877390681403543
Afikpo North,Oru West,1.503630647308597
Afikpo South,Ngor-Okpala,12.222708660637345
Ebonyi,Owan East,5.877390681403543
Ezza North,Owan East,5.877390681403543
Ezza South,Obubra,9.081966442010437
Ikwo,Obubra,9.081966442010437
Ishielu,Owan East,5.877390681403543
Ivo,Ngor-Okpala,12.222708660637345
Izzi,Owan East,5.877390681403543
Ohaozara,Obubra,9.081966442010437
Ohaukwu,Owan East,5.877390681403543
Onicha,Obubra,9.081966442010437
Akoko-Edo,Owan East,5.877390681403543
Egor,Uzo-Uwani,0.14888028671038894
Esan Central,Owan East,5.877390681403543
Esan North East,Uzo-Uwani,0.14888028671038894
Esan South East,Uzo-Uwani,0.14888028671038894
Esan West,Uzo-Uwani,0.14888028671038894
Etsako Central,Owan East,5.877390681403543
Etsako East,Owan East,5.877390681403543
Etsako West,Owan East,5.877390681403543
Igueben,Uzo-Uwani,0.14888028671038894
Ikpoba-Okha,Uzo-Uwani,0.14888028671038894
Oredo,Uzo-Uwani,0.14888028671038894
Orhionmwon,Uzo-Uwani,0.14888028671038894
Ovia North East,Owan East,5.877390681403543
Ovia South West,Akinyele,4.710790033772254
Owan East,Owan East,5.877390681403543
Owan West,Owan East,5.877390681403543
Uhunmwonde,Owan East,5.877390681403543
Ado Ekiti,Owan East,5.877390681403543
Efon-Alayee,Oke-Ero,4.421645065843908
Ekiti East,Oke-Ero,4.421645065843908
Ekiti South West,Oke-Ero,4.421645065843908
Ekiti West,Oke-Ero,4.421645065843908
Emure,Oke-Ero,4.421645065843908
Gboyin,Obubra,9.081966442010437
Idosi-Osi,Oke-Ero,4.421645065843908
Ijero,Oke-Ero,4.421645065843908
Ikere,Owan East,5.877390681403543
Ikole,Oke-Ero,4.421645065843908
Ilemeji,Oke-Ero,4.421645065843908
Irepodun-Ifelodun,Oke-Ero,4.421645065843908
Ise-Orun,Oke-Ero,4.421645065843908
Moba,Oke-Ero,4.421645065843908
Oye,Oke-Ero,4.421645065843908
Aninri,Oru West,1.503630647308597
Awgu,Oru West,1.503630647308597
Enugu East,Uzo-Uwani,0.14888028671038894
Enugu North,Uzo-Uwani,0.14888028671038894
Enugu South,Uzo-Uwani,0.14888028671038894
Ezeagu,Uzo-Uwani,0.14888028671038894
Igbo-Etiti,Uzo-Uwani,0.14888028671038894
Igbo-Eze North,Uzo-Uwani,0.14888028671038894
Igbo-Eze South,Uzo-Uwani,0.14888028671038894
Isi-Uzo,Owan East,5.877390681403543
Nkanu East,Owan East,5.877390681403543
Nkanu West,Uzo-Uwani,0.14888028671038894
Nsukka,Uzo-Uwani,0.14888028671038894
Oji-River,Oru West,1.503630647308597
Udenu,Uzo-Uwani,0.14888028671038894
Udi,Uzo-Uwani,0.14888028671038894
Uzo-Uwani,Uzo-Uwani,0.14888028671038894
Abaji,Keana,0.3755227709651473
Abuja Municipal,Keana,0.3755227709651473
Bwari,Giwa,15.850514481670404
Gwagwalada,Keana,0.3755227709651473
Kuje,Keana,0.3755227709651473
Kwali,Keana,0.3755227709651473
Akko,Alkaleri,2.380589913740794
Balanga,Alkaleri,2.380589913740794
Billiri,Alkaleri,2.380589913740794
Dukku,Darazo,5.872149408029068
Funakaye,Alkaleri,2.380589913740794
Gombe,Alkaleri,2.380589913740794
Kaltungo,Alkaleri,2.380589913740794
Kwami,Alkaleri,2.380589913740794
Nafada,Alkaleri,2.380589913740794
Shomgom,Alkaleri,2.380589913740794
Yamaltu-Deba,Alkaleri,2.380589913740794
Aboh-Mbaise,Ngor-Okpala,12.222708660637345
Ahiazu-Mbaise,Ngor-Okpala,12.222708660637345
Ehime-Mbano,Ngor-Okpala,12.222708660637345
Ezinihitte,Ngor-Okpala,12.222708660637345
Ideato North,Oru West,1.503630647308597
Ideato South,Ngor-Okpala,12.222708660637345
Ihitte-Uboma,Ngor-Okpala,12.222708660637345
Ikeduru,Ngor-Okpala,12.222708660637345
Isiala Mbano,Ngor-Okpala,12.222708660637345
Isu,Ngor-Okpala,12.222708660637345
Mbaitoli,Ngor-Okpala,12.222708660637345
Ngor-Okpala,Ngor-Okpala,12.222708660637345
Njaba,Ngor-Okpala,12.222708660637345
Nkwerre,Ngor-Okpala,12.222708660637345
Nwangele,Ngor-Okpala,12.222708660637345
Obowo,Ngor-Okpala,12.222708660637345
Oguta,Oru West,1.503630647308597
Ohaji-Egbema,Oru West,1.503630647308597
Okigwe,Ngor-Okpala,12.222708660637345
Orlu,Oru West,1.503630647308597
Orsu,Oru West,1.503630647308597
Oru East,Oru West,1.503630647308597
Oru West,Oru West,1.503630647308597
Owerri North,Ngor-Okpala,12.222708660637345
Owerri West,Ngor-Okpala,12.222708660637345
Owerri-Municipal,Oru West,1.503630647308597
Unuimo,Ngor-Okpala,12.222708660637345
Auyo,Taura,0.31238536111853804
Babura,Babura,1.6307984750649283
Biriniwa,Taura,0.31238536111853804
Birni Kudu,Takali,10.838873439641814
Buji,Takali,10.838873439641814
Dutse,Takali,10.838873439641814
Gagarawa,Taura,0.31238536111853804
Garki,Babura,1.6307984750649283
Gumel,Babura,1.6307984750649283
Guri,Taura,0.31238536111853804
Gwaram,Takali,10.838873439641814
Gwiwa,Babura,1.6307984750649283
Hadejia,Taura,0.31238536111853804
Jahun,Taura,0.31238536111853804
Kafin Hausa,Taura,0.31238536111853804
Kaugama,Taura,0.31238536111853804
Kazaure,Babura,1.6307984750649283
Kiri Kasamma,Taura,0.31238536111853804
Kiyawa,Takali,10.838873439641814
Maigatari,Babura,1.6307984750649283
Malam Madori,Taura,0.31238536111853804
Miga,Taura,0.31238536111853804
Ringim,Taura,0.31238536111853804
Roni,Babura,1.6307984750649283
Sule-Tankarkar,Babura,1.6307984750649283
Taura,Taura,0.31238536111853804
Yankwashi,Babura,1.6307984750649283
Birnin-Gwari,Giwa,15.850514481670404
Chikun,Soba,0.2151630505258526
Giwa,Giwa,15.850514481670404
Igabi,Soba,0.2151630505258526
Ikara,Soba,0.2151630505258526
Jaba,Oke-Ero,4.421645065843908
Jema'a,Soba,0.2151630505258526
Kachia,Ngor-Okpala,12.222708660637345
Kaduna North,Soba,0.2151630505258526
Kaduna South,Soba,0.2151630505258526
Kagarko,Oke-Ero,4.421645065843908
Kajuru,Soba,0.2151630505258526
Kaura,Soba,0.2151630505258526
Kauru,Soba,0.2151630505258526
Kubau,Soba,0.2151630505258526
Kudan,Giwa,15.850514481670404
Lere,Soba,0.2151630505258526
Markafi,Gwarzo,13.632079934710973
Sabon-Gari,Soba,0.2151630505258526
Sanga,Soba,0.2151630505258526
Soba,Soba,0.2151630505258526
Zango-Kataf,Soba,0.2151630505258526
Zaria,Soba,0.2151630505258526
Ajingi,Taura,0.31238536111853804
Albasu,Takali,10.838873439641814
Bagwai,Babura,1.6307984750649283
Bebeji,Gwarzo,13.632079934710973
Bichi,Gwarzo,13.632079934710973
Bunkure,Gwarzo,13.632079934710973
Dala,Alkaleri,2.380589913740794
Dambatta,Babura,1.6307984750649283
Dawakin Kudu,Gwarzo,13.632079934710973
Dawakin Tofa,Taura,0.31238536111853804
Doguwa,Giwa,15.850514481670404
Fagge,Alkaleri,2.380589913740794
Gabasawa,Taura,0.31238536111853804
Garko,Gwarzo,13.632079934710973
Garum Mallam,Gwarzo,13.632079934710973
Gaya,Gwarzo,13.632079934710973
Gezawa,Gwarzo,13.632079934710973
Gwale,Alkaleri,2.380589913740794
Gwarzo,Gwarzo,13.632079934710973
Kabo,Gwarzo,13.632079934710973
Kano Municipal,Alkaleri,2.380589913740794
Karaye,Gwarzo,13.632079934710973
Kibiya,Gwarzo,13.632079934710973
Kiru,Gwarzo,13.632079934710973
Kumbotso,Taura,0.31238536111853804
Kunchi,Babura,1.6307984750649283
Kura,Gwarzo,13.632079934710973
Madobi,Taura,0.31238536111853804
Makoda,Babura,1.6307984750649283
Minjibir,Taura,0.31238536111853804
Nasarawa1,Alkaleri,2.380589913740794
Rano,Gwarzo,13.632079934710973
Rimin Gado,Gwarzo,13.632079934710973
Rogo,Gwarzo,13.632079934710973
Shanono,Gwarzo,13.632079934710973
Sumaila,Takali,10.838873439641814
Takali,Takali,10.838873439641814
Tarauni,Alkaleri,2.380589913740794
Tofa,Taura,0.31238536111853804
Tsanyawa,Gwarzo,13.632079934710973
Tudun Wada,Gwarzo,13.632079934710973
Ungogo,Taura,0.31238536111853804
Warawa,Gwarzo,13.632079934710973
Wudil,Gwarzo,13.632079934710973
Bakori,Gwarzo,13.632079934710973
Batagarawa,Rimi,10.375247382700804
Batsari,Rimi,10.375247382700804
Baure,Babura,1.6307984750649283
Bindawa,Rimi,10.375247382700804
Charanchi,Rimi,10.375247382700804
Dan Musa,Rimi,10.375247382700804
Dandume,Giwa,15.850514481670404
Danja,Giwa,15.850514481670404
Daura,Babura,1.6307984750649283
Dutsi,Rimi,10.375247382700804
Dutsin-Ma,Rimi,10.375247382700804
Faskari,Giwa,15.850514481670404
Funtua,Gwarzo,13.632079934710973
Ingawa,Rimi,10.375247382700804
Jibia,Rimi,10.375247382700804
Kafur,Gwarzo,13.632079934710973
Kaita,Rimi,10.375247382700804
Kankara,Rimi,10.375247382700804
Kankia,Rimi,10.375247382700804
Katsina,Rimi,10.375247382700804
Kurfi,Rimi,10.375247382700804
Kusada,Rimi,10.375247382700804
Mai'Adua,Rimi,10.375247382700804
Malumfashi,Gwarzo,13.632079934710973
Mani,Rimi,10.375247382700804
Mashi,Rimi,10.375247382700804
Matazuu,Rimi,10.375247382700804
Musawa,Gwarzo,13.632079934710973
Rimi,Rimi,10.375247382700804
Sabuwa,Giwa,15.850514481670404
Safana,Babura,1.6307984750649283
Sandamu,Rimi,10.375247382700804
Zango,Babura,1.6307984750649283
Aleiro,Birnin Kebbi,22.20773974487427
Arewa-Dandi,Birnin Kebbi,22.20773974487427
Argungu,Birnin Kebbi,22.20773974487427
Augie,Birnin Kebbi,22.20773974487427
Bagudo,Birnin Kebbi,22.20773974487427
Birnin Kebbi,Birnin Kebbi,22.20773974487427
Bunza,Birnin Kebbi,22.20773974487427
Dandi,Birnin Kebbi,22.20773974487427
Fakai,Birnin Kebbi,22.20773974487427
Gwandu,Birnin Kebbi,22.20773974487427
Jega,Birnin Kebbi,22.20773974487427
Kalgo,Birnin Kebbi,22.20773974487427
Koko-Besse,Birnin Kebbi,22.20773974487427
Maiyama,Birnin Kebbi,22.20773974487427
Ngaski,Owan East,5.877390681403543
Sakaba,Alkaleri,2.380589913740794
Shanga,Birnin Kebbi,22.20773974487427
Suru,Birnin Kebbi,22.20773974487427
Wasagu-Danko,Alkaleri,2.380589913740794
Yauri,Birnin Kebbi,22.20773974487427
Zuru,Alkaleri,2.380589913740794
Adavi,Owan East,5.877390681403543
Ajaokuta,Owan East,5.877390681403543
Ankpa,Owan East,5.877390681403543
Bassa1,Keana,0.3755227709651473
Dekina,Owan East,5.877390681403543
Ibaji,Uzo-Uwani,0.14888028671038894
Idah,Uzo-Uwani,0.14888028671038894
Igalamela-Odolu,Uzo-Uwani,0.14888028671038894
Ijumu,Oke-Ero,4.421645065843908
Kabba-Bunu,Oke-Ero,4.421645065843908
Kogi,Keana,0.3755227709651473
Lokoja,Keana,0.3755227709651473
Mopa-Muro,Oke-Ero,4.421645065843908
Ofu,Owan East,5.877390681403543
Ogori-Mangongo,Owan East,5.877390681403543
Okehi,Owan East,5.877390681403543
Okene,Owan East,5.877390681403543
Olamabolo,Owan East,5.877390681403543
Omala,Keana,0.3755227709651473
Yagba East,Oke-Ero,4.421645065843908
Yagba West,Oke-Ero,4.421645065843908
Asa,Oke-Ero,4.421645065843908
Baruten,Oke-Ero,4.421645065843908
Edu,Oke-Ero,4.421645065843908
Ekiti,Oke-Ero,4.421645065843908
Ifelodun1,Oke-Ero,4.421645065843908
Ilorin East,Oke-Ero,4.421645065843908
Ilorin South,Oke-Ero,4.421645065843908
Ilorin West,Owan East,5.877390681403543
Irepodun1,Owan East,5.877390681403543
Isin,Oke-Ero,4.421645065843908
Kaiama,Oke-Ero,4.421645065843908
Moro,Oke-Ero,4.421645065843908
Offa,Akinyele,4.710790033772254
Oke-Ero,Oke-Ero,4.421645065843908
Oyun,Oke-Ero,4.421645065843908
Pategi,Oke-Ero,4.421645065843908
Agege,Uzo-Uwani,0.14888028671038894
Ajeromi-Ifelodun,Uzo-Uwani,0.14888028671038894
Alimosho,Uzo-Uwani,0.14888028671038894
Amuwo-Odofin,Isoko South,0.19387697199999995
Apapa,Isoko South,0.19387697199999995
Badagry,Uzo-Uwani,0.14888028671038894
Epe,Uzo-Uwani,0.14888028671038894
Eti-Osa,Isoko South,0.19387697199999995
Ibeju-Lekki,Uzo-Uwani,0.14888028671038894
Ifako-Ijaye,Uzo-Uwani,0.14888028671038894
Ikeja,Uzo-Uwani,0.14888028671038894
Ikorodu,Uzo-Uwani,0.14888028671038894
Kosofe,Isoko South,0.19387697199999995
Lagos Island,Isoko South,0.19387697199999995
Lagos Mainland,Isoko South,0.19387697199999995
Mushin,Isoko South,0.19387697199999995
Ojo,Isoko South,0.19387697199999995
Oshodi-Isolo,Uzo-Uwani,0.14888028671038894
Shomolu,Isoko South,0.19387697199999995
Surulere1,Oke-Ero,4.421645065843908
Akwanga,Oke-Ero,4.421645065843908
Awe,Keana,0.3755227709651473
Doma,Keana,0.3755227709651473
Karu,Oke-Ero,4.421645065843908
Keana,Keana,0.3755227709651473
Keffi,Oke-Ero,4.421645065843908
Kokona,Oke-Ero,4.421645065843908
Lafia,Alkaleri,2.380589913740794
Nasarawa2,Keana,0.3755227709651473
Nasarawa-Eggon,Alkaleri,2.380589913740794
Obi2,Keana,0.3755227709651473
Toto,Keana,0.3755227709651473
Wamba,Alkaleri,2.380589913740794
Agaie,Oke-Ero,4.421645065843908
Agwara,Birnin Kebbi,22.20773974487427
Bida,Oke-Ero,4.421645065843908
Borgu,Oke-Ero,4.421645065843908
Bosso,Keana,0.3755227709651473
Chanchaga,Keana,0.3755227709651473
Edati,Oke-Ero,4.421645065843908
Gbako,Oke-Ero,4.421645065843908
Gurara,Oke-Ero,4.421645065843908
Katcha,Oke-Ero,4.421645065843908
Kontagora,Oke-Ero,4.421645065843908
Lapai,Oke-Ero,4.421645065843908
Lavun,Oke-Ero,4.421645065843908
Magama,Oke-Ero,4.421645065843908
Mariga,Oke-Ero,4.421645065843908
Mashegu,Oke-Ero,4.421645065843908
Mokwa,Oke-Ero,4.421645065843908
Muya,Giwa,15.850514481670404
Pailoro,Oke-Ero,4.421645065843908
Rafi,Oke-Ero,4.421645065843908
Rijau,Alkaleri,2.380589913740794
Shiroro,Oke-Ero,4.421645065843908
Suleja,Giwa,15.850514481670404
Tafa,Oke-Ero,4.421645065843908
Wushishi,Oke-Ero,4.421645065843908
Abeokuta North,Owan East,5.877390681403543
Abeokuta South,Uzo-Uwani,0.14888028671038894
Ado-Odo-Ota,Uzo-Uwani,0.14888028671038894
Egbado North,Owan East,5.877390681403543
Egbado South,Uzo-Uwani,0.14888028671038894
Ewekoro,Uzo-Uwani,0.14888028671038894
Ifo,Uzo-Uwani,0.14888028671038894
Ijebu East,Oke-Ero,4.421645065843908
Ijebu North,Owan East,5.877390681403543
Ijebu North East,Oke-Ero,4.421645065843908
Ijebu ode,Owan East,5.877390681403543
Ikenne,Owan East,5.877390681403543
Imeko-Afon,Oke-Ero,4.421645065843908
Ipokia,Uzo-Uwani,0.14888028671038894
Obafemi-Owode,Owan East,5.877390681403543
Odeda,Oke-Ero,4.421645065843908
Odogbolu,Owan East,5.877390681403543
Ogun waterside,Owan East,5.877390681403543
Remo North,Owan East,5.877390681403543
Shagamu,Uzo-Uwani,0.14888028671038894
Akoko North East,Oke-Ero,4.421645065843908
Akoko North West,Oke-Ero,4.421645065843908
Akoko South East,Oke-Ero,4.421645065843908
Akoko South West,Oke-Ero,4.421645065843908
Akure North,Owan East,5.877390681403543
Akure South,Owan East,5.877390681403543
Ese-Odo,Owan East,5.877390681403543
Idanre,Akinyele,4.710790033772254
Ifedore,Oke-Ero,4.421645065843908
Ilaje,Owan East,5.877390681403543
Ile-Oluji-Okeigbo,Akinyele,4.710790033772254
Irele,Akinyele,4.710790033772254
Odigbo,Akinyele,4.710790033772254
Okitipupa,Owan East,5.877390681403543
Ondo East,Akinyele,4.710790033772254
Ondo West,Akinyele,4.710790033772254
Ose,Owan East,5.877390681403543
Owo,Owan East,5.877390681403543
Aiyedade,Akinyele,4.710790033772254
Aiyedire,Akinyele,4.710790033772254
Atakumosa East,Oke-Ero,4.421645065843908
Atakumosa West,Akinyele,4.710790033772254
Boluwaduro,Akinyele,4.710790033772254
Boripe,Akinyele,4.710790033772254
Ede North,Akinyele,4.710790033772254
Ede South,Akinyele,4.710790033772254
Egbedore,Akinyele,4.710790033772254
Ejigbo,Akinyele,4.710790033772254
Ife Central,Akinyele,4.710790033772254
Ife East,Akinyele,4.710790033772254
Ife North,Akinyele,4.710790033772254
Ife South,Akinyele,4.710790033772254
Ifedayo,Oke-Ero,4.421645065843908
Ifelodun2,Akinyele,4.710790033772254
Ila,Oke-Ero,4.421645065843908
Ilesha East,Owan East,5.877390681403543
Ilesha West,Akinyele,4.710790033772254
Irepodun2,Akinyele,4.710790033772254
Irewole,Akinyele,4.710790033772254
Isokan,Akinyele,4.710790033772254
Iwo,Akinyele,4.710790033772254
Obokun,Akinyele,4.710790033772254
Odo-Otin,Oke-Ero,4.421645065843908
Ola-oluwa,Akinyele,4.710790033772254
Olorunda,Akinyele,4.710790033772254
Oriade,Oke-Ero,4.421645065843908
Orolu,Oke-Ero,4.421645065843908
Osogbo,Owan East,5.877390681403543
Afijio,Akinyele,4.710790033772254
Akinyele,Akinyele,4.710790033772254
Atiba,Akinyele,4.710790033772254
Atigbo,Oke-Ero,4.421645065843908
Egbeda,Akinyele,4.710790033772254
Ibadan North,Owan East,5.877390681403543
Ibadan North East,Owan East,5.877390681403543
Ibadan North West,Owan East,5.877390681403543
Ibadan South East,Akinyele,4.710790033772254
Ibadan South West,Owan East,5.877390681403543
Ibarapa Central,Akinyele,4.710790033772254
Ibarapa East,Oke-Ero,4.421645065843908
Ibarapa North,Oke-Ero,4.421645065843908
Ido,Akinyele,4.710790033772254
Irepo,Oke-Ero,4.421645065843908
Iseyin,Akinyele,4.710790033772254
Itesiwaju,Akinyele,4.710790033772254
Iwajowa,Oke-Ero,4.421645065843908
Kajola,Akinyele,4.710790033772254
Lagelu,Akinyele,4.710790033772254
Ogbomosho North,Akinyele,4.710790033772254
Ogbomosho South,Akinyele,4.710790033772254
Ogo Oluwa,Oke-Ero,4.421645065843908
Olorunsogo,Oke-Ero,4.421645065843908
Oluyole,Oke-Ero,4.421645065843908
