LGA,Archetype,Habitat_Multiplier
Brass,Ahoada West,4.033436218244916
Ekeremor,Ahoada West,4.033436218244916
Kolokuma-Opokuma,Ahoada West,4.033436218244916
Nembe,Ahoada West,4.033436218244916
Ogbia,Ahoada West,4.033436218244916
Sagbama,Ahoada West,4.033436218244916
Southern Ijaw,Ahoada West,4.033436218244916
Yenegoa,Isoko South,0.30942600875244103
Ado,Akinyele,3.3532842001669176
Agatu,Keana,0.5929489558525329
Apa,Keana,0.5929489558525329
Buruku,Keana,0.5929489558525329
Gboko,Keana,0.5929489558525329
Guma,Keana,0.5929489558525329
Gwer East,Oke-Ero,1.423986684221446
Gwer West,Keana,0.5929489558525329
Katsina-Ala,Keana,0.5929489558525329
Konshisha,Oke-Ero,1.423986684221446
Kwande,Oke-Ero,1.423986684221446
Logo,Keana,0.5929489558525329
Makurdi,Keana,0.5929489558525329
Obi1,Keana,0.5929489558525329
Ogbadibo,Owan East,1.7782147312497778
Ohimini,Akinyele,3.3532842001669176
Oju,Oke-Ero,1.423986684221446
Okpokwu,Akinyele,3.3532842001669176
Oturkpo,Owan East,1.7782147312497778
Tarka,Keana,0.5929489558525329
Ukum,Keana,0.5929489558525329
Ushongo,Oke-Ero,1.423986684221446
Vandeikya,Oke-Ero,1.423986684221446
Abadam,Babura,2.2848689335274925
Askira-Uba,Darazo,10.440245265927585
Bama,Darazo,10.440245265927585
Bayo,Alkaleri,1.333010806262109
Biu,Darazo,10.440245265927585
Chibok,Darazo,10.440245265927585
Damboa,Darazo,10.440245265927585
Dikwa,Darazo,10.440245265927585
Gubio,Gawabawa,9.966957992942602
Guzamala,Babura,2.2848689335274925
Gwoza,Darazo,10.440245265927585
Hawul,Darazo,10.440245265927585
Jere,Gawabawa,9.966957992942602
Kaga,Darazo,10.440245265927585
Kala-Balge,Darazo,10.440245265927585
Konduga,Darazo,10.440245265927585
Kukawa,Babura,2.2848689335274925
Kwaya Kusar,Alkaleri,1.333010806262109
Mafa,Darazo,10.440245265927585
Magumeri,Gawabawa,9.966957992942602
Maiduguri,Darazo,10.440245265927585
Marte,Babura,2.2848689335274925
Mobbar,Babura,2.2848689335274925
Monguno,Babura,2.2848689335274925
Ngala,Taura,0.3490146668947872
Nganzai,Gawabawa,9.966957992942602
Shani,Alkaleri,1.333010806262109
Abi,Obubra,5.802129909183517
Akamkpa,Ngor-Okpala,16.490853602635607
Akpabuyo,Nsit Ubium,0.8686632584245287
Bakassi,Obubra,5.802129909183517
Bekwara,Oke-Ero,1.423986684221446
Biase,Ngor-Okpala,16.490853602635607
Boki,Obubra,5.802129909183517
Calabar South,Nsit Ubium,0.8686632584245287
Calabar-Municipal,Nsit Ubium,0.8686632584245287
Etung,Obubra,5.802129909183517
Ikom,Obubra,5.802129909183517
Obanliku,Obubra,5.802129909183517
Obubra,Obubra,5.802129909183517
Obudu,Obubra,5.802129909183517
Odukpani,Ngor-Okpala,16.490853602635607
Ogoja,Obubra,5.802129909183517
Yakurr,Obubra,5.802129909183517
Yala,Oke-Ero,1.423986684221446
Aniocha North,Uzo-Uwani,0.20915130626086206
Aniocha South,Uzo-Uwani,0.20915130626086206
Bomadi,Isoko South,0.30942600875244103
Burutu,Isoko South,0.30942600875244103
Ethiope East,Isoko South,0.30942600875244103
Ethiope West,Isoko South,0.30942600875244103
Ika North East,Uzo-Uwani,0.20915130626086206
Ika South,Uzo-Uwani,0.20915130626086206
Isoko North,Isoko South,0.30942600875244103
Isoko South,Isoko South,0.30942600875244103
Ndokwa East,Ahoada West,4.033436218244916
Ndokwa West,Isoko South,0.30942600875244103
Okpe,Isoko South,0.30942600875244103
Oshimili North,Uzo-Uwani,0.20915130626086206
Oshimili South,Uzo-Uwani,0.20915130626086206
Patani,Isoko South,0.30942600875244103
Sapele,Isoko South,0.30942600875244103
Udu,Isoko South,0.30942600875244103
Ughelli North,Isoko South,0.30942600875244103
Ughelli South,Isoko South,0.30942600875244103
Ukwuani,Uzo-Uwani,0.20915130626086206
Uvwie,Isoko South,0.30942600875244103
Warri North,Owan East,1.7782147312497778
Warri South,Isoko South,0.30942600875244103
Warri South West,Isoko South,0.30942600875244103
Abakaliki,Owan East,1.7782147312497778
Afikpo North,Oru West,0.5819431863904744
Afikpo South,Ngor-Okpala,16.490853602635607
Ebonyi,Owan East,1.7782147312497778
Ezza North,Owan East,1.7782147312497778
Ezza South,Obubra,5.802129909183517
Ikwo,Obubra,5.802129909183517
Ishielu,Owan East,1.7782147312497778
Ivo,Ngor-Okpala,16.490853602635607
Izzi,Owan East,1.7782147312497778
Ohaozara,Obubra,5.802129909183517
Ohaukwu,Owan East,1.7782147312497778
Onicha,Obubra,5.802129909183517
Akoko-Edo,Owan East,1.7782147312497778
Egor,Uzo-Uwani,0.20915130626086206
Esan Central,Owan East,1.7782147312497778
Esan North East,Uzo-Uwani,0.20915130626086206
Esan South East,Uzo-Uwani,0.20915130626086206
Esan West,Uzo-Uwani,0.20915130626086206
Etsako Central,Owan East,1.7782147312497778
Etsako East,Owan East,1.7782147312497778
Etsako West,Owan East,1.7782147312497778
Igueben,Uzo-Uwani,0.20915130626086206
Ikpoba-Okha,Uzo-Uwani,0.20915130626086206
Oredo,Uzo-Uwani,0.20915130626086206
Orhionmwon,Uzo-Uwani,0.20915130626086206
Ovia North East,Owan East,1.7782147312497778
Ovia South West,Akinyele,3.3532842001669176
Owan East,Owan East,1.7782147312497778
Owan West,Owan East,1.7782147312497778
Uhunmwonde,Owan East,1.7782147312497778
Ado Ekiti,Owan East,1.7782147312497778
Efon-Alayee,Oke-Ero,1.423986684221446
Ekiti East,Oke-Ero,1.423986684221446
Ekiti South West,Oke-Ero,1.423986684221446
Ekiti West,Oke-Ero,1.423986684221446
Emure,Oke-Ero,1.423986684221446
Gboyin,Obubra,5.802129909183517
Idosi-Osi,Oke-Ero,1.423986684221446
Ijero,Oke-Ero,1.423986684221446
Ikere,Owan East,1.7782147312497778
Ikole,Oke-Ero,1.423986684221446
Ilemeji,Oke-Ero,1.423986684221446
Irepodun-Ifelodun,Oke-Ero,1.423986684221446
Ise-Orun,Oke-Ero,1.423986684221446
Moba,Oke-Ero,1.423986684221446
Oye,Oke-Ero,1.423986684221446
Aninri,Oru West,0.5819431863904744
Awgu,Oru West,0.5819431863904744
Enugu East,Uzo-Uwani,0.20915130626086206
Enugu North,Uzo-Uwani,0.20915130626086206
Enugu South,Uzo-Uwani,0.20915130626086206
Ezeagu,Uzo-Uwani,0.20915130626086206
Igbo-Etiti,Uzo-Uwani,0.20915130626086206
Igbo-Eze North,Uzo-Uwani,0.20915130626086206
Igbo-Eze South,Uzo-Uwani,0.20915130626086206
Isi-Uzo,Owan East,1.7782147312497778
Nkanu East,Owan East,1.7782147312497778
Nkanu West,Uzo-Uwani,0.20915130626086206
Nsukka,Uzo-Uwani,0.20915130626086206
Oji-River,Oru West,0.5819431863904744
Udenu,Uzo-Uwani,0.20915130626086206
Udi,Uzo-Uwani,0.20915130626086206
Uzo-Uwani,Uzo-Uwani,0.20915130626086206
Abaji,Keana,0.5929489558525329
Abuja Municipal,Keana,0.5929489558525329
Bwari,Giwa,11.343439421709766
Gwagwalada,Keana,0.5929489558525329
Kuje,Keana,0.5929489558525329
Kwali,Keana,0.5929489558525329
Akko,Alkaleri,1.333010806262109
Balanga,Alkaleri,1.333010806262109
Billiri,Alkaleri,1.333010806262109
Dukku,Darazo,10.440245265927585
Funakaye,Alkaleri,1.333010806262109
Gombe,Alkaleri,1.333010806262109
Kaltungo,Alkaleri,1.333010806262109
Kwami,Alkaleri,1.333010806262109
Nafada,Alkaleri,1.333010806262109
Shomgom,Alkaleri,1.333010806262109
Yamaltu-Deba,Alkaleri,1.333010806262109
Aboh-Mbaise,Ngor-Okpala,16.490853602635607
Ahiazu-Mbaise,Ngor-Okpala,16.490853602635607
Ehime-Mbano,Ngor-Okpala,16.490853602635607
Ezinihitte,Ngor-Okpala,16.490853602635607
Ideato North,Oru West,0.5819431863904744
Ideato South,Ngor-Okpala,16.490853602635607
Ihitte-Uboma,Ngor-Okpala,16.490853602635607
Ikeduru,Ngor-Okpala,16.490853602635607
Isiala Mbano,Ngor-Okpala,16.490853602635607
Isu,Ngor-Okpala,16.490853602635607
Mbaitoli,Ngor-Okpala,16.490853602635607
Ngor-Okpala,Ngor-Okpala,16.490853602635607
Njaba,Ngor-Okpala,16.490853602635607
Nkwerre,Ngor-Okpala,16.490853602635607
Nwangele,Ngor-Okpala,16.490853602635607
Obowo,Ngor-Okpala,16.490853602635607
Oguta,Oru West,0.5819431863904744
Ohaji-Egbema,Oru West,0.5819431863904744
Okigwe,Ngor-Okpala,16.490853602635607
Orlu,Oru West,0.5819431863904744
Orsu,Oru West,0.5819431863904744
Oru East,Oru West,0.5819431863904744
Oru West,Oru West,0.5819431863904744
Owerri North,Ngor-Okpala,16.490853602635607
Owerri West,Ngor-Okpala,16.490853602635607
Owerri-Municipal,Oru West,0.5819431863904744
Unuimo,Ngor-Okpala,16.490853602635607
Auyo,Taura,0.3490146668947872
Babura,Babura,2.2848689335274925
Biriniwa,Taura,0.3490146668947872
Birni Kudu,Takali,23.512672139555324
Buji,Takali,23.512672139555324
Dutse,Takali,23.512672139555324
Gagarawa,Taura,0.3490146668947872
Garki,Babura,2.2848689335274925
Gumel,Babura,2.2848689335274925
Guri,Taura,0.3490146668947872
Gwaram,Takali,23.512672139555324
Gwiwa,Babura,2.2848689335274925
Hadejia,Taura,0.3490146668947872
Jahun,Taura,0.3490146668947872
Kafin Hausa,Taura,0.3490146668947872
Kaugama,Taura,0.3490146668947872
Kazaure,Babura,2.2848689335274925
Kiri Kasamma,Taura,0.3490146668947872
Kiyawa,Takali,23.512672139555324
Maigatari,Babura,2.2848689335274925
Malam Madori,Taura,0.3490146668947872
Miga,Taura,0.3490146668947872
Ringim,Taura,0.3490146668947872
Roni,Babura,2.2848689335274925
Sule-Tankarkar,Babura,2.2848689335274925
Taura,Taura,0.3490146668947872
Yankwashi,Babura,2.2848689335274925
Birnin-Gwari,Giwa,11.343439421709766
Chikun,Soba,0.2151630505258526
Giwa,Giwa,11.343439421709766
Igabi,Soba,0.2151630505258526
Ikara,Soba,0.2151630505258526
Jaba,Oke-Ero,1.423986684221446
Jema'a,Soba,0.2151630505258526
Kachia,Ngor-Okpala,16.490853602635607
Kaduna North,Soba,0.2151630505258526
Kaduna South,Soba,0.2151630505258526
Kagarko,Oke-Ero,1.423986684221446
Kajuru,Soba,0.2151630505258526
Kaura,Soba,0.2151630505258526
Kauru,Soba,0.2151630505258526
Kubau,Soba,0.2151630505258526
Kudan,Giwa,11.343439421709766
Lere,Soba,0.2151630505258526
Markafi,Gwarzo,8.571984728660452
Sabon-Gari,Soba,0.2151630505258526
Sanga,Soba,0.2151630505258526
Soba,Soba,0.2151630505258526
Zango-Kataf,Soba,0.2151630505258526
Zaria,Soba,0.2151630505258526
Ajingi,Taura,0.3490146668947872
Albasu,Takali,23.512672139555324
Bagwai,Babura,2.2848689335274925
Bebeji,Gwarzo,8.571984728660452
Bichi,Gwarzo,8.571984728660452
Bunkure,Gwarzo,8.571984728660452
Dala,Alkaleri,1.333010806262109
Dambatta,Babura,2.2848689335274925
Dawakin Kudu,Gwarzo,8.571984728660452
Dawakin Tofa,Taura,0.3490146668947872
Doguwa,Giwa,11.343439421709766
Fagge,Alkaleri,1.333010806262109
Gabasawa,Taura,0.3490146668947872
Garko,Gwarzo,8.571984728660452
Garum Mallam,Gwarzo,8.571984728660452
Gaya,Gwarzo,8.571984728660452
Gezawa,Gwarzo,8.571984728660452
Gwale,Alkaleri,1.333010806262109
Gwarzo,Gwarzo,8.571984728660452
Kabo,Gwarzo,8.571984728660452
Kano Municipal,Alkaleri,1.333010806262109
Karaye,Gwarzo,8.571984728660452
Kibiya,Gwarzo,8.571984728660452
Kiru,Gwarzo,8.571984728660452
Kumbotso,Taura,0.3490146668947872
Kunchi,Babura,2.2848689335274925
Kura,Gwarzo,8.571984728660452
Madobi,Taura,0.3490146668947872
Makoda,Babura,2.2848689335274925
Minjibir,Taura,0.3490146668947872
Nasarawa1,Alkaleri,1.333010806262109
Rano,Gwarzo,8.571984728660452
Rimin Gado,Gwarzo,8.571984728660452
Rogo,Gwarzo,8.571984728660452
Shanono,Gwarzo,8.571984728660452
Sumaila,Takali,23.512672139555324
Takali,Takali,23.512672139555324
Tarauni,Alkaleri,1.333010806262109
Tofa,Taura,0.3490146668947872
Tsanyawa,Gwarzo,8.571984728660452
Tudun Wada,Gwarzo,8.571984728660452
Ungogo,Taura,0.3490146668947872
Warawa,Gwarzo,8.571984728660452
Wudil,Gwarzo,8.571984728660452
Bakori,Gwarzo,8.571984728660452
Batagarawa,Rimi,7.425058050533194
Batsari,Rimi,7.425058050533194
Baure,Babura,2.2848689335274925
Bindawa,Rimi,7.425058050533194
Charanchi,Rimi,7.425058050533194
Dan Musa,Rimi,7.425058050533194
Dandume,Giwa,11.343439421709766
Danja,Giwa,11.343439421709766
Daura,Babura,2.2848689335274925
Dutsi,Rimi,7.425058050533194
Dutsin-Ma,Rimi,7.425058050533194
Faskari,Giwa,11.343439421709766
Funtua,Gwarzo,8.571984728660452
Ingawa,Rimi,7.425058050533194
Jibia,Rimi,7.425058050533194
Kafur,Gwarzo,8.571984728660452
Kaita,Rimi,7.425058050533194
Kankara,Rimi,7.425058050533194
Kankia,Rimi,7.425058050533194
Katsina,Rimi,7.425058050533194
Kurfi,Rimi,7.425058050533194
Kusada,Rimi,7.425058050533194
Mai'Adua,Rimi,7.425058050533194
Malumfashi,Gwarzo,8.571984728660452
Mani,Rimi,7.425058050533194
Mashi,Rimi,7.425058050533194
Matazuu,Rimi,7.425058050533194
Musawa,Gwarzo,8.571984728660452
Rimi,Rimi,7.425058050533194
Sabuwa,Giwa,11.343439421709766
Safana,Babura,2.2848689335274925
Sandamu,Rimi,7.425058050533194
Zango,Babura,2.2848689335274925
Aleiro,Birnin Kebbi,5.090999153707124
Arewa-Dandi,Birnin Kebbi,5.090999153707124
Argungu,Birnin Kebbi,5.090999153707124
Augie,Birnin Kebbi,5.090999153707124
Bagudo,Birnin Kebbi,5.090999153707124
Birnin Kebbi,Birnin Kebbi,5.090999153707124
Bunza,Birnin Kebbi,5.090999153707124
Dandi,Birnin Kebbi,5.090999153707124
Fakai,Birnin Kebbi,5.090999153707124
Gwandu,Birnin Kebbi,5.090999153707124
Jega,Birnin Kebbi,5.090999153707124
Kalgo,Birnin Kebbi,5.090999153707124
Koko-Besse,Birnin Kebbi,5.090999153707124
Maiyama,Birnin Kebbi,5.090999153707124
Ngaski,Owan East,1.7782147312497778
Sakaba,Alkaleri,1.333010806262109
Shanga,Birnin Kebbi,5.090999153707124
Suru,Birnin Kebbi,5.090999153707124
Wasagu-Danko,Alkaleri,1.333010806262109
Yauri,Birnin Kebbi,5.090999153707124
Zuru,Alkaleri,1.333010806262109
Adavi,Owan East,1.7782147312497778
Ajaokuta,Owan East,1.7782147312497778
Ankpa,Owan East,1.7782147312497778
Bassa1,Keana,0.5929489558525329
Dekina,Owan East,1.7782147312497778
Ibaji,Uzo-Uwani,0.20915130626086206
Idah,Uzo-Uwani,0.20915130626086206
Igalamela-Odolu,Uzo-Uwani,0.20915130626086206
Ijumu,Oke-Ero,1.423986684221446
Kabba-Bunu,Oke-Ero,1.423986684221446
Kogi,Keana,0.5929489558525329
Lokoja,Keana,0.5929489558525329
Mopa-Muro,Oke-Ero,1.423986684221446
Ofu,Owan East,1.7782147312497778
Ogori-Mangongo,Owan East,1.7782147312497778
Okehi,Owan East,1.7782147312497778
Okene,Owan East,1.7782147312497778
Olamabolo,Owan East,1.7782147312497778
Omala,Keana,0.5929489558525329
Yagba East,Oke-Ero,1.423986684221446
Yagba West,Oke-Ero,1.423986684221446
Asa,Oke-Ero,1.423986684221446
Baruten,Oke-Ero,1.423986684221446
Edu,Oke-Ero,1.423986684221446
Ekiti,Oke-Ero,1.423986684221446
Ifelodun1,Oke-Ero,1.423986684221446
Ilorin East,Oke-Ero,1.423986684221446
Ilorin South,Oke-Ero,1.423986684221446
Ilorin West,Owan East,1.7782147312497778
Irepodun1,Owan East,1.7782147312497778
Isin,Oke-Ero,1.423986684221446
Kaiama,Oke-Ero,1.423986684221446
Moro,Oke-Ero,1.423986684221446
Offa,Akinyele,3.3532842001669176
Oke-Ero,Oke-Ero,1.423986684221446
Oyun,Oke-Ero,1.423986684221446
Pategi,Oke-Ero,1.423986684221446
Agege,Uzo-Uwani,0.20915130626086206
Ajeromi-Ifelodun,Uzo-Uwani,0.20915130626086206
Alimosho,Uzo-Uwani,0.20915130626086206
Amuwo-Odofin,Isoko South,0.30942600875244103
Apapa,Isoko South,0.30942600875244103
Badagry,Uzo-Uwani,0.20915130626086206
Epe,Uzo-Uwani,0.20915130626086206
Eti-Osa,Isoko South,0.30942600875244103
Ibeju-Lekki,Uzo-Uwani,0.20915130626086206
Ifako-Ijaye,Uzo-Uwani,0.20915130626086206
Ikeja,Uzo-Uwani,0.20915130626086206
Ikorodu,Uzo-Uwani,0.20915130626086206
Kosofe,Isoko South,0.30942600875244103
Lagos Island,Isoko South,0.30942600875244103
Lagos Mainland,Isoko South,0.30942600875244103
Mushin,Isoko South,0.30942600875244103
Ojo,Isoko South,0.30942600875244103
Oshodi-Isolo,Uzo-Uwani,0.20915130626086206
Shomolu,Isoko South,0.30942600875244103
Surulere1,Oke-Ero,1.423986684221446
Akwanga,Oke-Ero,1.423986684221446
Awe,Keana,0.5929489558525329
Doma,Keana,0.5929489558525329
Karu,Oke-Ero,1.423986684221446
Keana,Keana,0.5929489558525329
Keffi,Oke-Ero,1.423986684221446
Kokona,Oke-Ero,1.423986684221446
Lafia,Alkaleri,1.333010806262109
Nasarawa2,Keana,0.5929489558525329
Nasarawa-Eggon,Alkaleri,1.333010806262109
Obi2,Keana,0.5929489558525329
Toto,Keana,0.5929489558525329
Wamba,Alkaleri,1.333010806262109
Agaie,Oke-Ero,1.423986684221446
Agwara,Birnin Kebbi,5.090999153707124
Bida,Oke-Ero,1.423986684221446
Borgu,Oke-Ero,1.423986684221446
Bosso,Keana,0.5929489558525329
Chanchaga,Keana,0.5929489558525329
Edati,Oke-Ero,1.423986684221446
Gbako,Oke-Ero,1.423986684221446
Gurara,Oke-Ero,1.423986684221446
Katcha,Oke-Ero,1.423986684221446
Kontagora,Oke-Ero,1.423986684221446
Lapai,Oke-Ero,1.423986684221446
Lavun,Oke-Ero,1.423986684221446
Magama,Oke-Ero,1.423986684221446
Mariga,Oke-Ero,1.423986684221446
Mashegu,Oke-Ero,1.423986684221446
Mokwa,Oke-Ero,1.423986684221446
Muya,Giwa,11.343439421709766
Pailoro,Oke-Ero,1.423986684221446
Rafi,Oke-Ero,1.423986684221446
Rijau,Alkaleri,1.333010806262109
Shiroro,Oke-Ero,1.423986684221446
Suleja,Giwa,11.343439421709766
Tafa,Oke-Ero,1.423986684221446
Wushishi,Oke-Ero,1.423986684221446
Abeokuta North,Owan East,1.7782147312497778
Abeokuta South,Uzo-Uwani,0.20915130626086206
Ado-Odo-Ota,Uzo-Uwani,0.20915130626086206
Egbado North,Owan East,1.7782147312497778
Egbado South,Uzo-Uwani,0.20915130626086206
Ewekoro,Uzo-Uwani,0.20915130626086206
Ifo,Uzo-Uwani,0.20915130626086206
Ijebu East,Oke-Ero,1.423986684221446
Ijebu North,Owan East,1.7782147312497778
Ijebu North East,Oke-Ero,1.423986684221446
Ijebu ode,Owan East,1.7782147312497778
Ikenne,Owan East,1.7782147312497778
Imeko-Afon,Oke-Ero,1.423986684221446
Ipokia,Uzo-Uwani,0.20915130626086206
Obafemi-Owode,Owan East,1.7782147312497778
Odeda,Oke-Ero,1.423986684221446
Odogbolu,Owan East,1.7782147312497778
Ogun waterside,Owan East,1.7782147312497778
Remo North,Owan East,1.7782147312497778
Shagamu,Uzo-Uwani,0.20915130626086206
Akoko North East,Oke-Ero,1.423986684221446
Akoko North West,Oke-Ero,1.423986684221446
Akoko South East,Oke-Ero,1.423986684221446
Akoko South West,Oke-Ero,1.423986684221446
Akure North,Owan East,1.7782147312497778
Akure South,Owan East,1.7782147312497778
Ese-Odo,Owan East,1.7782147312497778
Idanre,Akinyele,3.3532842001669176
Ifedore,Oke-Ero,1.423986684221446
Ilaje,Owan East,1.7782147312497778
Ile-Oluji-Okeigbo,Akinyele,3.3532842001669176
Irele,Akinyele,3.3532842001669176
Odigbo,Akinyele,3.3532842001669176
Okitipupa,Owan East,1.7782147312497778
Ondo East,Akinyele,3.3532842001669176
Ondo West,Akinyele,3.3532842001669176
Ose,Owan East,1.7782147312497778
Owo,Owan East,1.7782147312497778
Aiyedade,Akinyele,3.3532842001669176
Aiyedire,Akinyele,3.3532842001669176
Atakumosa East,Oke-Ero,1.423986684221446
Atakumosa West,Akinyele,3.3532842001669176
Boluwaduro,Akinyele,3.3532842001669176
Boripe,Akinyele,3.3532842001669176
Ede North,Akinyele,3.3532842001669176
Ede South,Akinyele,3.3532842001669176
Egbedore,Akinyele,3.3532842001669176
Ejigbo,Akinyele,3.3532842001669176
Ife Central,Akinyele,3.3532842001669176
Ife East,Akinyele,3.3532842001669176
Ife North,Akinyele,3.3532842001669176
Ife South,Akinyele,3.3532842001669176
Ifedayo,Oke-Ero,1.423986684221446
Ifelodun2,Akinyele,3.3532842001669176
Ila,Oke-Ero,1.423986684221446
Ilesha East,Owan East,1.7782147312497778
Ilesha West,Akinyele,3.3532842001669176
Irepodun2,Akinyele,3.3532842001669176
Irewole,Akinyele,3.3532842001669176
Isokan,Akinyele,3.3532842001669176
Iwo,Akinyele,3.3532842001669176
Obokun,Akinyele,3.3532842001669176
Odo-Otin,Oke-Ero,1.423986684221446
Ola-oluwa,Akinyele,3.3532842001669176
Olorunda,Akinyele,3.3532842001669176
Oriade,Oke-Ero,1.423986684221446
Orolu,Oke-Ero,1.423986684221446
Osogbo,Owan East,1.7782147312497778
Afijio,Akinyele,3.3532842001669176
Akinyele,Akinyele,3.3532842001669176
Atiba,Akinyele,3.3532842001669176
Atigbo,Oke-Ero,1.423986684221446
Egbeda,Akinyele,3.3532842001669176
Ibadan North,Owan East,1.7782147312497778
Ibadan North East,Owan East,1.7782147312497778
Ibadan North West,Owan East,1.7782147312497778
Ibadan South East,Akinyele,3.3532842001669176
Ibadan South West,Owan East,1.7782147312497778
Ibarapa Central,Akinyele,3.3532842001669176
Ibarapa East,Oke-Ero,1.423986684221446
Ibarapa North,Oke-Ero,1.423986684221446
Ido,Akinyele,3.3532842001669176
Irepo,Oke-Ero,1.423986684221446
Iseyin,Akinyele,3.3532842001669176
Itesiwaju,Akinyele,3.3532842001669176
Iwajowa,Oke-Ero,1.423986684221446
Kajola,Akinyele,3.3532842001669176
Lagelu,Akinyele,3.3532842001669176
