"","LGA","State","year","round","duration","coverage_high_access","coverage_low_access","max_age","month_new","simday"
"9618","Karasuwa","Yobe",2028,2,-1,1,0.961810467,5,9,3171
"9628","Karasuwa","Yobe",2028,3,-1,1,0.974540311,5,10,3199
"9638","Karasuwa","Yobe",2028,4,-1,1,0.463932107,5,11,3227
"9648","Karasuwa","Yobe",2028,1,-1,1,0.98019802,5,8,3143
"9619","Karasuwa","Yobe",2029,2,-1,1,0.961810467,5,9,3536
"9629","Karasuwa","Yobe",2029,3,-1,1,0.974540311,5,10,3564
"9639","Karasuwa","Yobe",2029,4,-1,1,0.463932107,5,11,3592
"9649","Karasuwa","Yobe",2029,1,-1,1,0.98019802,5,8,3508
"96110","Karasuwa","Yobe",2030,2,-1,1,0.961810467,5,9,3901
"96210","Karasuwa","Yobe",2030,3,-1,1,0.974540311,5,10,3929
"96310","Karasuwa","Yobe",2030,4,-1,1,0.463932107,5,11,3957
"96410","Karasuwa","Yobe",2030,1,-1,1,0.98019802,5,8,3873
"985","Kaugama","Jigawa",2020,2,-1,1,0.973782772,5,8,214
"986","Kaugama","Jigawa",2020,3,-1,1,0.975655431,5,9,242
"987","Kaugama","Jigawa",2020,4,-1,1,0.653558052,5,10,270
"988","Kaugama","Jigawa",2020,1,-1,1,0.934456929,5,7,186
"9851","Kaugama","Jigawa",2021,2,-1,1,0.973782772,5,8,579
"9861","Kaugama","Jigawa",2021,3,-1,1,0.975655431,5,9,607
"9871","Kaugama","Jigawa",2021,4,-1,1,0.653558052,5,10,635
"9881","Kaugama","Jigawa",2021,1,-1,1,0.934456929,5,7,551
"9852","Kaugama","Jigawa",2022,2,-1,1,0.973782772,5,8,944
"9862","Kaugama","Jigawa",2022,3,-1,1,0.975655431,5,9,972
"9872","Kaugama","Jigawa",2022,4,-1,1,0.653558052,5,10,1000
"9882","Kaugama","Jigawa",2022,1,-1,1,0.934456929,5,7,916
"9853","Kaugama","Jigawa",2023,2,-1,1,0.973782772,5,8,1309
"9863","Kaugama","Jigawa",2023,3,-1,1,0.975655431,5,9,1337
"9873","Kaugama","Jigawa",2023,4,-1,1,0.653558052,5,10,1365
"9883","Kaugama","Jigawa",2023,1,-1,1,0.934456929,5,7,1281
"9854","Kaugama","Jigawa",2024,2,-1,1,0.973782772,5,8,1674
"9864","Kaugama","Jigawa",2024,3,-1,1,0.975655431,5,9,1702
"9874","Kaugama","Jigawa",2024,4,-1,1,0.653558052,5,10,1730
"9884","Kaugama","Jigawa",2024,1,-1,1,0.934456929,5,7,1646
"9855","Kaugama","Jigawa",2025,2,-1,1,0.973782772,5,8,2039
"9865","Kaugama","Jigawa",2025,3,-1,1,0.975655431,5,9,2067
"9875","Kaugama","Jigawa",2025,4,-1,1,0.653558052,5,10,2095
"9885","Kaugama","Jigawa",2025,1,-1,1,0.934456929,5,7,2011
"9856","Kaugama","Jigawa",2026,2,-1,1,0.973782772,5,8,2404
"9866","Kaugama","Jigawa",2026,3,-1,1,0.975655431,5,9,2432
"9876","Kaugama","Jigawa",2026,4,-1,1,0.653558052,5,10,2460
"9886","Kaugama","Jigawa",2026,1,-1,1,0.934456929,5,7,2376
"9857","Kaugama","Jigawa",2027,2,-1,1,0.973782772,5,8,2769
"9867","Kaugama","Jigawa",2027,3,-1,1,0.975655431,5,9,2797
"9877","Kaugama","Jigawa",2027,4,-1,1,0.653558052,5,10,2825
"9887","Kaugama","Jigawa",2027,1,-1,1,0.934456929,5,7,2741
"9858","Kaugama","Jigawa",2028,2,-1,1,0.973782772,5,8,3134
"9868","Kaugama","Jigawa",2028,3,-1,1,0.975655431,5,9,3162
"9878","Kaugama","Jigawa",2028,4,-1,1,0.653558052,5,10,3190
"9888","Kaugama","Jigawa",2028,1,-1,1,0.934456929,5,7,3106
"9859","Kaugama","Jigawa",2029,2,-1,1,0.973782772,5,8,3499
"9869","Kaugama","Jigawa",2029,3,-1,1,0.975655431,5,9,3527
"9879","Kaugama","Jigawa",2029,4,-1,1,0.653558052,5,10,3555
"9889","Kaugama","Jigawa",2029,1,-1,1,0.934456929,5,7,3471
"98510","Kaugama","Jigawa",2030,2,-1,1,0.973782772,5,8,3864
"98610","Kaugama","Jigawa",2030,3,-1,1,0.975655431,5,9,3892
"98710","Kaugama","Jigawa",2030,4,-1,1,0.653558052,5,10,3920
"98810","Kaugama","Jigawa",2030,1,-1,1,0.934456929,5,7,3836
"1009","Kaura-Namoda","Zamfara",2020,1,-1,1,0.854974705,5,7,186
"1010","Kaura-Namoda","Zamfara",2020,2,-1,1,0.927487352,5,8,214
"1011","Kaura-Namoda","Zamfara",2020,3,-1,1,0.937605396,5,9,242
"1012","Kaura-Namoda","Zamfara",2020,4,-1,1,0.268128162,5,10,270
"10091","Kaura-Namoda","Zamfara",2021,1,-1,1,0.854974705,5,7,551
"10101","Kaura-Namoda","Zamfara",2021,2,-1,1,0.927487352,5,8,579
"10111","Kaura-Namoda","Zamfara",2021,3,-1,1,0.937605396,5,9,607
"10121","Kaura-Namoda","Zamfara",2021,4,-1,1,0.268128162,5,10,635
"10092","Kaura-Namoda","Zamfara",2022,1,-1,1,0.854974705,5,7,916
"10102","Kaura-Namoda","Zamfara",2022,2,-1,1,0.927487352,5,8,944
"10112","Kaura-Namoda","Zamfara",2022,3,-1,1,0.937605396,5,9,972
"10122","Kaura-Namoda","Zamfara",2022,4,-1,1,0.268128162,5,10,1000
"10093","Kaura-Namoda","Zamfara",2023,1,-1,1,0.854974705,5,7,1281
"10103","Kaura-Namoda","Zamfara",2023,2,-1,1,0.927487352,5,8,1309
"10113","Kaura-Namoda","Zamfara",2023,3,-1,1,0.937605396,5,9,1337
"10123","Kaura-Namoda","Zamfara",2023,4,-1,1,0.268128162,5,10,1365
"10094","Kaura-Namoda","Zamfara",2024,1,-1,1,0.854974705,5,7,1646
"10104","Kaura-Namoda","Zamfara",2024,2,-1,1,0.927487352,5,8,1674
"10114","Kaura-Namoda","Zamfara",2024,3,-1,1,0.937605396,5,9,1702
"10124","Kaura-Namoda","Zamfara",2024,4,-1,1,0.268128162,5,10,1730
"10095","Kaura-Namoda","Zamfara",2025,1,-1,1,0.854974705,5,7,2011
"10105","Kaura-Namoda","Zamfara",2025,2,-1,1,0.927487352,5,8,2039
"10115","Kaura-Namoda","Zamfara",2025,3,-1,1,0.937605396,5,9,2067
"10125","Kaura-Namoda","Zamfara",2025,4,-1,1,0.268128162,5,10,2095
"10096","Kaura-Namoda","Zamfara",2026,1,-1,1,0.854974705,5,7,2376
"10106","Kaura-Namoda","Zamfara",2026,2,-1,1,0.927487352,5,8,2404
"10116","Kaura-Namoda","Zamfara",2026,3,-1,1,0.937605396,5,9,2432
"10126","Kaura-Namoda","Zamfara",2026,4,-1,1,0.268128162,5,10,2460
"10097","Kaura-Namoda","Zamfara",2027,1,-1,1,0.854974705,5,7,2741
"10107","Kaura-Namoda","Zamfara",2027,2,-1,1,0.927487352,5,8,2769
"10117","Kaura-Namoda","Zamfara",2027,3,-1,1,0.937605396,5,9,2797
"10127","Kaura-Namoda","Zamfara",2027,4,-1,1,0.268128162,5,10,2825
"10098","Kaura-Namoda","Zamfara",2028,1,-1,1,0.854974705,5,7,3106
"10108","Kaura-Namoda","Zamfara",2028,2,-1,1,0.927487352,5,8,3134
"10118","Kaura-Namoda","Zamfara",2028,3,-1,1,0.937605396,5,9,3162
"10128","Kaura-Namoda","Zamfara",2028,4,-1,1,0.268128162,5,10,3190
"10099","Kaura-Namoda","Zamfara",2029,1,-1,1,0.854974705,5,7,3471
"10109","Kaura-Namoda","Zamfara",2029,2,-1,1,0.927487352,5,8,3499
"10119","Kaura-Namoda","Zamfara",2029,3,-1,1,0.937605396,5,9,3527
"10129","Kaura-Namoda","Zamfara",2029,4,-1,1,0.268128162,5,10,3555
"100910","Kaura-Namoda","Zamfara",2030,1,-1,1,0.854974705,5,7,3836
"101010","Kaura-Namoda","Zamfara",2030,2,-1,1,0.927487352,5,8,3864
"101110","Kaura-Namoda","Zamfara",2030,3,-1,1,0.937605396,5,9,3892
"101210","Kaura-Namoda","Zamfara",2030,4,-1,1,0.268128162,5,10,3920
"1033","Kazaure","Jigawa",2020,2,-1,1,0.973782772,5,8,214
"1034","Kazaure","Jigawa",2020,3,-1,1,0.975655431,5,9,242
"1035","Kazaure","Jigawa",2020,4,-1,1,0.653558052,5,10,270
"1036","Kazaure","Jigawa",2020,1,-1,1,0.934456929,5,7,186
"10331","Kazaure","Jigawa",2021,2,-1,1,0.973782772,5,8,579
"10341","Kazaure","Jigawa",2021,3,-1,1,0.975655431,5,9,607
"10351","Kazaure","Jigawa",2021,4,-1,1,0.653558052,5,10,635
"10361","Kazaure","Jigawa",2021,1,-1,1,0.934456929,5,7,551
"10332","Kazaure","Jigawa",2022,2,-1,1,0.973782772,5,8,944
"10342","Kazaure","Jigawa",2022,3,-1,1,0.975655431,5,9,972
"10352","Kazaure","Jigawa",2022,4,-1,1,0.653558052,5,10,1000
"10362","Kazaure","Jigawa",2022,1,-1,1,0.934456929,5,7,916
"10333","Kazaure","Jigawa",2023,2,-1,1,0.973782772,5,8,1309
"10343","Kazaure","Jigawa",2023,3,-1,1,0.975655431,5,9,1337
"10353","Kazaure","Jigawa",2023,4,-1,1,0.653558052,5,10,1365
"10363","Kazaure","Jigawa",2023,1,-1,1,0.934456929,5,7,1281
"10334","Kazaure","Jigawa",2024,2,-1,1,0.973782772,5,8,1674
"10344","Kazaure","Jigawa",2024,3,-1,1,0.975655431,5,9,1702
"10354","Kazaure","Jigawa",2024,4,-1,1,0.653558052,5,10,1730
"10364","Kazaure","Jigawa",2024,1,-1,1,0.934456929,5,7,1646
"10335","Kazaure","Jigawa",2025,2,-1,1,0.973782772,5,8,2039
"10345","Kazaure","Jigawa",2025,3,-1,1,0.975655431,5,9,2067
"10355","Kazaure","Jigawa",2025,4,-1,1,0.653558052,5,10,2095
"10365","Kazaure","Jigawa",2025,1,-1,1,0.934456929,5,7,2011
"10336","Kazaure","Jigawa",2026,2,-1,1,0.973782772,5,8,2404
"10346","Kazaure","Jigawa",2026,3,-1,1,0.975655431,5,9,2432
"10356","Kazaure","Jigawa",2026,4,-1,1,0.653558052,5,10,2460
"10366","Kazaure","Jigawa",2026,1,-1,1,0.934456929,5,7,2376
"10337","Kazaure","Jigawa",2027,2,-1,1,0.973782772,5,8,2769
"10347","Kazaure","Jigawa",2027,3,-1,1,0.975655431,5,9,2797
"10357","Kazaure","Jigawa",2027,4,-1,1,0.653558052,5,10,2825
"10367","Kazaure","Jigawa",2027,1,-1,1,0.934456929,5,7,2741
"10338","Kazaure","Jigawa",2028,2,-1,1,0.973782772,5,8,3134
"10348","Kazaure","Jigawa",2028,3,-1,1,0.975655431,5,9,3162
"10358","Kazaure","Jigawa",2028,4,-1,1,0.653558052,5,10,3190
"10368","Kazaure","Jigawa",2028,1,-1,1,0.934456929,5,7,3106
"10339","Kazaure","Jigawa",2029,2,-1,1,0.973782772,5,8,3499
"10349","Kazaure","Jigawa",2029,3,-1,1,0.975655431,5,9,3527
"10359","Kazaure","Jigawa",2029,4,-1,1,0.653558052,5,10,3555
"10369","Kazaure","Jigawa",2029,1,-1,1,0.934456929,5,7,3471
"103310","Kazaure","Jigawa",2030,2,-1,1,0.973782772,5,8,3864
"103410","Kazaure","Jigawa",2030,3,-1,1,0.975655431,5,9,3892
"103510","Kazaure","Jigawa",2030,4,-1,1,0.653558052,5,10,3920
"103610","Kazaure","Jigawa",2030,1,-1,1,0.934456929,5,7,3836
"1057","Kebbe","Sokoto",2020,1,-1,1,0.969736842,5,7,186
"1058","Kebbe","Sokoto",2020,2,-1,1,0.994736842,5,8,214
"1059","Kebbe","Sokoto",2020,3,-1,1,0.992105263,5,9,242
"1060","Kebbe","Sokoto",2020,4,-1,1,0.45,5,10,270
"10571","Kebbe","Sokoto",2021,1,-1,1,0.969736842,5,7,551
"10581","Kebbe","Sokoto",2021,2,-1,1,0.994736842,5,8,579
"10591","Kebbe","Sokoto",2021,3,-1,1,0.992105263,5,9,607
"10601","Kebbe","Sokoto",2021,4,-1,1,0.45,5,10,635
"10572","Kebbe","Sokoto",2022,1,-1,1,0.969736842,5,7,916
"10582","Kebbe","Sokoto",2022,2,-1,1,0.994736842,5,8,944
"10592","Kebbe","Sokoto",2022,3,-1,1,0.992105263,5,9,972
"10602","Kebbe","Sokoto",2022,4,-1,1,0.45,5,10,1000
"10573","Kebbe","Sokoto",2023,1,-1,1,0.969736842,5,7,1281
"10583","Kebbe","Sokoto",2023,2,-1,1,0.994736842,5,8,1309
"10593","Kebbe","Sokoto",2023,3,-1,1,0.992105263,5,9,1337
"10603","Kebbe","Sokoto",2023,4,-1,1,0.45,5,10,1365
"10574","Kebbe","Sokoto",2024,1,-1,1,0.969736842,5,7,1646
"10584","Kebbe","Sokoto",2024,2,-1,1,0.994736842,5,8,1674
"10594","Kebbe","Sokoto",2024,3,-1,1,0.992105263,5,9,1702
"10604","Kebbe","Sokoto",2024,4,-1,1,0.45,5,10,1730
"10575","Kebbe","Sokoto",2025,1,-1,1,0.969736842,5,7,2011
"10585","Kebbe","Sokoto",2025,2,-1,1,0.994736842,5,8,2039
"10595","Kebbe","Sokoto",2025,3,-1,1,0.992105263,5,9,2067
"10605","Kebbe","Sokoto",2025,4,-1,1,0.45,5,10,2095
"10576","Kebbe","Sokoto",2026,1,-1,1,0.969736842,5,7,2376
"10586","Kebbe","Sokoto",2026,2,-1,1,0.994736842,5,8,2404
"10596","Kebbe","Sokoto",2026,3,-1,1,0.992105263,5,9,2432
"10606","Kebbe","Sokoto",2026,4,-1,1,0.45,5,10,2460
"10577","Kebbe","Sokoto",2027,1,-1,1,0.969736842,5,7,2741
"10587","Kebbe","Sokoto",2027,2,-1,1,0.994736842,5,8,2769
"10597","Kebbe","Sokoto",2027,3,-1,1,0.992105263,5,9,2797
"10607","Kebbe","Sokoto",2027,4,-1,1,0.45,5,10,2825
"10578","Kebbe","Sokoto",2028,1,-1,1,0.969736842,5,7,3106
"10588","Kebbe","Sokoto",2028,2,-1,1,0.994736842,5,8,3134
"10598","Kebbe","Sokoto",2028,3,-1,1,0.992105263,5,9,3162
"10608","Kebbe","Sokoto",2028,4,-1,1,0.45,5,10,3190
"10579","Kebbe","Sokoto",2029,1,-1,1,0.969736842,5,7,3471
"10589","Kebbe","Sokoto",2029,2,-1,1,0.994736842,5,8,3499
"10599","Kebbe","Sokoto",2029,3,-1,1,0.992105263,5,9,3527
"10609","Kebbe","Sokoto",2029,4,-1,1,0.45,5,10,3555
"105710","Kebbe","Sokoto",2030,1,-1,1,0.969736842,5,7,3836
"105810","Kebbe","Sokoto",2030,2,-1,1,0.994736842,5,8,3864
"105910","Kebbe","Sokoto",2030,3,-1,1,0.992105263,5,9,3892
"106010","Kebbe","Sokoto",2030,4,-1,1,0.45,5,10,3920
"1081","Kiri Kasamma","Jigawa",2020,2,-1,1,0.973782772,5,8,214
"1082","Kiri Kasamma","Jigawa",2020,3,-1,1,0.975655431,5,9,242
"1083","Kiri Kasamma","Jigawa",2020,4,-1,1,0.653558052,5,10,270
"1084","Kiri Kasamma","Jigawa",2020,1,-1,1,0.934456929,5,7,186
"10811","Kiri Kasamma","Jigawa",2021,2,-1,1,0.973782772,5,8,579
"10821","Kiri Kasamma","Jigawa",2021,3,-1,1,0.975655431,5,9,607
"10831","Kiri Kasamma","Jigawa",2021,4,-1,1,0.653558052,5,10,635
"10841","Kiri Kasamma","Jigawa",2021,1,-1,1,0.934456929,5,7,551
"10812","Kiri Kasamma","Jigawa",2022,2,-1,1,0.973782772,5,8,944
"10822","Kiri Kasamma","Jigawa",2022,3,-1,1,0.975655431,5,9,972
"10832","Kiri Kasamma","Jigawa",2022,4,-1,1,0.653558052,5,10,1000
"10842","Kiri Kasamma","Jigawa",2022,1,-1,1,0.934456929,5,7,916
"10813","Kiri Kasamma","Jigawa",2023,2,-1,1,0.973782772,5,8,1309
"10823","Kiri Kasamma","Jigawa",2023,3,-1,1,0.975655431,5,9,1337
"10833","Kiri Kasamma","Jigawa",2023,4,-1,1,0.653558052,5,10,1365
"10843","Kiri Kasamma","Jigawa",2023,1,-1,1,0.934456929,5,7,1281
"10814","Kiri Kasamma","Jigawa",2024,2,-1,1,0.973782772,5,8,1674
"10824","Kiri Kasamma","Jigawa",2024,3,-1,1,0.975655431,5,9,1702
"10834","Kiri Kasamma","Jigawa",2024,4,-1,1,0.653558052,5,10,1730
"10844","Kiri Kasamma","Jigawa",2024,1,-1,1,0.934456929,5,7,1646
"10815","Kiri Kasamma","Jigawa",2025,2,-1,1,0.973782772,5,8,2039
"10825","Kiri Kasamma","Jigawa",2025,3,-1,1,0.975655431,5,9,2067
"10835","Kiri Kasamma","Jigawa",2025,4,-1,1,0.653558052,5,10,2095
"10845","Kiri Kasamma","Jigawa",2025,1,-1,1,0.934456929,5,7,2011
"10816","Kiri Kasamma","Jigawa",2026,2,-1,1,0.973782772,5,8,2404
"10826","Kiri Kasamma","Jigawa",2026,3,-1,1,0.975655431,5,9,2432
"10836","Kiri Kasamma","Jigawa",2026,4,-1,1,0.653558052,5,10,2460
"10846","Kiri Kasamma","Jigawa",2026,1,-1,1,0.934456929,5,7,2376
"10817","Kiri Kasamma","Jigawa",2027,2,-1,1,0.973782772,5,8,2769
"10827","Kiri Kasamma","Jigawa",2027,3,-1,1,0.975655431,5,9,2797
"10837","Kiri Kasamma","Jigawa",2027,4,-1,1,0.653558052,5,10,2825
"10847","Kiri Kasamma","Jigawa",2027,1,-1,1,0.934456929,5,7,2741
"10818","Kiri Kasamma","Jigawa",2028,2,-1,1,0.973782772,5,8,3134
"10828","Kiri Kasamma","Jigawa",2028,3,-1,1,0.975655431,5,9,3162
"10838","Kiri Kasamma","Jigawa",2028,4,-1,1,0.653558052,5,10,3190
"10848","Kiri Kasamma","Jigawa",2028,1,-1,1,0.934456929,5,7,3106
"10819","Kiri Kasamma","Jigawa",2029,2,-1,1,0.973782772,5,8,3499
"10829","Kiri Kasamma","Jigawa",2029,3,-1,1,0.975655431,5,9,3527
"10839","Kiri Kasamma","Jigawa",2029,4,-1,1,0.653558052,5,10,3555
"10849","Kiri Kasamma","Jigawa",2029,1,-1,1,0.934456929,5,7,3471
"108110","Kiri Kasamma","Jigawa",2030,2,-1,1,0.973782772,5,8,3864
"108210","Kiri Kasamma","Jigawa",2030,3,-1,1,0.975655431,5,9,3892
"108310","Kiri Kasamma","Jigawa",2030,4,-1,1,0.653558052,5,10,3920
"108410","Kiri Kasamma","Jigawa",2030,1,-1,1,0.934456929,5,7,3836
"1105","Kiyawa","Jigawa",2020,2,-1,1,0.973782772,5,8,214
"1106","Kiyawa","Jigawa",2020,3,-1,1,0.975655431,5,9,242
"1107","Kiyawa","Jigawa",2020,4,-1,1,0.653558052,5,10,270
"1108","Kiyawa","Jigawa",2020,1,-1,1,0.934456929,5,7,186
"11051","Kiyawa","Jigawa",2021,2,-1,1,0.973782772,5,8,579
"11061","Kiyawa","Jigawa",2021,3,-1,1,0.975655431,5,9,607
"11071","Kiyawa","Jigawa",2021,4,-1,1,0.653558052,5,10,635
"11081","Kiyawa","Jigawa",2021,1,-1,1,0.934456929,5,7,551
"11052","Kiyawa","Jigawa",2022,2,-1,1,0.973782772,5,8,944
"11062","Kiyawa","Jigawa",2022,3,-1,1,0.975655431,5,9,972
"11072","Kiyawa","Jigawa",2022,4,-1,1,0.653558052,5,10,1000
"11082","Kiyawa","Jigawa",2022,1,-1,1,0.934456929,5,7,916
"11053","Kiyawa","Jigawa",2023,2,-1,1,0.973782772,5,8,1309
"11063","Kiyawa","Jigawa",2023,3,-1,1,0.975655431,5,9,1337
"11073","Kiyawa","Jigawa",2023,4,-1,1,0.653558052,5,10,1365
"11083","Kiyawa","Jigawa",2023,1,-1,1,0.934456929,5,7,1281
"11054","Kiyawa","Jigawa",2024,2,-1,1,0.973782772,5,8,1674
"11064","Kiyawa","Jigawa",2024,3,-1,1,0.975655431,5,9,1702
"11074","Kiyawa","Jigawa",2024,4,-1,1,0.653558052,5,10,1730
"11084","Kiyawa","Jigawa",2024,1,-1,1,0.934456929,5,7,1646
"11055","Kiyawa","Jigawa",2025,2,-1,1,0.973782772,5,8,2039
"11065","Kiyawa","Jigawa",2025,3,-1,1,0.975655431,5,9,2067
"11075","Kiyawa","Jigawa",2025,4,-1,1,0.653558052,5,10,2095
"11085","Kiyawa","Jigawa",2025,1,-1,1,0.934456929,5,7,2011
"11056","Kiyawa","Jigawa",2026,2,-1,1,0.973782772,5,8,2404
"11066","Kiyawa","Jigawa",2026,3,-1,1,0.975655431,5,9,2432
"11076","Kiyawa","Jigawa",2026,4,-1,1,0.653558052,5,10,2460
"11086","Kiyawa","Jigawa",2026,1,-1,1,0.934456929,5,7,2376
"11057","Kiyawa","Jigawa",2027,2,-1,1,0.973782772,5,8,2769
"11067","Kiyawa","Jigawa",2027,3,-1,1,0.975655431,5,9,2797
"11077","Kiyawa","Jigawa",2027,4,-1,1,0.653558052,5,10,2825
"11087","Kiyawa","Jigawa",2027,1,-1,1,0.934456929,5,7,2741
"11058","Kiyawa","Jigawa",2028,2,-1,1,0.973782772,5,8,3134
"11068","Kiyawa","Jigawa",2028,3,-1,1,0.975655431,5,9,3162
"11078","Kiyawa","Jigawa",2028,4,-1,1,0.653558052,5,10,3190
"11088","Kiyawa","Jigawa",2028,1,-1,1,0.934456929,5,7,3106
"11059","Kiyawa","Jigawa",2029,2,-1,1,0.973782772,5,8,3499
"11069","Kiyawa","Jigawa",2029,3,-1,1,0.975655431,5,9,3527
"11079","Kiyawa","Jigawa",2029,4,-1,1,0.653558052,5,10,3555
"11089","Kiyawa","Jigawa",2029,1,-1,1,0.934456929,5,7,3471
"110510","Kiyawa","Jigawa",2030,2,-1,1,0.973782772,5,8,3864
"110610","Kiyawa","Jigawa",2030,3,-1,1,0.975655431,5,9,3892
"110710","Kiyawa","Jigawa",2030,4,-1,1,0.653558052,5,10,3920
"110810","Kiyawa","Jigawa",2030,1,-1,1,0.934456929,5,7,3836
"1129","Kware","Sokoto",2020,1,-1,1,0.969736842,5,7,186
"1130","Kware","Sokoto",2020,2,-1,1,0.994736842,5,8,214
"1131","Kware","Sokoto",2020,3,-1,1,0.992105263,5,9,242
"1132","Kware","Sokoto",2020,4,-1,1,0.45,5,10,270
"11291","Kware","Sokoto",2021,1,-1,1,0.969736842,5,7,551
"11301","Kware","Sokoto",2021,2,-1,1,0.994736842,5,8,579
"11311","Kware","Sokoto",2021,3,-1,1,0.992105263,5,9,607
"11321","Kware","Sokoto",2021,4,-1,1,0.45,5,10,635
"11292","Kware","Sokoto",2022,1,-1,1,0.969736842,5,7,916
"11302","Kware","Sokoto",2022,2,-1,1,0.994736842,5,8,944
"11312","Kware","Sokoto",2022,3,-1,1,0.992105263,5,9,972
"11322","Kware","Sokoto",2022,4,-1,1,0.45,5,10,1000
"11293","Kware","Sokoto",2023,1,-1,1,0.969736842,5,7,1281
"11303","Kware","Sokoto",2023,2,-1,1,0.994736842,5,8,1309
"11313","Kware","Sokoto",2023,3,-1,1,0.992105263,5,9,1337
"11323","Kware","Sokoto",2023,4,-1,1,0.45,5,10,1365
"11294","Kware","Sokoto",2024,1,-1,1,0.969736842,5,7,1646
"11304","Kware","Sokoto",2024,2,-1,1,0.994736842,5,8,1674
"11314","Kware","Sokoto",2024,3,-1,1,0.992105263,5,9,1702
"11324","Kware","Sokoto",2024,4,-1,1,0.45,5,10,1730
"11295","Kware","Sokoto",2025,1,-1,1,0.969736842,5,7,2011
"11305","Kware","Sokoto",2025,2,-1,1,0.994736842,5,8,2039
"11315","Kware","Sokoto",2025,3,-1,1,0.992105263,5,9,2067
"11325","Kware","Sokoto",2025,4,-1,1,0.45,5,10,2095
"11296","Kware","Sokoto",2026,1,-1,1,0.969736842,5,7,2376
"11306","Kware","Sokoto",2026,2,-1,1,0.994736842,5,8,2404
"11316","Kware","Sokoto",2026,3,-1,1,0.992105263,5,9,2432
"11326","Kware","Sokoto",2026,4,-1,1,0.45,5,10,2460
"11297","Kware","Sokoto",2027,1,-1,1,0.969736842,5,7,2741
"11307","Kware","Sokoto",2027,2,-1,1,0.994736842,5,8,2769
"11317","Kware","Sokoto",2027,3,-1,1,0.992105263,5,9,2797
"11327","Kware","Sokoto",2027,4,-1,1,0.45,5,10,2825
"11298","Kware","Sokoto",2028,1,-1,1,0.969736842,5,7,3106
"11308","Kware","Sokoto",2028,2,-1,1,0.994736842,5,8,3134
"11318","Kware","Sokoto",2028,3,-1,1,0.992105263,5,9,3162
"11328","Kware","Sokoto",2028,4,-1,1,0.45,5,10,3190
"11299","Kware","Sokoto",2029,1,-1,1,0.969736842,5,7,3471
"11309","Kware","Sokoto",2029,2,-1,1,0.994736842,5,8,3499
"11319","Kware","Sokoto",2029,3,-1,1,0.992105263,5,9,3527
"11329","Kware","Sokoto",2029,4,-1,1,0.45,5,10,3555
"112910","Kware","Sokoto",2030,1,-1,1,0.969736842,5,7,3836
"113010","Kware","Sokoto",2030,2,-1,1,0.994736842,5,8,3864
"113110","Kware","Sokoto",2030,3,-1,1,0.992105263,5,9,3892
"113210","Kware","Sokoto",2030,4,-1,1,0.45,5,10,3920
"1153","Machina","Yobe",2020,2,-1,1,0.961810467,5,9,251
"1154","Machina","Yobe",2020,3,-1,1,0.974540311,5,10,279
"1155","Machina","Yobe",2020,4,-1,1,0.463932107,5,11,307
"1156","Machina","Yobe",2020,1,-1,1,0.98019802,5,8,223
"11531","Machina","Yobe",2021,2,-1,1,0.961810467,5,9,616
"11541","Machina","Yobe",2021,3,-1,1,0.974540311,5,10,644
"11551","Machina","Yobe",2021,4,-1,1,0.463932107,5,11,672
"11561","Machina","Yobe",2021,1,-1,1,0.98019802,5,8,588
"11532","Machina","Yobe",2022,2,-1,1,0.961810467,5,9,981
"11542","Machina","Yobe",2022,3,-1,1,0.974540311,5,10,1009
"11552","Machina","Yobe",2022,4,-1,1,0.463932107,5,11,1037
"11562","Machina","Yobe",2022,1,-1,1,0.98019802,5,8,953
"11533","Machina","Yobe",2023,2,-1,1,0.961810467,5,9,1346
"11543","Machina","Yobe",2023,3,-1,1,0.974540311,5,10,1374
"11553","Machina","Yobe",2023,4,-1,1,0.463932107,5,11,1402
"11563","Machina","Yobe",2023,1,-1,1,0.98019802,5,8,1318
"11534","Machina","Yobe",2024,2,-1,1,0.961810467,5,9,1711
"11544","Machina","Yobe",2024,3,-1,1,0.974540311,5,10,1739
"11554","Machina","Yobe",2024,4,-1,1,0.463932107,5,11,1767
"11564","Machina","Yobe",2024,1,-1,1,0.98019802,5,8,1683
"11535","Machina","Yobe",2025,2,-1,1,0.961810467,5,9,2076
"11545","Machina","Yobe",2025,3,-1,1,0.974540311,5,10,2104
"11555","Machina","Yobe",2025,4,-1,1,0.463932107,5,11,2132
"11565","Machina","Yobe",2025,1,-1,1,0.98019802,5,8,2048
"11536","Machina","Yobe",2026,2,-1,1,0.961810467,5,9,2441
"11546","Machina","Yobe",2026,3,-1,1,0.974540311,5,10,2469
"11556","Machina","Yobe",2026,4,-1,1,0.463932107,5,11,2497
"11566","Machina","Yobe",2026,1,-1,1,0.98019802,5,8,2413
"11537","Machina","Yobe",2027,2,-1,1,0.961810467,5,9,2806
"11547","Machina","Yobe",2027,3,-1,1,0.974540311,5,10,2834
"11557","Machina","Yobe",2027,4,-1,1,0.463932107,5,11,2862
"11567","Machina","Yobe",2027,1,-1,1,0.98019802,5,8,2778
"11538","Machina","Yobe",2028,2,-1,1,0.961810467,5,9,3171
"11548","Machina","Yobe",2028,3,-1,1,0.974540311,5,10,3199
"11558","Machina","Yobe",2028,4,-1,1,0.463932107,5,11,3227
"11568","Machina","Yobe",2028,1,-1,1,0.98019802,5,8,3143
