"","X.1","X","LGA_old","repDS","year","LGA","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","round","peak","mortality","llins_plan","kill_rate","block_initial","simday"
"1",1,1,"Aba North","Ngor-Okpala",2020,"Aba North",0.8,0.8,0.8,0.8,1,"june",0.319067389,"PBO(2021)",0.728614023,0.65,162
"12",1,1,"Aba North","Ngor-Okpala",2023,"Aba North",0.8,0.8,0.8,0.8,2,"june",0.319067389,"PBO(2021)",0.728614023,0.65,1257
"14",1,1,"Aba North","Ngor-Okpala",2026,"Aba North",0.8,0.8,0.8,0.8,3,"june",0.319067389,"PBO(2021)",0.728614023,0.65,2352
"16",1,1,"Aba North","Ngor-Okpala",2029,"Aba North",0.8,0.8,0.8,0.8,4,"june",0.319067389,"PBO(2021)",0.728614023,0.65,3447
"3",3,3,"Aba South","Ngor-Okpala",2020,"Aba South",0.8,0.8,0.8,0.8,1,"june",0.311454386,"PBO(2021)",0.726957127,0.65,162
"32",3,3,"Aba South","Ngor-Okpala",2023,"Aba South",0.8,0.8,0.8,0.8,2,"june",0.311454386,"PBO(2021)",0.726957127,0.65,1257
"34",3,3,"Aba South","Ngor-Okpala",2026,"Aba South",0.8,0.8,0.8,0.8,3,"june",0.311454386,"PBO(2021)",0.726957127,0.65,2352
"36",3,3,"Aba South","Ngor-Okpala",2029,"Aba South",0.8,0.8,0.8,0.8,4,"june",0.311454386,"PBO(2021)",0.726957127,0.65,3447
"1491",1491,1491,"Abadam","Babura",2020,"Abadam",0.8,0.8,0.8,0.8,1,"may",0.658846787,"PBO(2021)",0.750452874,0.843591449,131
"14911",1491,1491,"Abadam","Babura",2023,"Abadam",0.8,0.8,0.8,0.8,2,"may",0.658846787,"PBO(2021)",0.750452874,0.843591449,1226
"14912",1491,1491,"Abadam","Babura",2026,"Abadam",0.8,0.8,0.8,0.8,3,"may",0.658846787,"PBO(2021)",0.750452874,0.843591449,2321
"14913",1491,1491,"Abadam","Babura",2029,"Abadam",0.8,0.8,0.8,0.8,4,"may",0.658846787,"PBO(2021)",0.750452874,0.843591449,3416
"487",487,487,"Abaji","Keana",2020,"Abaji",0.8,0.8,0.8,0.8,1,"august",0.476373849,"PBO(2021)",0.74548121,0.65,223
"4871",487,487,"Abaji","Keana",2023,"Abaji",0.8,0.8,0.8,0.8,2,"august",0.476373849,"PBO(2021)",0.74548121,0.65,1318
"4872",487,487,"Abaji","Keana",2026,"Abaji",0.8,0.8,0.8,0.8,3,"august",0.476373849,"PBO(2021)",0.74548121,0.65,2413
"4873",487,487,"Abaji","Keana",2029,"Abaji",0.8,0.8,0.8,0.8,4,"august",0.476373849,"PBO(2021)",0.74548121,0.65,3508
"61",61,61,"Abak","Nsit Ubium",2021,"Abak",0.8,0.8,0.8,0.8,1,"june",0.358412263,"Standard 2020",0.425644469,0.53,527
"612",61,61,"Abak","Nsit Ubium",2024,"Abak",0.8,0.8,0.8,0.8,2,"june",0.358412263,"Standard 2020",0.425644469,0.53,1622
"614",61,61,"Abak","Nsit Ubium",2027,"Abak",0.8,0.8,0.8,0.8,3,"june",0.358412263,"Standard 2020",0.425644469,0.53,2717
"616",61,61,"Abak","Nsit Ubium",2030,"Abak",0.8,0.8,0.8,0.8,4,"june",0.358412263,"Standard 2020",0.425644469,0.53,3812
"365",365,365,"Abakaliki","Owan East",2020,"Abakaliki",0.8,0.8,0.8,0.8,1,"march",0.416945424,"Standard 2020",0.473491294,0.53,70
"3651",365,365,"Abakaliki","Owan East",2023,"Abakaliki",0.8,0.8,0.8,0.8,2,"march",0.416945424,"Standard 2020",0.473491294,0.53,1165
"3652",365,365,"Abakaliki","Owan East",2026,"Abakaliki",0.8,0.8,0.8,0.8,3,"march",0.416945424,"Standard 2020",0.473491294,0.53,2260
"3653",365,365,"Abakaliki","Owan East",2029,"Abakaliki",0.8,0.8,0.8,0.8,4,"march",0.416945424,"Standard 2020",0.473491294,0.53,3355
"1035",1035,1035,"Abeokuta North","Owan East",2021,"Abeokuta North",0.8,0.8,0.8,0.8,1,"march",0.429058332,"PBO(2021)",0.742619287,0.65,435
"10351",1035,1035,"Abeokuta North","Owan East",2024,"Abeokuta North",0.8,0.8,0.8,0.8,2,"march",0.429058332,"PBO(2021)",0.742619287,0.65,1530
"10352",1035,1035,"Abeokuta North","Owan East",2027,"Abeokuta North",0.8,0.8,0.8,0.8,3,"march",0.429058332,"PBO(2021)",0.742619287,0.65,2625
"10353",1035,1035,"Abeokuta North","Owan East",2030,"Abeokuta North",0.8,0.8,0.8,0.8,4,"march",0.429058332,"PBO(2021)",0.742619287,0.65,3720
"1015",1015,1015,"Abeokuta South","Uzo-Uwani",2021,"Abeokuta South",0.8,0.8,0.8,0.8,1,"june",0.443245868,"PBO(2021)",0.74359875,0.65,527
"10151",1015,1015,"Abeokuta South","Uzo-Uwani",2024,"Abeokuta South",0.8,0.8,0.8,0.8,2,"june",0.443245868,"PBO(2021)",0.74359875,0.65,1622
"10152",1015,1015,"Abeokuta South","Uzo-Uwani",2027,"Abeokuta South",0.8,0.8,0.8,0.8,3,"june",0.443245868,"PBO(2021)",0.74359875,0.65,2717
"10153",1015,1015,"Abeokuta South","Uzo-Uwani",2030,"Abeokuta South",0.8,0.8,0.8,0.8,4,"june",0.443245868,"PBO(2021)",0.74359875,0.65,3812
"291",291,291,"Abi","Obubra",2021,"Abi",0.8,0.8,0.8,0.8,1,"june",0.400313882,"Standard 2020",0.46000802,0.53,527
"2911",291,291,"Abi","Obubra",2024,"Abi",0.8,0.8,0.8,0.8,2,"june",0.400313882,"Standard 2020",0.46000802,0.53,1622
"2912",291,291,"Abi","Obubra",2027,"Abi",0.8,0.8,0.8,0.8,3,"june",0.400313882,"Standard 2020",0.46000802,0.53,2717
"2913",291,291,"Abi","Obubra",2030,"Abi",0.8,0.8,0.8,0.8,4,"june",0.400313882,"Standard 2020",0.46000802,0.53,3812
"525",525,525,"Aboh-Mbaise","Ngor-Okpala",2020,"Aboh-Mbaise",0.8,0.8,0.8,0.8,1,"june",0.366998982,"PBO(2021)",0.736534052,0.65,162
"5251",525,525,"Aboh-Mbaise","Ngor-Okpala",2023,"Aboh-Mbaise",0.8,0.8,0.8,0.8,2,"june",0.366998982,"PBO(2021)",0.736534052,0.65,1257
"5252",525,525,"Aboh-Mbaise","Ngor-Okpala",2026,"Aboh-Mbaise",0.8,0.8,0.8,0.8,3,"june",0.366998982,"PBO(2021)",0.736534052,0.65,2352
"5253",525,525,"Aboh-Mbaise","Ngor-Okpala",2029,"Aboh-Mbaise",0.8,0.8,0.8,0.8,4,"june",0.366998982,"PBO(2021)",0.736534052,0.65,3447
"1225",1225,1225,"Abua/Odual","Ahoada West",2020,"Abua-Odual",0.8,0.8,0.8,0.8,1,"may",0.255950957,"PBO(2021)",0.709612874,0.65,131
"12251",1225,1225,"Abua/Odual","Ahoada West",2023,"Abua-Odual",0.8,0.8,0.8,0.8,2,"may",0.255950957,"PBO(2021)",0.709612874,0.65,1226
"12252",1225,1225,"Abua/Odual","Ahoada West",2026,"Abua-Odual",0.8,0.8,0.8,0.8,3,"may",0.255950957,"PBO(2021)",0.709612874,0.65,2321
"12253",1225,1225,"Abua/Odual","Ahoada West",2029,"Abua-Odual",0.8,0.8,0.8,0.8,4,"may",0.255950957,"PBO(2021)",0.709612874,0.65,3416
"499",499,499,"Abuja Municipal","Keana",2020,"Abuja Municipal",0.8,0.8,0.8,0.8,1,"august",0.500846708,"PBO(2021)",0.746583537,0.64847786,223
"4991",499,499,"Abuja Municipal","Keana",2023,"Abuja Municipal",0.8,0.8,0.8,0.8,2,"august",0.500846708,"PBO(2021)",0.746583537,0.64847786,1318
"4992",499,499,"Abuja Municipal","Keana",2026,"Abuja Municipal",0.8,0.8,0.8,0.8,3,"august",0.500846708,"PBO(2021)",0.746583537,0.64847786,2413
"4993",499,499,"Abuja Municipal","Keana",2029,"Abuja Municipal",0.8,0.8,0.8,0.8,4,"august",0.500846708,"PBO(2021)",0.746583537,0.64847786,3508
"861",861,861,"Adavi","Owan East",2020,"Adavi",0.830655145,0.8,0.8,0.8,1,"march",0.308698703,"PBO(2021)",0.726323559,0.65,70
"8611",861,861,"Adavi","Owan East",2023,"Adavi",0.830655145,0.8,0.8,0.8,2,"march",0.308698703,"PBO(2021)",0.726323559,0.65,1165
"8612",861,861,"Adavi","Owan East",2026,"Adavi",0.830655145,0.8,0.8,0.8,3,"march",0.308698703,"PBO(2021)",0.726323559,0.65,2260
"8613",861,861,"Adavi","Owan East",2029,"Adavi",0.830655145,0.8,0.8,0.8,4,"march",0.308698703,"PBO(2021)",0.726323559,0.65,3355
"205",205,205,"Ado","Akinyele",2020,"Ado",0.8,0.8,0.8,0.8,1,"may",0.357778894,"Standard 2020",0.425122422,0.53,131
"2051",205,205,"Ado","Akinyele",2023,"Ado",0.8,0.8,0.8,0.8,2,"may",0.357778894,"Standard 2020",0.425122422,0.53,1226
"2052",205,205,"Ado","Akinyele",2026,"Ado",0.8,0.8,0.8,0.8,3,"may",0.357778894,"Standard 2020",0.425122422,0.53,2321
"2053",205,205,"Ado","Akinyele",2029,"Ado",0.8,0.8,0.8,0.8,4,"may",0.357778894,"Standard 2020",0.425122422,0.53,3416
"1023",1023,1023,"Ado-Odo/Ota","Uzo-Uwani",2021,"Ado-Odo-Ota",0.8,0.8,0.8,0.8,1,"june",0.405185074,"PBO(2021)",0.740672987,0.65,527
"10231",1023,1023,"Ado-Odo/Ota","Uzo-Uwani",2024,"Ado-Odo-Ota",0.8,0.8,0.8,0.8,2,"june",0.405185074,"PBO(2021)",0.740672987,0.65,1622
"10232",1023,1023,"Ado-Odo/Ota","Uzo-Uwani",2027,"Ado-Odo-Ota",0.8,0.8,0.8,0.8,3,"june",0.405185074,"PBO(2021)",0.740672987,0.65,2717
"10233",1023,1023,"Ado-Odo/Ota","Uzo-Uwani",2030,"Ado-Odo-Ota",0.8,0.8,0.8,0.8,4,"june",0.405185074,"PBO(2021)",0.740672987,0.65,3812
"427",427,427,"Ado Ekiti","Owan East",2020,"Ado Ekiti",0.8,0.8,0.8,0.8,1,"march",0.357399296,"PBO(2021)",0.735235955,0.65,70
"4271",427,427,"Ado Ekiti","Owan East",2023,"Ado Ekiti",0.8,0.8,0.8,0.8,2,"march",0.357399296,"PBO(2021)",0.735235955,0.65,1165
"4272",427,427,"Ado Ekiti","Owan East",2026,"Ado Ekiti",0.8,0.8,0.8,0.8,3,"march",0.357399296,"PBO(2021)",0.735235955,0.65,2260
"4273",427,427,"Ado Ekiti","Owan East",2029,"Ado Ekiti",0.8,0.8,0.8,0.8,4,"march",0.357399296,"PBO(2021)",0.735235955,0.65,3355
"1157",1157,1157,"Afijio","Akinyele",2020,"Afijio",0.8,0.8,0.8,0.8,1,"may",0.464150913,"Dual Al+PBO 2020",0.744845222,0.65,131
"11571",1157,1157,"Afijio","Akinyele",2023,"Afijio",0.8,0.8,0.8,0.8,2,"may",0.464150913,"Dual Al+PBO 2020",0.744845222,0.65,1226
"11572",1157,1157,"Afijio","Akinyele",2026,"Afijio",0.8,0.8,0.8,0.8,3,"may",0.464150913,"Dual Al+PBO 2020",0.744845222,0.65,2321
"11573",1157,1157,"Afijio","Akinyele",2029,"Afijio",0.8,0.8,0.8,0.8,4,"may",0.464150913,"Dual Al+PBO 2020",0.744845222,0.65,3416
"367",367,367,"Afikpo North","Oru West",2020,"Afikpo North",0.905685179,0.8,0.8,0.8,1,"june",0.428193447,"Standard 2020",0.482537052,0.53,162
"3671",367,367,"Afikpo North","Oru West",2023,"Afikpo North",0.905685179,0.8,0.8,0.8,2,"june",0.428193447,"Standard 2020",0.482537052,0.53,1257
"3672",367,367,"Afikpo North","Oru West",2026,"Afikpo North",0.905685179,0.8,0.8,0.8,3,"june",0.428193447,"Standard 2020",0.482537052,0.53,2352
"3673",367,367,"Afikpo North","Oru West",2029,"Afikpo North",0.905685179,0.8,0.8,0.8,4,"june",0.428193447,"Standard 2020",0.482537052,0.53,3447
"369",369,369,"Afikpo South","Ngor-Okpala",2020,"Afikpo South",0.8,0.8,0.8,0.8,1,"june",0.44733042,"Standard 2020",0.497764649,0.53,162
"3691",369,369,"Afikpo South","Ngor-Okpala",2023,"Afikpo South",0.8,0.8,0.8,0.8,2,"june",0.44733042,"Standard 2020",0.497764649,0.53,1257
"3692",369,369,"Afikpo South","Ngor-Okpala",2026,"Afikpo South",0.8,0.8,0.8,0.8,3,"june",0.44733042,"Standard 2020",0.497764649,0.53,2352
"3693",369,369,"Afikpo South","Ngor-Okpala",2029,"Afikpo South",0.8,0.8,0.8,0.8,4,"june",0.44733042,"Standard 2020",0.497764649,0.53,3447
"979",979,979,"Agaie","Oke-Ero",2022,"Agaie",0.8,0.8,0.8,0.8,1,"july",0.469310553,"PBO(2021)",0.745121348,0.65,916
"9791",979,979,"Agaie","Oke-Ero",2025,"Agaie",0.8,0.8,0.8,0.8,2,"july",0.469310553,"PBO(2021)",0.745121348,0.65,2011
"9792",979,979,"Agaie","Oke-Ero",2028,"Agaie",0.8,0.8,0.8,0.8,3,"july",0.469310553,"PBO(2021)",0.745121348,0.65,3106
"207",207,207,"Agatu","Keana",2020,"Agatu",0.8,0.833333333,0.8,0.8,1,"august",0.440507142,"Standard 2020",0.492360644,0.53,223
"2071",207,207,"Agatu","Keana",2023,"Agatu",0.8,0.833333333,0.8,0.8,2,"august",0.440507142,"Standard 2020",0.492360644,0.53,1318
"2072",207,207,"Agatu","Keana",2026,"Agatu",0.8,0.833333333,0.8,0.8,3,"august",0.440507142,"Standard 2020",0.492360644,0.53,2413
"2073",207,207,"Agatu","Keana",2029,"Agatu",0.8,0.833333333,0.8,0.8,4,"august",0.440507142,"Standard 2020",0.492360644,0.53,3508
"929",929,929,"Agege","Uzo-Uwani",2020,"Agege",0.8,0.8,0.8,0.8,1,"june",0.445938468,"PBO(2021)",0.743771706,0.65,162
"9291",929,929,"Agege","Uzo-Uwani",2023,"Agege",0.8,0.8,0.8,0.8,2,"june",0.445938468,"PBO(2021)",0.743771706,0.65,1257
"9292",929,929,"Agege","Uzo-Uwani",2026,"Agege",0.8,0.8,0.8,0.8,3,"june",0.445938468,"PBO(2021)",0.743771706,0.65,2352
"9293",929,929,"Agege","Uzo-Uwani",2029,"Agege",0.8,0.8,0.8,0.8,4,"june",0.445938468,"PBO(2021)",0.743771706,0.65,3447
"117",117,117,"Aguata","Oru West",2020,"Aguata",0.8,0.8,0.8,0.8,1,"june",0.454034567,"PBO(2021)",0.744268911,0.65,162
"1172",117,117,"Aguata","Oru West",2023,"Aguata",0.8,0.8,0.8,0.8,2,"june",0.454034567,"PBO(2021)",0.744268911,0.65,1257
"1174",117,117,"Aguata","Oru West",2026,"Aguata",0.8,0.8,0.8,0.8,3,"june",0.454034567,"PBO(2021)",0.744268911,0.65,2352
"1176",117,117,"Aguata","Oru West",2029,"Aguata",0.8,0.8,0.8,0.8,4,"june",0.454034567,"PBO(2021)",0.744268911,0.65,3447
"981",981,981,"Agwara","Birnin Kebbi",2022,"Agwara",0.8,0.8,0.8,0.8,1,"august",0.513248554,"PBO(2021)",0.747067471,0.670022422,953
"9811",981,981,"Agwara","Birnin Kebbi",2025,"Agwara",0.8,0.8,0.8,0.8,2,"august",0.513248554,"PBO(2021)",0.747067471,0.670022422,2048
"9812",981,981,"Agwara","Birnin Kebbi",2028,"Agwara",0.8,0.8,0.8,0.8,3,"august",0.513248554,"PBO(2021)",0.747067471,0.670022422,3143
"485",485,485,"Ahiazu-Mbaise","Ngor-Okpala",2020,"Ahiazu-Mbaise",0.8,0.8,0.8,0.8,1,"june",0.4502266,"PBO(2021)",0.744039224,0.65,162
"4851",485,485,"Ahiazu-Mbaise","Ngor-Okpala",2023,"Ahiazu-Mbaise",0.8,0.8,0.8,0.8,2,"june",0.4502266,"PBO(2021)",0.744039224,0.65,1257
"4852",485,485,"Ahiazu-Mbaise","Ngor-Okpala",2026,"Ahiazu-Mbaise",0.8,0.8,0.8,0.8,3,"june",0.4502266,"PBO(2021)",0.744039224,0.65,2352
"4853",485,485,"Ahiazu-Mbaise","Ngor-Okpala",2029,"Ahiazu-Mbaise",0.8,0.8,0.8,0.8,4,"june",0.4502266,"PBO(2021)",0.744039224,0.65,3447
"1237",1237,1237,"Ahoada East","Ahoada West",2020,"Ahoada East",0.8,0.8,0.8,0.8,1,"may",0.212067193,"PBO(2021)",0.685335866,0.65,131
"12371",1237,1237,"Ahoada East","Ahoada West",2023,"Ahoada East",0.8,0.8,0.8,0.8,2,"may",0.212067193,"PBO(2021)",0.685335866,0.65,1226
"12372",1237,1237,"Ahoada East","Ahoada West",2026,"Ahoada East",0.8,0.8,0.8,0.8,3,"may",0.212067193,"PBO(2021)",0.685335866,0.65,2321
"12373",1237,1237,"Ahoada East","Ahoada West",2029,"Ahoada East",0.8,0.8,0.8,0.8,4,"may",0.212067193,"PBO(2021)",0.685335866,0.65,3416
"1239",1239,1239,"Ahoada West","Ahoada West",2020,"Ahoada West",0.8,0.8,0.8,0.8,1,"may",0.212747654,"PBO(2021)",0.685818488,0.65,131
"12391",1239,1239,"Ahoada West","Ahoada West",2023,"Ahoada West",0.8,0.8,0.8,0.8,2,"may",0.212747654,"PBO(2021)",0.685818488,0.65,1226
"12392",1239,1239,"Ahoada West","Ahoada West",2026,"Ahoada West",0.8,0.8,0.8,0.8,3,"may",0.212747654,"PBO(2021)",0.685818488,0.65,2321
"12393",1239,1239,"Ahoada West","Ahoada West",2029,"Ahoada West",0.8,0.8,0.8,0.8,4,"may",0.212747654,"PBO(2021)",0.685818488,0.65,3416
"1099",1099,1099,"Aiyedade","Akinyele",2020,"Aiyedade",0.8,0.8,0.8,0.8,1,"may",0.401428384,"PBO(2021)",0.740327343,0.65,131
"10991",1099,1099,"Aiyedade","Akinyele",2023,"Aiyedade",0.8,0.8,0.8,0.8,2,"may",0.401428384,"PBO(2021)",0.740327343,0.65,1226
"10992",1099,1099,"Aiyedade","Akinyele",2026,"Aiyedade",0.8,0.8,0.8,0.8,3,"may",0.401428384,"PBO(2021)",0.740327343,0.65,2321
"10993",1099,1099,"Aiyedade","Akinyele",2029,"Aiyedade",0.8,0.8,0.8,0.8,4,"may",0.401428384,"PBO(2021)",0.740327343,0.65,3416
"1101",1101,1101,"Aiyedire","Akinyele",2020,"Aiyedire",0.8,0.8,0.8,0.8,1,"may",0.440828641,"PBO(2021)",0.743440107,0.65,131
"11011",1101,1101,"Aiyedire","Akinyele",2023,"Aiyedire",0.8,0.8,0.8,0.8,2,"may",0.440828641,"PBO(2021)",0.743440107,0.65,1226
"11012",1101,1101,"Aiyedire","Akinyele",2026,"Aiyedire",0.8,0.8,0.8,0.8,3,"may",0.440828641,"PBO(2021)",0.743440107,0.65,2321
"11013",1101,1101,"Aiyedire","Akinyele",2029,"Aiyedire",0.8,0.8,0.8,0.8,4,"may",0.440828641,"PBO(2021)",0.743440107,0.65,3416
"863",863,863,"Ajaokuta","Owan East",2020,"Ajaokuta",0.8,0.8,0.8,0.8,1,"march",0.321205627,"PBO(2021)",0.729055954,0.65,70
"8631",863,863,"Ajaokuta","Owan East",2023,"Ajaokuta",0.8,0.8,0.8,0.8,2,"march",0.321205627,"PBO(2021)",0.729055954,0.65,1165
"8632",863,863,"Ajaokuta","Owan East",2026,"Ajaokuta",0.8,0.8,0.8,0.8,3,"march",0.321205627,"PBO(2021)",0.729055954,0.65,2260
"8633",863,863,"Ajaokuta","Owan East",2029,"Ajaokuta",0.8,0.8,0.8,0.8,4,"march",0.321205627,"PBO(2021)",0.729055954,0.65,3355
"931",931,931,"Ajeromi-Ifelodun","Uzo-Uwani",2020,"Ajeromi-Ifelodun",0.8,0.8,0.8,0.8,1,"june",0.442448497,"PBO(2021)",0.743546776,0.65,162
"9311",931,931,"Ajeromi-Ifelodun","Uzo-Uwani",2023,"Ajeromi-Ifelodun",0.8,0.8,0.8,0.8,2,"june",0.442448497,"PBO(2021)",0.743546776,0.65,1257
"9312",931,931,"Ajeromi-Ifelodun","Uzo-Uwani",2026,"Ajeromi-Ifelodun",0.8,0.8,0.8,0.8,3,"june",0.442448497,"PBO(2021)",0.743546776,0.65,2352
"9313",931,931,"Ajeromi-Ifelodun","Uzo-Uwani",2029,"Ajeromi-Ifelodun",0.8,0.8,0.8,0.8,4,"june",0.442448497,"PBO(2021)",0.743546776,0.65,3447
"689",689,689,"Ajingi","Taura",2022,"Ajingi",0.838709677,0.8,0.8,0.980769231,1,"july",0.772623248,"PBO(2021)",0.751602855,0.91186478,916
"6891",689,689,"Ajingi","Taura",2025,"Ajingi",0.838709677,0.8,0.8,0.980769231,2,"july",0.772623248,"PBO(2021)",0.751602855,0.91186478,2011
"6892",689,689,"Ajingi","Taura",2028,"Ajingi",0.838709677,0.8,0.8,0.980769231,3,"july",0.772623248,"PBO(2021)",0.751602855,0.91186478,3106
"1533",1533,1533,"Akamkpa","Ngor-Okpala",2021,"Akamkpa",0.8,0.8,0.8,0.8,1,"june",0.473355826,"Standard 2020",0.518082922,0.53,527
"15331",1533,1533,"Akamkpa","Ngor-Okpala",2024,"Akamkpa",0.8,0.8,0.8,0.8,2,"june",0.473355826,"Standard 2020",0.518082922,0.53,1622
"15332",1533,1533,"Akamkpa","Ngor-Okpala",2027,"Akamkpa",0.8,0.8,0.8,0.8,3,"june",0.473355826,"Standard 2020",0.518082922,0.53,2717
"15333",1533,1533,"Akamkpa","Ngor-Okpala",2030,"Akamkpa",0.8,0.8,0.8,0.8,4,"june",0.473355826,"Standard 2020",0.518082922,0.53,3812
"1159",1159,1159,"Akinyele","Akinyele",2020,"Akinyele",0.8,0.8,0.8,0.8,1,"may",0.353306712,"Dual Al+PBO 2020",0.734644463,0.65,131
"11591",1159,1159,"Akinyele","Akinyele",2023,"Akinyele",0.8,0.8,0.8,0.8,2,"may",0.353306712,"Dual Al+PBO 2020",0.734644463,0.65,1226
"11592",1159,1159,"Akinyele","Akinyele",2026,"Akinyele",0.8,0.8,0.8,0.8,3,"may",0.353306712,"Dual Al+PBO 2020",0.734644463,0.65,2321
"11593",1159,1159,"Akinyele","Akinyele",2029,"Akinyele",0.8,0.8,0.8,0.8,4,"may",0.353306712,"Dual Al+PBO 2020",0.734644463,0.65,3416
"501",501,501,"Akko","Alkaleri",2021,"Akko",0.8,0.8,0.8,0.8,1,"july",0.430348191,"PBO(2021)",0.742713325,0.65,551
"5011",501,501,"Akko","Alkaleri",2024,"Akko",0.8,0.8,0.8,0.8,2,"july",0.430348191,"PBO(2021)",0.742713325,0.65,1646
"5012",501,501,"Akko","Alkaleri",2027,"Akko",0.8,0.8,0.8,0.8,3,"july",0.430348191,"PBO(2021)",0.742713325,0.65,2741
"5013",501,501,"Akko","Alkaleri",2030,"Akko",0.8,0.8,0.8,0.8,4,"july",0.430348191,"PBO(2021)",0.742713325,0.65,3836
"389",389,389,"Akoko-Edo","Owan East",2020,"Akoko-Edo",0.8,0.8,0.8,0.8,1,"march",0.304845225,"PBO(2021)",0.725405618,0.65,70
"3891",389,389,"Akoko-Edo","Owan East",2023,"Akoko-Edo",0.8,0.8,0.8,0.8,2,"march",0.304845225,"PBO(2021)",0.725405618,0.65,1165
"3892",389,389,"Akoko-Edo","Owan East",2026,"Akoko-Edo",0.8,0.8,0.8,0.8,3,"march",0.304845225,"PBO(2021)",0.725405618,0.65,2260
"3893",389,389,"Akoko-Edo","Owan East",2029,"Akoko-Edo",0.8,0.8,0.8,0.8,4,"march",0.304845225,"PBO(2021)",0.725405618,0.65,3355
"1061",1061,1061,"Akoko North East","Oke-Ero",2020,"Akoko North East",0.8,0.8,0.8,0.8,1,"july",0.346553372,"PBO(2021)",0.733614536,0.65,186
"10611",1061,1061,"Akoko North East","Oke-Ero",2023,"Akoko North East",0.8,0.8,0.8,0.8,2,"july",0.346553372,"PBO(2021)",0.733614536,0.65,1281
"10612",1061,1061,"Akoko North East","Oke-Ero",2026,"Akoko North East",0.8,0.8,0.8,0.8,3,"july",0.346553372,"PBO(2021)",0.733614536,0.65,2376
"10613",1061,1061,"Akoko North East","Oke-Ero",2029,"Akoko North East",0.8,0.8,0.8,0.8,4,"july",0.346553372,"PBO(2021)",0.733614536,0.65,3471
"1063",1063,1063,"Akoko North West","Oke-Ero",2020,"Akoko North West",0.8,0.8,0.8,0.8,1,"july",0.316763911,"PBO(2021)",0.728126692,0.65,186
"10631",1063,1063,"Akoko North West","Oke-Ero",2023,"Akoko North West",0.8,0.8,0.8,0.8,2,"july",0.316763911,"PBO(2021)",0.728126692,0.65,1281
"10632",1063,1063,"Akoko North West","Oke-Ero",2026,"Akoko North West",0.8,0.8,0.8,0.8,3,"july",0.316763911,"PBO(2021)",0.728126692,0.65,2376
"10633",1063,1063,"Akoko North West","Oke-Ero",2029,"Akoko North West",0.8,0.8,0.8,0.8,4,"july",0.316763911,"PBO(2021)",0.728126692,0.65,3471
"1065",1065,1065,"Akoko South East","Oke-Ero",2020,"Akoko South East",0.8,0.8,0.8,0.8,1,"july",0.347034531,"PBO(2021)",0.733690227,0.65,186
"10651",1065,1065,"Akoko South East","Oke-Ero",2023,"Akoko South East",0.8,0.8,0.8,0.8,2,"july",0.347034531,"PBO(2021)",0.733690227,0.65,1281
"10652",1065,1065,"Akoko South East","Oke-Ero",2026,"Akoko South East",0.8,0.8,0.8,0.8,3,"july",0.347034531,"PBO(2021)",0.733690227,0.65,2376
"10653",1065,1065,"Akoko South East","Oke-Ero",2029,"Akoko South East",0.8,0.8,0.8,0.8,4,"july",0.347034531,"PBO(2021)",0.733690227,0.65,3471
"1067",1067,1067,"Akoko South West","Oke-Ero",2020,"Akoko South West",0.8,0.8,0.8,0.8,1,"july",0.330802879,"PBO(2021)",0.73092257,0.65,186
"10671",1067,1067,"Akoko South West","Oke-Ero",2023,"Akoko South West",0.8,0.8,0.8,0.8,2,"july",0.330802879,"PBO(2021)",0.73092257,0.65,1281
"10672",1067,1067,"Akoko South West","Oke-Ero",2026,"Akoko South West",0.8,0.8,0.8,0.8,3,"july",0.330802879,"PBO(2021)",0.73092257,0.65,2376
"10673",1067,1067,"Akoko South West","Oke-Ero",2029,"Akoko South West",0.8,0.8,0.8,0.8,4,"july",0.330802879,"PBO(2021)",0.73092257,0.65,3471
"1537",1537,1537,"Akpabuyo","Nsit Ubium",2021,"Akpabuyo",0.8,0.8,0.8,0.8,1,"june",0.417147714,"Standard 2020",0.473654536,0.53,527
"15371",1537,1537,"Akpabuyo","Nsit Ubium",2024,"Akpabuyo",0.8,0.8,0.8,0.8,2,"june",0.417147714,"Standard 2020",0.473654536,0.53,1622
"15372",1537,1537,"Akpabuyo","Nsit Ubium",2027,"Akpabuyo",0.8,0.8,0.8,0.8,3,"june",0.417147714,"Standard 2020",0.473654536,0.53,2717
"15373",1537,1537,"Akpabuyo","Nsit Ubium",2030,"Akpabuyo",0.8,0.8,0.8,0.8,4,"june",0.417147714,"Standard 2020",0.473654536,0.53,3812
"1283",1283,1283,"Akuku Toru","Ahoada West",2020,"Akuku Toru",0.8,0.8,0.8,0.8,1,"may",0.307675695,"PBO(2021)",0.72608356,0.65,131
"12831",1283,1283,"Akuku Toru","Ahoada West",2023,"Akuku Toru",0.8,0.8,0.8,0.8,2,"may",0.307675695,"PBO(2021)",0.72608356,0.65,1226
"12832",1283,1283,"Akuku Toru","Ahoada West",2026,"Akuku Toru",0.8,0.8,0.8,0.8,3,"may",0.307675695,"PBO(2021)",0.72608356,0.65,2321
"12833",1283,1283,"Akuku Toru","Ahoada West",2029,"Akuku Toru",0.8,0.8,0.8,0.8,4,"may",0.307675695,"PBO(2021)",0.72608356,0.65,3416
