LGA,Rep_DS,U5_coverage,adult_coverage,simday,duration,year,round,severe_cases
Anaocha,Oru West,0.690162165,0.690162165,436,295,2021,2,0.629359997
Andoni,Nsit Ubium,0.212326582,0.212326582,71,365,2020,1,0.535733076
Andoni,Nsit Ubium,0.258059658,0.258059658,436,295,2021,2,0.581466152
Aninri,Oru West,0.58764168,0.58764168,71,365,2020,1,0.559679998
Aninri,Oru West,0.657321679,0.657321679,436,295,2021,2,0.629359997
Aniocha North,Uzo-Uwani,0.49040945,0.49040945,71,365,2020,1,0.560216965
Aniocha North,Uzo-Uwani,0.560626416,0.560626416,436,295,2021,2,0.630433931
Aniocha South,Uzo-Uwani,0.49040945,0.49040945,71,365,2020,1,0.560216965
Aniocha South,Uzo-Uwani,0.560626416,0.560626416,436,295,2021,2,0.630433931
Anka,Darazo,0.104655852,0.104655852,71,365,2020,1,0.512999037
Anka,Darazo,0.12765489,0.12765489,436,295,2021,2,0.535998075
Ankpa,Owan East,0.321365157,0.321365157,71,365,2020,1,0.532422378
Ankpa,Owan East,0.363787535,0.363787535,436,295,2021,2,0.574844756
Apa,Keana,0.200415943,0.200415943,71,365,2020,1,0.51322873
Apa,Keana,0.223644673,0.223644673,436,295,2021,2,0.53645746
Apapa,Isoko South,0.128883072,0.128883072,71,365,2020,1,0.497286832
Apapa,Isoko South,0.136169905,0.136169905,436,295,2021,2,0.504573665
Ardo-Kola,Keana,0.27322873,0.27322873,71,365,2020,1,0.51322873
Ardo-Kola,Keana,0.29645746,0.29645746,436,295,2021,2,0.53645746
Arewa-Dandi,Birnin Kebbi,0.730297479,0.730297479,71,365,2020,1,0.553630812
Arewa-Dandi,Birnin Kebbi,0.793928291,0.793928291,436,295,2021,2,0.617261624
Argungu,Birnin Kebbi,0.655380838,0.655380838,71,365,2020,1,0.553630812
Argungu,Birnin Kebbi,0.71901165,0.71901165,436,295,2021,2,0.617261624
Arochukwu,Ngor-Okpala,0.336494604,0.336494604,71,365,2020,1,0.543121201
Arochukwu,Ngor-Okpala,0.389615805,0.389615805,436,295,2021,2,0.596242402
Asa,Oke-Ero,0.364277921,0.364277921,71,365,2020,1,0.520944588
Asa,Oke-Ero,0.395222509,0.395222509,436,295,2021,2,0.551889176
Asari-Toru,Ahoada West,0.461410799,0.461410799,71,365,2020,1,0.508514086
Asari-Toru,Ahoada West,0.479924885,0.479924885,436,295,2021,2,0.527028172
Askira-Uba,Darazo,0.137370113,0.137370113,71,365,2020,1,0.512999037
Askira-Uba,Darazo,0.160369151,0.160369151,436,295,2021,2,0.535998075
Atakumosa East,Oke-Ero,0.277784177,0.277784177,71,365,2020,1,0.520944588
Atakumosa East,Oke-Ero,0.308728765,0.308728765,436,295,2021,2,0.551889176
Atakumosa West,Akinyele,0.182900173,0.182900173,71,365,2020,1,0.517973938
Atakumosa West,Akinyele,0.21087411,0.21087411,436,295,2021,2,0.545947875
Atiba,Akinyele,0.182900173,0.182900173,71,365,2020,1,0.517973938
Atiba,Akinyele,0.21087411,0.21087411,436,295,2021,2,0.545947875
Atigbo,Oke-Ero,0.277784177,0.277784177,71,365,2020,1,0.520944588
Atigbo,Oke-Ero,0.308728765,0.308728765,436,295,2021,2,0.551889176
Augie,Birnin Kebbi,0.60209235,0.60209235,71,365,2020,1,0.553630812
Augie,Birnin Kebbi,0.665723162,0.665723162,436,295,2021,2,0.617261624
Auyo,Taura,0.780445166,0.780445166,71,365,2020,1,0.520445166
Auyo,Taura,0.810890332,0.810890332,436,295,2021,2,0.550890332
Awe,Keana,0.200415943,0.200415943,71,365,2020,1,0.51322873
Awe,Keana,0.223644673,0.223644673,436,295,2021,2,0.53645746
Awgu,Oru West,0.480757426,0.480757426,71,365,2020,1,0.559679998
Awgu,Oru West,0.550437425,0.550437425,436,295,2021,2,0.629359997
Awka North,Uzo-Uwani,0.736883632,0.736883632,71,365,2020,1,0.560216965
Awka North,Uzo-Uwani,0.807100598,0.807100598,436,295,2021,2,0.630433931
Awka South,Uzo-Uwani,0.49040945,0.49040945,71,365,2020,1,0.560216965
Awka South,Uzo-Uwani,0.560626416,0.560626416,436,295,2021,2,0.630433931
Ayamelum,Uzo-Uwani,0.836883645,0.836883645,71,365,2020,1,0.560216965
Ayamelum,Uzo-Uwani,0.907100611,0.907100611,436,295,2021,2,0.630433931
Babura,Babura,0.561562489,0.561562489,71,365,2020,1,0.555618138
Babura,Babura,0.627180626,0.627180626,436,295,2021,2,0.621236275
Badagry,Uzo-Uwani,0.49040945,0.49040945,71,365,2020,1,0.560216965
Badagry,Uzo-Uwani,0.560626416,0.560626416,436,295,2021,2,0.630433931
Bade,Taura,0.078064214,0.078064214,71,365,2020,1,0.520445166
Bade,Taura,0.10850938,0.10850938,436,295,2021,2,0.550890332
Bagudo,Birnin Kebbi,0.408907685,0.408907685,71,365,2020,1,0.553630812
Bagudo,Birnin Kebbi,0.472538497,0.472538497,436,295,2021,2,0.617261624
Bagwai,Babura,0.265618138,0.265618138,71,365,2020,1,0.555618138
Bagwai,Babura,0.331236275,0.331236275,436,295,2021,2,0.621236275
Bakassi,Obubra,0.470486689,0.470486689,71,365,2020,1,0.550389199
Bakassi,Obubra,0.530875889,0.530875889,436,295,2021,2,0.610778399
Bakori,Gwarzo,0.208235286,0.208235286,71,365,2020,1,0.526062739
Bakori,Gwarzo,0.244298024,0.244298024,436,295,2021,2,0.562125477
Bakura,Darazo,0.137370113,0.137370113,71,365,2020,1,0.512999037
Bakura,Darazo,0.160369151,0.160369151,436,295,2021,2,0.535998075
Balanga,Alkaleri,0.254208063,0.254208063,71,365,2020,1,0.530042716
Balanga,Alkaleri,0.294250779,0.294250779,436,295,2021,2,0.570085432
Bali,Keana,0.3521685,0.3521685,71,365,2020,1,0.51322873
Bali,Keana,0.37539723,0.37539723,436,295,2021,2,0.53645746
Bama,Darazo,0.137370113,0.137370113,71,365,2020,1,0.512999037
Bama,Darazo,0.160369151,0.160369151,436,295,2021,2,0.535998075
Barikin Ladi,Soba,0.022182499,0.022182499,71,365,2020,1,0.491687809
Barikin Ladi,Soba,0.023870307,0.023870307,436,295,2021,2,0.493375617
Baruten,Oke-Ero,0.277784177,0.277784177,71,365,2020,1,0.520944588
Baruten,Oke-Ero,0.308728765,0.308728765,436,295,2021,2,0.551889176
Bassa1,Keana,0.22322873,0.22322873,71,365,2020,1,0.51322873
Bassa1,Keana,0.24645746,0.24645746,436,295,2021,2,0.53645746
Bassa2,Soba,0.022182499,0.022182499,71,365,2020,1,0.491687809
Bassa2,Soba,0.023870307,0.023870307,436,295,2021,2,0.493375617
Batagarawa,Rimi,0.396349649,0.396349649,71,365,2020,1,0.513272723
Batagarawa,Rimi,0.419622373,0.419622373,436,295,2021,2,0.536545447
Batsari,Rimi,0.356606056,0.356606056,71,365,2020,1,0.513272723
Batsari,Rimi,0.37987878,0.37987878,436,295,2021,2,0.536545447
Bauchi,Alkaleri,0.067120208,0.067120208,71,365,2020,1,0.530042716
Bauchi,Alkaleri,0.107162924,0.107162924,436,295,2021,2,0.570085432
Baure,Babura,0.422760995,0.422760995,71,365,2020,1,0.555618138
Baure,Babura,0.488379132,0.488379132,436,295,2021,2,0.621236275
Bayo,Alkaleri,0.540042716,0.540042716,71,365,2020,1,0.530042716
Bayo,Alkaleri,0.580085432,0.580085432,436,295,2021,2,0.570085432
Bebeji,Gwarzo,0.208235286,0.208235286,71,365,2020,1,0.526062739
Bebeji,Gwarzo,0.244298024,0.244298024,436,295,2021,2,0.562125477
Bekwara,Oke-Ero,0.277784177,0.277784177,71,365,2020,1,0.520944588
Bekwara,Oke-Ero,0.308728765,0.308728765,436,295,2021,2,0.551889176
Bende,Ngor-Okpala,0.229047005,0.229047005,71,365,2020,1,0.543121201
Bende,Ngor-Okpala,0.282168206,0.282168206,436,295,2021,2,0.596242402
Biase,Ngor-Okpala,0.641149512,0.641149512,71,365,2020,1,0.543121201
Biase,Ngor-Okpala,0.694270713,0.694270713,436,295,2021,2,0.596242402
Bichi,Gwarzo,0.208235286,0.208235286,71,365,2020,1,0.526062739
Bichi,Gwarzo,0.244298024,0.244298024,436,295,2021,2,0.562125477
Bida,Oke-Ero,0.530944588,0.530944588,71,365,2020,1,0.520944588
Bida,Oke-Ero,0.561889176,0.561889176,436,295,2021,2,0.551889176
Billiri,Alkaleri,0.373376049,0.373376049,71,365,2020,1,0.530042716
Billiri,Alkaleri,0.413418765,0.413418765,436,295,2021,2,0.570085432
Bindawa,Rimi,0.123272723,0.123272723,71,365,2020,1,0.513272723
Bindawa,Rimi,0.146545447,0.146545447,436,295,2021,2,0.536545447
Binji,Gawabawa,0.262277906,0.262277906,71,365,2020,1,0.502277906
Binji,Gawabawa,0.274555812,0.274555812,436,295,2021,2,0.514555812
Biriniwa,Taura,0.197111833,0.197111833,71,365,2020,1,0.520445166
Biriniwa,Taura,0.227556999,0.227556999,436,295,2021,2,0.550890332
Birni Kudu,Takali,0.262119609,0.262119609,71,365,2020,1,0.528136526
Birni Kudu,Takali,0.300256135,0.300256135,436,295,2021,2,0.566273052
Birnin Kebbi,Birnin Kebbi,0.636570518,0.636570518,71,365,2020,1,0.553630812
Birnin Kebbi,Birnin Kebbi,0.70020133,0.70020133,436,295,2021,2,0.617261624
Birnin Magaji,Rimi,0.233268295,0.233268295,71,365,2020,1,0.513272723
Birnin Magaji,Rimi,0.256541019,0.256541019,436,295,2021,2,0.536545447
Birnin-Gwari,Giwa,0.167464844,0.167464844,71,365,2020,1,0.526956512
Birnin-Gwari,Giwa,0.204421355,0.204421355,436,295,2021,2,0.563913023
Biu,Darazo,0.522999037,0.522999037,71,365,2020,1,0.512999037
Biu,Darazo,0.545998075,0.545998075,436,295,2021,2,0.535998075
Bodinga,Gawabawa,0.11890935,0.11890935,71,365,2020,1,0.502277906
Bodinga,Gawabawa,0.131187256,0.131187256,436,295,2021,2,0.514555812
Bogoro,Alkaleri,0.274170269,0.274170269,71,365,2020,1,0.530042716
Bogoro,Alkaleri,0.314212985,0.314212985,436,295,2021,2,0.570085432
Boki,Obubra,0.310389199,0.310389199,71,365,2020,1,0.550389199
Boki,Obubra,0.370778399,0.370778399,436,295,2021,2,0.610778399
Bokkos,Giwa,0.167464844,0.167464844,71,365,2020,1,0.526956512
Bokkos,Giwa,0.204421355,0.204421355,436,295,2021,2,0.563913023
Boluwaduro,Akinyele,0.182900173,0.182900173,71,365,2020,1,0.517973938
Boluwaduro,Akinyele,0.21087411,0.21087411,436,295,2021,2,0.545947875
Bomadi,Isoko South,0.128883072,0.128883072,71,365,2020,1,0.497286832
Bomadi,Isoko South,0.136169905,0.136169905,436,295,2021,2,0.504573665
Bonny,Nsit Ubium,0.642280312,0.642280312,71,365,2020,1,0.535733076
Bonny,Nsit Ubium,0.688013388,0.688013388,436,295,2021,2,0.581466152
Borgu,Oke-Ero,0.316658874,0.316658874,71,365,2020,1,0.520944588
Borgu,Oke-Ero,0.347603462,0.347603462,436,295,2021,2,0.551889176
Boripe,Akinyele,0.361307271,0.361307271,71,365,2020,1,0.517973938
Boripe,Akinyele,0.389281208,0.389281208,436,295,2021,2,0.545947875
Bosso,Keana,0.239287407,0.239287407,71,365,2020,1,0.51322873
Bosso,Keana,0.262516137,0.262516137,436,295,2021,2,0.53645746
Brass,Ahoada West,0.532980699,0.532980699,71,365,2020,1,0.508514086
Brass,Ahoada West,0.551494785,0.551494785,436,295,2021,2,0.527028172
Buji,Takali,0.216891525,0.216891525,71,365,2020,1,0.528136526
Buji,Takali,0.255028051,0.255028051,436,295,2021,2,0.566273052
Bukkuyum,Alkaleri,0.274170269,0.274170269,71,365,2020,1,0.530042716
Bukkuyum,Alkaleri,0.314212985,0.314212985,436,295,2021,2,0.570085432
Bungudu,Takali,0.335358919,0.335358919,71,365,2020,1,0.528136526
Bungudu,Takali,0.373495445,0.373495445,436,295,2021,2,0.566273052
Bunkure,Gwarzo,0.208235286,0.208235286,71,365,2020,1,0.526062739
Bunkure,Gwarzo,0.244298024,0.244298024,436,295,2021,2,0.562125477
Bunza,Birnin Kebbi,0.485886492,0.485886492,71,365,2020,1,0.553630812
Bunza,Birnin Kebbi,0.549517304,0.549517304,436,295,2021,2,0.617261624
Bursari,Taura,0.155445166,0.155445166,71,365,2020,1,0.520445166
Bursari,Taura,0.185890332,0.185890332,436,295,2021,2,0.550890332
Buruku,Keana,0.223228768,0.223228768,71,365,2020,1,0.51322873
Buruku,Keana,0.246457498,0.246457498,436,295,2021,2,0.53645746
Burutu,Isoko South,0.128883072,0.128883072,71,365,2020,1,0.497286832
Burutu,Isoko South,0.136169905,0.136169905,436,295,2021,2,0.504573665
Bwari,Giwa,0.191225455,0.191225455,71,365,2020,1,0.526956512
Bwari,Giwa,0.228181966,0.228181966,436,295,2021,2,0.563913023
Calabar South,Nsit Ubium,0.343460837,0.343460837,71,365,2020,1,0.535733076
Calabar South,Nsit Ubium,0.389193913,0.389193913,436,295,2021,2,0.581466152
Calabar-Municipal,Nsit Ubium,0.345472752,0.345472752,71,365,2020,1,0.535733076
Calabar-Municipal,Nsit Ubium,0.391205828,0.391205828,436,295,2021,2,0.581466152
Chanchaga,Keana,0.412194244,0.412194244,71,365,2020,1,0.51322873
Chanchaga,Keana,0.435422974,0.435422974,436,295,2021,2,0.53645746
Charanchi,Rimi,0.128535881,0.128535881,71,365,2020,1,0.513272723
Charanchi,Rimi,0.151808605,0.151808605,436,295,2021,2,0.536545447
Chibok,Darazo,0.137370113,0.137370113,71,365,2020,1,0.512999037
Chibok,Darazo,0.160369151,0.160369151,436,295,2021,2,0.535998075
Chikun,Soba,0.022182499,0.022182499,71,365,2020,1,0.491687809
Chikun,Soba,0.023870307,0.023870307,436,295,2021,2,0.493375617
Dala,Alkaleri,0.890088923,0.890088923,71,365,2020,1,0.530042716
Dala,Alkaleri,0.930131639,0.930131639,436,295,2021,2,0.570085432
Damaturu,Darazo,0.137370113,0.137370113,71,365,2020,1,0.512999037
Damaturu,Darazo,0.160369151,0.160369151,436,295,2021,2,0.535998075
Damban,Darazo,0.35633237,0.35633237,71,365,2020,1,0.512999037
Damban,Darazo,0.379331408,0.379331408,436,295,2021,2,0.535998075
Dambatta,Babura,0.398951471,0.398951471,71,365,2020,1,0.555618138
Dambatta,Babura,0.464569608,0.464569608,436,295,2021,2,0.621236275
Damboa,Darazo,0.137370113,0.137370113,71,365,2020,1,0.512999037
Damboa,Darazo,0.160369151,0.160369151,436,295,2021,2,0.535998075
Dan Musa,Rimi,0.233268295,0.233268295,71,365,2020,1,0.513272723
Dan Musa,Rimi,0.256541019,0.256541019,436,295,2021,2,0.536545447
Dandi,Birnin Kebbi,0.412736242,0.412736242,71,365,2020,1,0.553630812
Dandi,Birnin Kebbi,0.476367054,0.476367054,436,295,2021,2,0.617261624
Dandume,Giwa,0.167464844,0.167464844,71,365,2020,1,0.526956512
Dandume,Giwa,0.204421355,0.204421355,436,295,2021,2,0.563913023
Dange-Shnsi,Gawabawa,0.137277906,0.137277906,71,365,2020,1,0.502277906
Dange-Shnsi,Gawabawa,0.149555812,0.149555812,436,295,2021,2,0.514555812
Danja,Giwa,0.167464844,0.167464844,71,365,2020,1,0.526956512
Danja,Giwa,0.204421355,0.204421355,436,295,2021,2,0.563913023
Darazo,Darazo,0.184151649,0.184151649,71,365,2020,1,0.512999037
Darazo,Darazo,0.207150687,0.207150687,436,295,2021,2,0.535998075
Dass,Alkaleri,0.274170269,0.274170269,71,365,2020,1,0.530042716
Dass,Alkaleri,0.314212985,0.314212985,436,295,2021,2,0.570085432
Daura,Babura,0.267848579,0.267848579,71,365,2020,1,0.555618138
Daura,Babura,0.333466716,0.333466716,436,295,2021,2,0.621236275
Dawakin Kudu,Gwarzo,0.308790012,0.308790012,71,365,2020,1,0.526062739
Dawakin Kudu,Gwarzo,0.34485275,0.34485275,436,295,2021,2,0.562125477
Dawakin Tofa,Taura,0.212263348,0.212263348,71,365,2020,1,0.520445166
Dawakin Tofa,Taura,0.242708514,0.242708514,436,295,2021,2,0.550890332
Degema,Ahoada West,0.268514086,0.268514086,71,365,2020,1,0.508514086
Degema,Ahoada West,0.287028172,0.287028172,436,295,2021,2,0.527028172
Dekina,Owan East,0.232720141,0.232720141,71,365,2020,1,0.532422378
Dekina,Owan East,0.275142519,0.275142519,436,295,2021,2,0.574844756
Demsa,Alkaleri,0.742029565,0.742029565,71,365,2020,1,0.530042716
Demsa,Alkaleri,0.782072281,0.782072281,436,295,2021,2,0.570085432
Dikwa,Darazo,0.137370113,0.137370113,71,365,2020,1,0.512999037
Dikwa,Darazo,0.160369151,0.160369151,436,295,2021,2,0.535998075
Doguwa,Giwa,0.167391295,0.167391295,71,365,2020,1,0.526956512
Doguwa,Giwa,0.204347806,0.204347806,436,295,2021,2,0.563913023
Doma,Keana,0.200415943,0.200415943,71,365,2020,1,0.51322873
Doma,Keana,0.223644673,0.223644673,436,295,2021,2,0.53645746
Donga,Keana,0.308148337,0.308148337,71,365,2020,1,0.51322873
Donga,Keana,0.331377067,0.331377067,436,295,2021,2,0.53645746
Dukku,Darazo,0.137370113,0.137370113,71,365,2020,1,0.512999037
Dukku,Darazo,0.160369151,0.160369151,436,295,2021,2,0.535998075
Dunukofia,Uzo-Uwani,0.49040945,0.49040945,71,365,2020,1,0.560216965
Dunukofia,Uzo-Uwani,0.560626416,0.560626416,436,295,2021,2,0.630433931
Dutse,Takali,0.186624565,0.186624565,71,365,2020,1,0.528136526
Dutse,Takali,0.224761091,0.224761091,436,295,2021,2,0.566273052
Dutsi,Rimi,0.254041954,0.254041954,71,365,2020,1,0.513272723
Dutsi,Rimi,0.277314678,0.277314678,436,295,2021,2,0.536545447
Dutsin-Ma,Rimi,0.233268295,0.233268295,71,365,2020,1,0.513272723
Dutsin-Ma,Rimi,0.256541019,0.256541019,436,295,2021,2,0.536545447
Eastern Obolo,Nsit Ubium,0.645733076,0.645733076,71,365,2020,1,0.535733076
Eastern Obolo,Nsit Ubium,0.691466152,0.691466152,436,295,2021,2,0.581466152
Ebonyi,Owan East,0.321365157,0.321365157,71,365,2020,1,0.532422378
Ebonyi,Owan East,0.363787535,0.363787535,436,295,2021,2,0.574844756
Edati,Oke-Ero,0.277784177,0.277784177,71,365,2020,1,0.520944588
Edati,Oke-Ero,0.308728765,0.308728765,436,295,2021,2,0.551889176
Ede North,Akinyele,0.182900173,0.182900173,71,365,2020,1,0.517973938
Ede North,Akinyele,0.21087411,0.21087411,436,295,2021,2,0.545947875
Ede South,Akinyele,0.182900173,0.182900173,71,365,2020,1,0.517973938
Ede South,Akinyele,0.21087411,0.21087411,436,295,2021,2,0.545947875
Edu,Oke-Ero,0.277784177,0.277784177,71,365,2020,1,0.520944588
Edu,Oke-Ero,0.308728765,0.308728765,436,295,2021,2,0.551889176
Efon-Alayee,Oke-Ero,0.277784177,0.277784177,71,365,2020,1,0.520944588
Efon-Alayee,Oke-Ero,0.308728765,0.308728765,436,295,2021,2,0.551889176
Egbado North,Owan East,0.321365157,0.321365157,71,365,2020,1,0.532422378
Egbado North,Owan East,0.363787535,0.363787535,436,295,2021,2,0.574844756
Egbado South,Uzo-Uwani,0.49040945,0.49040945,71,365,2020,1,0.560216965
