,seasonality,month,cases,population,incidence
78,Gawabawa,7,4131.200000000001,1000,48.94151186054513
79,Gawabawa,8,4787.800000000001,1000,56.72012260019316
80,Gawabawa,9,5748.799999999998,1000,68.10490012197467
81,Gawabawa,10,5315.8,1000,62.97523449561526
82,Gawabawa,11,4778.799999999999,1000,56.61350137470299
83,Gawabawa,12,3361.7999999999997,1000,39.826581761420556
84,Giwa,1,1240.4,1000,23.37256900033088
85,Giwa,2,1556.6000000000001,1000,29.33065213311436
86,Giwa,3,1452.0,1000,27.35969863631122
87,Giwa,4,1640.8,1000,30.917213169737913
88,Giwa,5,1055.6,1000,19.89042553752763
89,Giwa,6,1505.0,1000,28.358365322071887
90,Giwa,7,1719.2,1000,32.394486153957466
91,Giwa,8,2075.4,1000,39.106279992975416
92,Giwa,9,2052.2,1000,38.66912778335943
93,Giwa,10,2211.4,1000,41.66889639417261
94,Giwa,11,2009.6,1000,37.86642588121971
95,Giwa,12,1572.6000000000001,1000,29.632136415608144
96,Gwarzo,1,3233.6,1000,29.552664994915833
97,Gwarzo,2,2928.8,1000,26.76702289618676
98,Gwarzo,3,3842.5999999999995,1000,35.11846564493555
99,Gwarzo,4,2877.6,1000,26.29909351477295
100,Gwarzo,5,3315.9999999999995,1000,30.305738843128683
101,Gwarzo,6,3208.6000000000004,1000,29.32418385164738
102,Gwarzo,7,3676.6,1000,33.601350853632965
103,Gwarzo,8,3874.1999999999994,1000,35.407265810026885
104,Gwarzo,9,3475.8,1000,31.76619031090069
105,Gwarzo,10,4267.999999999999,1000,39.006300778791676
106,Gwarzo,11,3849.8000000000006,1000,35.18426821419688
107,Gwarzo,12,3786.2000000000007,1000,34.60301218572191
108,Isoko South,1,6667.4000000000015,1000,69.55759350798577
109,Isoko South,2,7562.199999999999,1000,78.89258685935894
110,Isoko South,3,8206.0,1000,85.60902485624547
111,Isoko South,4,8754.399999999998,1000,91.33020316859802
112,Isoko South,5,8982.199999999997,1000,93.70672472139506
113,Isoko South,6,9366.8,1000,97.71906093388742
114,Isoko South,7,8548.4,1000,89.18110992945758
115,Isoko South,8,8856.999999999998,1000,92.40057679158738
116,Isoko South,9,8526.8,1000,88.95576811409138
117,Isoko South,10,8878.200000000003,1000,92.62174561037277
118,Isoko South,11,8004.0,1000,83.50166158291358
119,Isoko South,12,6886.599999999999,1000,71.84439563429443
120,Keana,1,4396.0,1000,19.220521290618652
121,Keana,2,3991.2000000000003,1000,17.45062433464904
122,Keana,3,4501.600000000001,1000,19.682233540002038
123,Keana,4,4200.0,1000,18.363555373202534
124,Keana,5,4433.200000000001,1000,19.383169923924164
125,Keana,6,4378.999999999999,1000,19.146192614108067
126,Keana,7,4553.0,1000,19.906968479569322
127,Keana,8,4595.199999999999,1000,20.091478488319115
128,Keana,9,5255.200000000002,1000,22.977180046965238
129,Keana,10,5302.200000000001,1000,23.182676976141547
130,Keana,11,5139.6,1000,22.471745046693275
131,Keana,12,4002.0000000000005,1000,17.497844905608705
132,Ngor-Okpala,1,1416.0,1000,11.102367909264174
133,Ngor-Okpala,2,1650.6000000000001,1000,12.94178564338379
134,Ngor-Okpala,3,1683.0,1000,13.195822875205934
135,Ngor-Okpala,4,1540.6,1000,12.079313560036994
136,Ngor-Okpala,5,1655.0,1000,12.97628452671766
137,Ngor-Okpala,6,2097.3999999999996,1000,16.444990432832398
138,Ngor-Okpala,7,1966.1999999999998,1000,15.41629645705877
139,Ngor-Okpala,8,1905.2000000000003,1000,14.938016483566457
140,Ngor-Okpala,9,1514.3999999999999,1000,11.873888391094395
141,Ngor-Okpala,10,1650.8000000000004,1000,12.943353774444422
142,Ngor-Okpala,11,1656.1999999999998,1000,12.985693313081443
143,Ngor-Okpala,12,1093.6000000000001,1000,8.574540639527756
144,Nsit Ubium,1,1691.0,1000,22.715665157930964
145,Nsit Ubium,2,2125.8,1000,28.556452390733085
146,Nsit Ubium,3,2184.4000000000005,1000,29.343642206377535
147,Nsit Ubium,4,2194.8000000000006,1000,29.483348248744466
148,Nsit Ubium,5,2161.0000000000005,1000,29.029303611051937
149,Nsit Ubium,6,2511.7999999999997,1000,33.741695886274975
150,Nsit Ubium,7,2134.6,1000,28.674665195812793
151,Nsit Ubium,8,2012.7999999999997,1000,27.03849250732314
152,Nsit Ubium,9,2072.8,1000,27.844488905593916
153,Nsit Ubium,10,2142.6000000000004,1000,28.7821313822489
154,Nsit Ubium,11,1757.0000000000005,1000,23.60226119602881
155,Nsit Ubium,12,1418.8,1000,19.05912816444261
156,Obubra,1,385.2,1000,12.234335159802269
157,Obubra,2,416.2,1000,13.2189259956119
158,Obubra,3,374.99999999999994,1000,11.910373013826195
159,Obubra,4,485.0,1000,15.404082431215214
160,Obubra,5,472.4,1000,15.003893897950652
161,Obubra,6,561.2,1000,17.824270227624698
162,Obubra,7,450.0,1000,14.292447616591433
163,Obubra,8,468.0,1000,14.864145521255093
164,Obubra,9,416.6,1000,13.231630393493315
165,Obubra,10,394.20000000000005,1000,12.520184112134098
166,Obubra,11,403.8,1000,12.825089661288047
167,Obubra,12,247.0,1000,7.844965691773521
168,Oke-Ero,1,8156.6,1000,31.285798527374254
169,Oke-Ero,2,8788.000000000004,1000,33.70762296282336
170,Oke-Ero,3,8627.8,1000,33.09315309497578
171,Oke-Ero,4,8682.6,1000,33.303346283228265
172,Oke-Ero,5,8428.000000000004,1000,32.32679179912099
173,Oke-Ero,6,9582.199999999999,1000,36.75388993563562
174,Oke-Ero,7,10219.0,1000,39.196426838540255
175,Oke-Ero,8,10175.200000000004,1000,39.02842571362315
176,Oke-Ero,9,10661.599999999999,1000,40.894082041469886
177,Oke-Ero,10,11885.800000000001,1000,45.58967512648222
178,Oke-Ero,11,10822.599999999995,1000,41.51162042301454
179,Oke-Ero,12,7777.799999999997,1000,29.832857291789637
180,Oru West,1,1032.6000000000001,1000,10.359465216435174
181,Oru West,2,1373.6000000000001,1000,13.780516580762498
182,Oru West,3,1109.2,1000,11.12794772232219
183,Oru West,4,1239.8000000000002,1000,12.438180297633478
184,Oru West,5,1015.5999999999999,1000,10.188914268653457
185,Oru West,6,1180.1999999999998,1000,11.84024873952817
186,Oru West,7,1032.6000000000001,1000,10.359465216435174
187,Oru West,8,1011.2,1000,10.144771670404074
188,Oru West,9,990.1999999999999,1000,9.93409108785019
189,Oru West,10,1024.8000000000002,1000,10.281212428629447
190,Oru West,11,1199.2,1000,12.03086450469597
191,Oru West,12,904.6,1000,9.075316903725797
192,Owan East,1,4617.800000000001,1000,19.379134139044474
193,Owan East,2,5017.599999999999,1000,21.056941282877023
194,Owan East,3,5381.4,1000,22.58367024467363
195,Owan East,4,6367.4,1000,26.721533785991543
196,Owan East,5,5209.0,1000,21.86017361736815
197,Owan East,6,6650.200000000001,1000,27.908336838207276
198,Owan East,7,5556.6,1000,23.31891739724858
199,Owan East,8,6458.599999999999,1000,27.104265180482606
200,Owan East,9,5758.6,1000,24.166633863116957
201,Owan East,10,6269.599999999999,1000,26.311104724793882
202,Owan East,11,6235.799999999999,1000,26.169259098326798
203,Owan East,12,4654.8,1000,19.534408937248084
204,Rimi,1,2566.6,1000,30.057665372201637
205,Rimi,2,2668.0000000000005,1000,31.245169178303584
206,Rimi,3,2890.0000000000005,1000,33.845029582195416
207,Rimi,4,2270.0,1000,26.58415818393895
208,Rimi,5,2298.6,1000,26.919095154890783
209,Rimi,6,1738.6,1000,20.360888730659145
210,Rimi,7,2651.6,1000,31.053107418736797
211,Rimi,8,3159.4,1000,36.99999531556684
212,Rimi,9,2558.4,1000,29.96163449241825
213,Rimi,10,3317.0000000000005,1000,38.845661980672034
214,Rimi,11,2762.7999999999997,1000,32.355379837262795
215,Rimi,12,2506.7999999999997,1000,29.3573426147569
216,Soba,1,3310.6000000000004,1000,20.4027751619847
217,Soba,2,3255.8,1000,20.0650502544523
218,Soba,3,3022.8,1000,18.629103111111988
219,Soba,4,3500.6,1000,21.573719184451047
220,Soba,5,3493.7999999999997,1000,21.5318117141733
221,Soba,6,3651.6000000000004,1000,22.504311539147988
222,Soba,7,3967.3999999999996,1000,24.450543761752577
223,Soba,8,3708.999999999999,1000,22.85805989119834
224,Soba,9,3630.6000000000004,1000,22.374891410349075
225,Soba,10,4370.2,1000,26.93294508938124
226,Soba,11,4012.5999999999995,1000,24.729105181834043
227,Soba,12,3124.0000000000005,1000,19.252784874657223
228,Takali,1,1102.2,1000,16.376635880611918
229,Takali,2,1252.2,1000,18.605356060335914
230,Takali,3,1121.4,1000,16.661912063616587
231,Takali,4,1052.0,1000,15.630757527130953
232,Takali,5,863.8000000000001,1000,12.834456608303915
233,Takali,6,1054.0,1000,15.66047379619394
234,Takali,7,1491.4,1000,22.15942184026911
235,Takali,8,1674.1999999999998,1000,24.87548883262608
236,Takali,9,2313.0,1000,34.36686517134401
237,Takali,10,2478.3999999999996,1000,36.82440062285299
238,Takali,11,2246.0,1000,33.371370157733956
239,Takali,12,1386.2,1000,20.596346087556018
240,Taura,1,2453.8,1000,26.7406311346907
241,Taura,2,2969.0000000000005,1000,32.355095704171774
242,Taura,3,3056.399999999999,1000,33.30754951506587
243,Taura,4,3254.8000000000006,1000,35.46964146107723
244,Taura,5,2774.0000000000005,1000,30.230055737073936
245,Taura,6,3297.0,1000,35.92952190523891
246,Taura,7,3406.999999999999,1000,37.12826239949922
247,Taura,8,3313.6000000000004,1000,36.11042274346366
248,Taura,9,3814.4000000000005,1000,41.56796128460519
249,Taura,10,3608.8,1000,39.32740632442408
250,Taura,11,4765.200000000001,1000,51.92943821135714
251,Taura,12,3559.1999999999994,1000,38.78688333792123
252,Uzo-Uwani,1,10994.400000000001,1000,32.91475574032334
253,Uzo-Uwani,2,11235.999999999998,1000,33.638051689794175
254,Uzo-Uwani,3,12054.4,1000,36.088156843134115
255,Uzo-Uwani,4,12117.599999999997,1000,36.277363399452625
256,Uzo-Uwani,5,10848.0,1000,32.47646713518042
257,Uzo-Uwani,6,12832.199999999999,1000,38.41671474668714
258,Uzo-Uwani,7,11096.200000000003,1000,33.2195219971782
259,Uzo-Uwani,8,11510.799999999997,1000,34.460740956824736
260,Uzo-Uwani,9,11026.8,1000,33.011754038182836
261,Uzo-Uwani,10,12660.4,1000,37.90238426606178
262,Uzo-Uwani,11,12010.2,1000,35.955832004696155
263,Uzo-Uwani,12,9545.2,1000,28.57617755334847
