,seasonality,month,cases,population,incidence
56,Degema,8,15338,2116843,7.245695595
57,Degema,9,10802,2116843,5.10288198
58,Degema,10,14871,2116843,7.025084052
59,Degema,11,13061,2116843,6.170037173
60,Degema,12,12533,2116843,5.920609134
61,Emohua,1,38538,5594552,6.888487228
62,Emohua,2,38482,5594552,6.87847749
63,Emohua,3,39185,5594552,7.004135452
64,Emohua,4,45154,5594552,8.07106628
65,Emohua,5,42780,5594552,7.646724885
66,Emohua,6,45441,5594552,8.122366188
67,Emohua,7,38784,5594552,6.932458578
68,Emohua,8,27753,5594552,4.960718928
69,Emohua,9,26208,5594552,4.684557405
70,Emohua,10,29137,5594552,5.208102454
71,Emohua,11,28891,5594552,5.164131105
72,Emohua,12,27056,5594552,4.836133438
73,Geidam,1,64441,4284234,15.04142864
74,Geidam,2,70123,4284234,16.36768673
75,Geidam,3,66130,4284234,15.43566481
76,Geidam,4,71736,4284234,16.74418344
77,Geidam,5,66169,4284234,15.44476796
78,Geidam,6,69854,4284234,16.30489838
79,Geidam,7,61346,4284234,14.31901245
80,Geidam,8,79397,4284234,18.53236775
81,Geidam,9,98127,4284234,22.90421111
82,Geidam,10,91183,4284234,21.28338461
83,Geidam,11,53740,4284234,12.54366592
84,Geidam,12,49331,4284234,11.51454379
85,Gujba,1,123396,4323948,28.5378085
86,Gujba,2,122027,4323948,28.2211997
87,Gujba,3,123847,4323948,28.64211133
88,Gujba,4,111470,4323948,25.77968098
89,Gujba,5,102769,4323948,23.76739961
90,Gujba,6,124689,4323948,28.83684078
91,Gujba,7,142905,4323948,33.0496574
92,Gujba,8,134371,4323948,31.07599814
93,Gujba,9,143320,4323948,33.1456345
94,Gujba,10,156350,4323948,36.15908424
95,Gujba,11,112587,4323948,26.03800971
96,Gujba,12,97933,4323948,22.64897728
97,Ikom,1,119463,2805134,42.58727034
98,Ikom,2,127419,2805134,45.42349849
99,Ikom,3,122942,2805134,43.8274963
100,Ikom,4,137887,2805134,49.15522752
101,Ikom,5,146359,2805134,52.1754041
102,Ikom,6,170875,2805134,60.91509354
103,Ikom,7,130116,2805134,46.38494988
104,Ikom,8,109686,2805134,39.10187535
105,Ikom,9,94579,2805134,33.71639287
106,Ikom,10,105125,2805134,37.47592807
107,Ikom,11,102357,2805134,36.48916594
108,Ikom,12,90294,2805134,32.18883661
109,Katagum,1,264928,13602622,19.47624509
110,Katagum,2,257023,13602622,18.89510713
111,Katagum,3,269540,13602622,19.81529737
112,Katagum,4,255854,13602622,18.80916782
113,Katagum,5,217274,13602622,15.97294992
114,Katagum,6,277372,13602622,20.39106872
115,Katagum,7,366937,13602622,26.97546105
116,Katagum,8,383407,13602622,28.18625703
117,Katagum,9,401937,13602622,29.5484944
118,Katagum,10,447280,13602622,32.88189586
119,Katagum,11,274717,13602622,20.19588576
120,Katagum,12,203387,13602622,14.9520438
121,Kogi,1,251280,15413297,16.3028066
122,Kogi,2,248349,15413297,16.11264611
123,Kogi,3,244360,15413297,15.8538436
124,Kogi,4,259568,15413297,16.84052413
125,Kogi,5,276996,15413297,17.97123613
126,Kogi,6,382354,15413297,24.80676263
127,Kogi,7,317793,15413297,20.61810656
128,Kogi,8,271427,15413297,17.60992473
129,Kogi,9,262330,15413297,17.01972005
130,Kogi,10,279540,15413297,18.13628843
131,Kogi,11,246123,15413297,15.96822536
132,Kogi,12,211295,15413297,13.70861796
133,Konshisha,1,266038,13596651,19.56643588
134,Konshisha,2,287578,13596651,21.15064952
135,Konshisha,3,410654,13596651,30.20258445
136,Konshisha,4,287900,13596651,21.17433183
137,Konshisha,5,300894,13596651,22.13000834
138,Konshisha,6,352214,13596651,25.90446721
139,Konshisha,7,309083,13596651,22.732289
140,Konshisha,8,267679,13596651,19.68712737
141,Konshisha,9,250785,13596651,18.44461552
142,Konshisha,10,273150,13596651,20.08950586
143,Konshisha,11,250486,13596651,18.42262481
144,Konshisha,12,218121,13596651,16.04225923
145,Maiduguri,1,111085,6035695,18.40467419
146,Maiduguri,2,113842,6035695,18.86145672
147,Maiduguri,3,117288,6035695,19.43239345
148,Maiduguri,4,111664,6035695,18.50060349
149,Maiduguri,5,94285,6035695,15.62123335
150,Maiduguri,6,104054,6035695,17.23977106
151,Maiduguri,7,123541,6035695,20.46839676
152,Maiduguri,8,122963,6035695,20.37263314
153,Maiduguri,9,142989,6035695,23.6905609
154,Maiduguri,10,176007,6035695,29.16101625
155,Maiduguri,11,103101,6035695,17.08187707
156,Maiduguri,12,71519,6035695,11.84933964
157,Ngor-Okpala,1,88315,10327665,8.551303707
158,Ngor-Okpala,2,90780,10327665,8.789983021
159,Ngor-Okpala,3,85393,10327665,8.268374313
160,Ngor-Okpala,4,96324,10327665,9.326793617
161,Ngor-Okpala,5,92301,10327665,8.937257357
162,Ngor-Okpala,6,104312,10327665,10.10025015
163,Ngor-Okpala,7,86177,10327665,8.344286923
164,Ngor-Okpala,8,71109,10327665,6.885293045
165,Ngor-Okpala,9,67715,10327665,6.556661162
166,Ngor-Okpala,10,72200,10327665,6.990931638
167,Ngor-Okpala,11,69358,10327665,6.715748429
168,Ngor-Okpala,12,61668,10327665,5.97114643
169,Owo,1,343003,17696247,19.38281038
170,Owo,2,335077,17696247,18.9349188
171,Owo,3,346138,17696247,19.55996659
172,Owo,4,614868,17696247,34.74567235
173,Owo,5,432452,17696247,24.43749796
174,Owo,6,481735,17696247,27.22243875
175,Owo,7,428078,17696247,24.19032691
176,Owo,8,352059,17696247,19.8945573
177,Owo,9,330785,17696247,18.6923815
178,Owo,10,349970,17696247,19.77650967
179,Owo,11,341151,17696247,19.27815542
180,Owo,12,292363,17696247,16.52118667
181,Rimi,1,167516,6783490,24.69466307
182,Rimi,2,175751,6783490,25.90863995
183,Rimi,3,176095,6783490,25.95935131
184,Rimi,4,177717,6783490,26.19846126
185,Rimi,5,163202,6783490,24.05870724
186,Rimi,6,196226,6783490,28.92699775
187,Rimi,7,220954,6783490,32.57231897
188,Rimi,8,236955,6783490,34.93113427
189,Rimi,9,249229,6783490,36.74052737
190,Rimi,10,272797,6783490,40.21484516
191,Rimi,11,188228,6783490,27.74795865
192,Rimi,12,145065,6783490,21.38500978
193,Sabon-Gari,1,107322,6263183,17.13537669
194,Sabon-Gari,2,122573,6263183,19.57040055
195,Sabon-Gari,3,110986,6263183,17.72038275
196,Sabon-Gari,4,127237,6263183,20.31506983
197,Sabon-Gari,5,118908,6263183,18.98523482
198,Sabon-Gari,6,212110,6263183,33.86616677
199,Sabon-Gari,7,173058,6263183,27.63099849
200,Sabon-Gari,8,132890,6263183,21.21764604
201,Sabon-Gari,9,113889,6263183,18.18388509
202,Sabon-Gari,10,156592,6263183,25.00198382
203,Sabon-Gari,11,117735,6263183,18.79794986
204,Sabon-Gari,12,92929,6263183,14.83734389
205,Tafa,1,198271,10028308,19.77113188
206,Tafa,2,240951,10028308,24.02708413
207,Tafa,3,216056,10028308,21.54461151
208,Tafa,4,213870,10028308,21.32662858
209,Tafa,5,233607,10028308,23.2947572
210,Tafa,6,298378,10028308,29.75357358
211,Tafa,7,294979,10028308,29.41463306
212,Tafa,8,250193,10028308,24.94867529
213,Tafa,9,226119,10028308,22.54807092
214,Tafa,10,244429,10028308,24.37390236
215,Tafa,11,211188,10028308,21.05918566
216,Tafa,12,157616,10028308,15.71710801
217,Taura,1,216212,7464290,28.96618433
218,Taura,2,206263,7464290,27.63330471
219,Taura,3,248785,7464290,33.33002871
220,Taura,4,235476,7464290,31.54700581
221,Taura,5,194803,7464290,26.09799458
222,Taura,6,202757,7464290,27.16360163
223,Taura,7,273413,7464290,36.62947179
224,Taura,8,325368,7464290,43.58994626
225,Taura,9,387699,7464290,51.94050606
226,Taura,10,412887,7464290,55.31497302
227,Taura,11,243048,7464290,32.56143585
228,Taura,12,170536,7464290,22.84691511
229,Uruan,1,77396,4540087,17.04725042
230,Uruan,2,79748,4540087,17.56530216
231,Uruan,3,75724,4540087,16.67897554
232,Uruan,4,85120,4540087,18.7485394
233,Uruan,5,76528,4540087,16.85606465
234,Uruan,6,93532,4540087,20.60136733
235,Uruan,7,78020,4540087,17.18469272
236,Uruan,8,67690,4540087,14.90940592
237,Uruan,9,56944,4540087,12.54249093
238,Uruan,10,67372,4540087,14.83936321
239,Uruan,11,54356,4540087,11.9724578
240,Uruan,12,57509,4540087,12.66693788
